minimum_nights,review_scores_rating,id,neighbourhood_cleansed
2,89.0,7247746,Outer Sunset
2,92.0,7259606,Outer Sunset
2,92.0,7259880,Outer Sunset
2,99.0,7275084,Castro/Upper Market
4,94.0,7281346,Excelsior
2,98.0,7290262,Western Addition
1,96.0,7292878,Bernal Heights
28,100.0,7302136,Haight Ashbury
2,96.0,7309811,Western Addition
3,97.0,7309852,Outer Sunset
30,60.0,7323097,Bayview
3,100.0,7327920,Potrero Hill
2,97.0,7331464,Noe Valley
3,95.0,7340055,Castro/Upper Market
2,93.0,7341076,Excelsior
4,100.0,7342996,Mission
3,97.0,7343245,Western Addition
1,96.0,7343277,North Beach
1,96.0,7344289,Inner Richmond
4,100.0,7345170,Mission
3,98.0,7345468,Bernal Heights
2,99.0,7348398,Castro/Upper Market
30,95.0,7360699,Potrero Hill
1,89.0,7367530,Downtown/Civic Center
30,93.0,7367786,Bernal Heights
2,96.0,7386838,Potrero Hill
2,97.0,7389541,Outer Sunset
2,88.0,7393518,South of Market
2,90.0,7402986,Bernal Heights
30,96.0,7404181,Mission
30,93.0,7421008,Western Addition
30,97.0,7437925,Western Addition
30,97.0,7439398,South of Market
2,100.0,7459197,Haight Ashbury
30,100.0,7459988,South of Market
30,96.0,7478631,Haight Ashbury
3,99.0,7483031,Excelsior
30,100.0,7493513,Bernal Heights
30,96.0,7493861,Pacific Heights
2,100.0,7499793,Bernal Heights
2,98.0,7514742,Bayview
3,100.0,7544803,Bernal Heights
3,98.0,7547105,Marina
1,89.0,7548762,Downtown/Civic Center
2,98.0,7549488,Potrero Hill
3,98.0,7558236,Mission
30,96.0,7562249,Haight Ashbury
2,100.0,7562547,Marina
3,98.0,7596529,Mission
3,99.0,7612118,Pacific Heights
30,93.0,7618503,Castro/Upper Market
30,100.0,7618833,Castro/Upper Market
30,94.0,7637533,South of Market
1,96.0,7663003,South of Market
2,99.0,7665362,South of Market
31,67.0,7666482,Haight Ashbury
2,99.0,7676566,Potrero Hill
2,100.0,7680348,Castro/Upper Market
31,96.0,7681228,Financial District
2,99.0,7689528,Marina
30,100.0,7695697,Potrero Hill
3,93.0,7696468,Russian Hill
1,98.0,7697503,Parkside
2,100.0,7699276,Castro/Upper Market
3,100.0,7699710,Bernal Heights
3,100.0,7701360,Outer Mission
1,94.0,7715542,Russian Hill
1,100.0,7715861,Financial District
2,98.0,7718075,Western Addition
2,95.0,7726184,Inner Richmond
1,98.0,7729217,Twin Peaks
1,98.0,7754018,Downtown/Civic Center
2,99.0,7764531,Castro/Upper Market
1,93.0,7785897,Bayview
2,94.0,7788844,Bayview
5,100.0,7805578,Mission
3,99.0,7808104,Mission
4,100.0,7810254,Bernal Heights
30,96.0,7825894,Russian Hill
3,95.0,7840831,Pacific Heights
3,95.0,7841744,Inner Richmond
30,88.0,7842771,Russian Hill
30,98.0,7844031,Western Addition
30,97.0,7845599,Western Addition
3,96.0,7854509,Bernal Heights
3,99.0,7856443,Seacliff
30,100.0,7859448,Potrero Hill
30,94.0,7870535,Marina
4,95.0,7873804,Mission
2,98.0,7884875,Twin Peaks
3,95.0,7886634,Castro/Upper Market
4,96.0,7896925,Mission
2,96.0,7897391,Downtown/Civic Center
2,100.0,7899085,Potrero Hill
4,94.0,7902505,Potrero Hill
30,96.0,7902889,South of Market
60,80.0,7903768,South of Market
2,97.0,7922690,Visitacion Valley
2,99.0,7923146,North Beach
2,96.0,7930461,West of Twin Peaks
2,97.0,7930685,Nob Hill
30,99.0,7931074,Mission
30,97.0,7933558,Western Addition
2,97.0,7933807,Outer Sunset
2,98.0,7939511,Bernal Heights
1,95.0,7949624,Potrero Hill
1,96.0,7949668,Potrero Hill
2,97.0,7950946,Outer Sunset
2,93.0,7958214,Downtown/Civic Center
2,97.0,7958278,Downtown/Civic Center
2,93.0,7958316,Downtown/Civic Center
2,98.0,7958349,Downtown/Civic Center
1,97.0,7963103,Downtown/Civic Center
3,97.0,7968598,Castro/Upper Market
2,100.0,7968749,North Beach
2,95.0,7972067,Western Addition
30,95.0,7973781,Bernal Heights
30,100.0,7975011,Western Addition
3,98.0,7982082,Noe Valley
1,99.0,7987618,South of Market
3,98.0,7989636,Nob Hill
1,100.0,7998215,Mission
30,97.0,8005452,Noe Valley
30,96.0,8018902,Outer Sunset
1,98.0,8030646,Mission
2,96.0,8033268,Downtown/Civic Center
2,100.0,8033975,Downtown/Civic Center
1,100.0,8035001,Noe Valley
3,100.0,8041262,Castro/Upper Market
2,97.0,8048653,Visitacion Valley
30,91.0,8051735,Outer Sunset
2,98.0,8053481,Mission
30,98.0,8053887,Twin Peaks
2,96.0,8055632,Visitacion Valley
30,100.0,8061617,South of Market
30,90.0,8068539,Mission
30,98.0,8082364,North Beach
2,98.0,8084285,Downtown/Civic Center
2,100.0,8084290,Downtown/Civic Center
29,100.0,8085920,Noe Valley
2,100.0,8089051,Downtown/Civic Center
2,96.0,8101297,Marina
1,94.0,8101619,Noe Valley
30,97.0,8102262,Bayview
30,100.0,8105804,Financial District
3,99.0,8105974,Mission
4,97.0,8117174,Bernal Heights
3,98.0,8117667,Inner Sunset
2,100.0,8119395,Western Addition
30,87.0,8125277,Western Addition
30,94.0,8144992,South of Market
30,100.0,8151839,Western Addition
30,100.0,8151934,Western Addition
2,93.0,8152867,Outer Richmond
1,99.0,8155106,Haight Ashbury
3,98.0,8155586,Visitacion Valley
30,96.0,8164773,Haight Ashbury
2,98.0,8167459,Outer Richmond
3,98.0,8172628,Western Addition
1,96.0,8187584,Noe Valley
2,96.0,8192881,Haight Ashbury
2,98.0,8195090,Noe Valley
2,93.0,8195144,Twin Peaks
1,100.0,8202578,Downtown/Civic Center
2,94.0,8207665,Outer Richmond
60,100.0,8208052,Western Addition
3,97.0,8209055,Western Addition
30,93.0,8209591,Potrero Hill
30,94.0,8221207,Bernal Heights
2,96.0,8255072,Bayview
30,98.0,8270952,Castro/Upper Market
2,97.0,8272458,Noe Valley
2,99.0,8274904,Castro/Upper Market
4,98.0,8275596,Outer Mission
1,98.0,8276309,Western Addition
1,95.0,8277718,Bayview
2,97.0,8287266,Castro/Upper Market
2,99.0,8290464,Potrero Hill
4,95.0,8308630,Mission
30,94.0,8309401,Western Addition
30,97.0,8324569,Western Addition
30,89.0,8328410,Downtown/Civic Center
2,98.0,8336042,Bernal Heights
3,96.0,8336228,Bernal Heights
30,95.0,8336617,Western Addition
30,83.0,8338986,Financial District
31,100.0,8340498,Financial District
30,99.0,8351923,West of Twin Peaks
1,99.0,8352275,Seacliff
1,98.0,8356380,Crocker Amazon
1,90.0,8382187,Outer Richmond
2,99.0,8411606,Seacliff
30,100.0,8418067,Western Addition
30,100.0,8422161,Financial District
3,97.0,8438267,Potrero Hill
30,90.0,8441614,Marina
30,94.0,8456859,Outer Richmond
4,87.0,8459807,Mission
2,100.0,8464365,Noe Valley
3,100.0,8472083,Marina
2,93.0,8472666,South of Market
4,97.0,8472927,West of Twin Peaks
2,97.0,8474183,Outer Mission
2,98.0,8474452,Bernal Heights
30,98.0,8489712,Downtown/Civic Center
2,99.0,8499631,Mission
30,96.0,8500048,Inner Sunset
30,93.0,8501670,North Beach
30,99.0,8520295,Outer Sunset
3,99.0,8524982,North Beach
30,92.0,8542873,Outer Sunset
1,92.0,8554141,Downtown/Civic Center
2,98.0,8564563,Mission
1,87.0,8565105,Downtown/Civic Center
3,97.0,8568826,Bernal Heights
5,99.0,8576907,Inner Richmond
30,100.0,8578964,South of Market
30,98.0,8584000,Western Addition
30,100.0,8590211,Castro/Upper Market
30,97.0,8592609,Noe Valley
2,96.0,8595304,Noe Valley
2,99.0,8597021,Outer Mission
3,97.0,8612967,Nob Hill
30,99.0,8646903,Marina
4,97.0,8655125,Bernal Heights
1,89.0,8684508,Downtown/Civic Center
1,88.0,8685570,Downtown/Civic Center
1,88.0,8685652,Downtown/Civic Center
1,90.0,8685716,Downtown/Civic Center
1,87.0,8685766,Downtown/Civic Center
1,88.0,8685898,Downtown/Civic Center
6,99.0,8701367,Mission
4,99.0,8717641,Inner Richmond
1,86.0,8733261,Bayview
30,92.0,8735636,Russian Hill
4,95.0,8760949,South of Market
2,97.0,8762967,Mission
2,96.0,8763366,Mission
2,96.0,8763407,Mission
2,95.0,8763529,Mission
30,97.0,8763620,Mission
1,99.0,8775500,Pacific Heights
2,94.0,8793569,Noe Valley
30,80.0,8794180,Pacific Heights
4,99.0,8799100,Mission
1,100.0,8800012,Downtown/Civic Center
3,100.0,8817059,Inner Sunset
3,99.0,8848449,Bernal Heights
2,98.0,8859249,Outer Sunset
4,99.0,8864274,Pacific Heights
30,93.0,8869066,Noe Valley
2,100.0,8869806,Western Addition
30,88.0,8886022,Mission
1,99.0,8889145,Western Addition
2,95.0,8904047,Castro/Upper Market
1,98.0,8907289,Mission
30,76.0,8908249,Western Addition
30,47.0,8925997,Inner Richmond
30,93.0,8926024,Inner Richmond
30,94.0,8926150,Nob Hill
1,98.0,8941317,Castro/Upper Market
1,97.0,8943055,Castro/Upper Market
1,90.0,8955959,Western Addition
2,98.0,8974563,Noe Valley
4,100.0,8987674,Pacific Heights
30,93.0,8992582,Twin Peaks
2,100.0,8993289,Downtown/Civic Center
2,90.0,8993307,Downtown/Civic Center
2,97.0,9010937,Mission
30,89.0,9021715,Western Addition
1,98.0,9051149,Western Addition
4,100.0,9051457,Glen Park
30,95.0,9059999,Castro/Upper Market
1,95.0,9063798,Western Addition
1,99.0,9067632,Noe Valley
2,95.0,9075976,Parkside
2,99.0,9108108,Mission
1,95.0,9110032,Outer Richmond
30,100.0,9110654,West of Twin Peaks
30,96.0,9110718,Marina
2,95.0,9118962,Outer Richmond
1,95.0,9119210,Outer Richmond
1,97.0,9119249,Downtown/Civic Center
30,100.0,9127072,Noe Valley
2,95.0,9130888,Mission
3,100.0,9150423,Inner Sunset
30,93.0,9150562,Ocean View
30,85.0,9150693,North Beach
2,100.0,9156193,Downtown/Civic Center
1,100.0,9157940,Downtown/Civic Center
4,99.0,9186305,Haight Ashbury
3,99.0,9187534,Bernal Heights
1,96.0,9188845,Bernal Heights
2,100.0,9196933,Mission
30,99.0,9197404,Mission
2,100.0,9201385,Nob Hill
30,100.0,9216997,Haight Ashbury
85,95.0,9231212,Nob Hill
30,97.0,9239118,Nob Hill
30,97.0,9242011,Outer Sunset
3,99.0,9256506,Pacific Heights
30,97.0,9258941,Bernal Heights
3,99.0,9261548,Outer Mission
2,95.0,9275385,Downtown/Civic Center
30,100.0,9280940,Haight Ashbury
2,96.0,9295965,Western Addition
1,96.0,9296524,Ocean View
30,92.0,9298491,Inner Richmond
3,100.0,9309449,Noe Valley
3,98.0,9328077,Twin Peaks
2,97.0,9335892,Bernal Heights
4,99.0,9346814,Noe Valley
4,90.0,9346930,West of Twin Peaks
3,100.0,9347891,Inner Richmond
30,80.0,9364688,South of Market
30,100.0,9369229,South of Market
4,100.0,9402993,Western Addition
2,95.0,9416254,Twin Peaks
30,95.0,9431997,Castro/Upper Market
30,100.0,9433478,Nob Hill
1,97.0,9435665,Noe Valley
3,100.0,9440164,Potrero Hill
30,100.0,9449061,Pacific Heights
30,95.0,9451291,Mission
30,97.0,9462355,Western Addition
30,60.0,9463113,Inner Richmond
5,100.0,9464763,Russian Hill
3,100.0,9465008,Inner Richmond
3,100.0,9471413,Mission
1,98.0,9471416,Noe Valley
2,96.0,9476010,Noe Valley
1,98.0,9476849,Noe Valley
2,96.0,9477823,Lakeshore
3,99.0,9488665,Western Addition
31,97.0,9489347,Western Addition
30,97.0,9491760,Western Addition
1,94.0,9494726,North Beach
1,94.0,9495318,North Beach
30,100.0,9496930,Inner Sunset
1,95.0,9497588,North Beach
2,95.0,9504910,North Beach
4,100.0,9514196,Western Addition
2,100.0,9525911,Mission
1,92.0,9532943,Downtown/Civic Center
31,95.0,9563163,Russian Hill
1,95.0,9587361,Inner Richmond
1,95.0,9590125,Mission
30,99.0,9593326,Mission
4,99.0,9593505,Mission
30,94.0,9605720,Chinatown
5,95.0,9608262,Noe Valley
30,100.0,9611854,Outer Sunset
30,98.0,9616042,Outer Richmond
1,95.0,9650878,Western Addition
31,93.0,9683090,Financial District
2,97.0,9695480,Parkside
2,89.0,9716652,Downtown/Civic Center
30,97.0,9717679,Western Addition
30,99.0,9735841,Excelsior
1,99.0,9752333,Noe Valley
31,99.0,9752553,Pacific Heights
3,90.0,9760014,Ocean View
30,100.0,9779327,Noe Valley
31,100.0,9779853,Mission
3,99.0,9837993,Pacific Heights
30,100.0,9841955,Downtown/Civic Center
30,100.0,9844630,Noe Valley
1,96.0,9882522,Noe Valley
2,98.0,9882716,South of Market
30,100.0,9888667,Western Addition
1,99.0,9903046,Mission
5,100.0,9905129,Inner Sunset
30,97.0,9909627,Russian Hill
30,94.0,9910056,Potrero Hill
3,94.0,9924449,Mission
5,100.0,9925099,Mission
2,98.0,9926871,Excelsior
30,100.0,9937836,Castro/Upper Market
30,92.0,9945149,Inner Richmond
30,93.0,9971053,South of Market
2,100.0,9972077,Haight Ashbury
30,97.0,9974744,Noe Valley
30,95.0,9990609,Bernal Heights
3,97.0,9990865,Castro/Upper Market
3,99.0,9995426,Bernal Heights
1,100.0,9996121,Bernal Heights
30,97.0,9998508,Twin Peaks
2,95.0,9998879,Outer Sunset
30,100.0,10000431,Inner Richmond
30,99.0,10000523,Twin Peaks
3,97.0,10035487,Inner Sunset
2,98.0,10040637,Mission
2,97.0,10043166,Haight Ashbury
3,100.0,10052512,Haight Ashbury
3,98.0,10058134,Western Addition
3,100.0,10058568,Haight Ashbury
5,98.0,10067187,Downtown/Civic Center
30,97.0,10071349,Nob Hill
30,91.0,10071808,Nob Hill
30,100.0,10071932,Mission
2,98.0,10088395,Castro/Upper Market
3,98.0,10089183,Western Addition
3,95.0,10099733,Downtown/Civic Center
31,100.0,10103881,South of Market
30,92.0,10105531,Castro/Upper Market
4,93.0,10105584,North Beach
30,96.0,10126146,Marina
1,98.0,10126716,Haight Ashbury
30,80.0,10127523,Potrero Hill
1,91.0,10137578,Bernal Heights
1,96.0,10156101,Downtown/Civic Center
30,100.0,10162904,Castro/Upper Market
2,95.0,10164802,Downtown/Civic Center
30,100.0,10187948,Noe Valley
3,92.0,10193457,Outer Sunset
3,100.0,10227655,Inner Richmond
3,99.0,10235526,South of Market
2,99.0,10273567,Inner Richmond
2,92.0,10280888,West of Twin Peaks
5,100.0,10282326,Downtown/Civic Center
5,87.0,10282371,Downtown/Civic Center
30,100.0,10283094,Mission
30,95.0,10315192,Inner Sunset
1,97.0,10321776,Parkside
2,98.0,10333567,West of Twin Peaks
3,99.0,10347570,Noe Valley
1,100.0,10362654,Russian Hill
1,99.0,10367010,Outer Sunset
1,97.0,10369097,Haight Ashbury
2,96.0,10369307,Bayview
2,97.0,10379560,Outer Sunset
4,100.0,10379822,Inner Richmond
2,98.0,10385321,Excelsior
30,100.0,10385906,Haight Ashbury
30,98.0,10389781,Castro/Upper Market
1,98.0,10393552,Downtown/Civic Center
30,92.0,10406646,Mission
3,96.0,10409218,Parkside
3,100.0,10410858,Noe Valley
2,99.0,10418322,Western Addition
1,97.0,10427768,Western Addition
30,100.0,10431578,Russian Hill
2,99.0,10437411,Haight Ashbury
30,100.0,10454172,Noe Valley
3,99.0,10454632,Bernal Heights
30,95.0,10455934,Mission
5,98.0,10455995,Potrero Hill
30,100.0,10458279,Inner Sunset
2,98.0,10469182,Outer Richmond
1,94.0,10477007,Downtown/Civic Center
2,98.0,10477793,Parkside
2,97.0,10494263,Mission
2,98.0,10496718,Mission
18,97.0,10500754,South of Market
30,98.0,10502323,Outer Richmond
2,97.0,10517693,Noe Valley
2,96.0,10524804,Outer Sunset
3,99.0,10528294,Mission
30,100.0,10545518,Noe Valley
3,89.0,10550345,Downtown/Civic Center
30,98.0,10572287,Potrero Hill
2,97.0,10574350,Haight Ashbury
3,100.0,10576099,Marina
2,100.0,10577391,Downtown/Civic Center
30,100.0,10578137,Noe Valley
30,100.0,10592126,Western Addition
2,98.0,10592499,Pacific Heights
2,99.0,10594703,South of Market
30,91.0,10599384,Noe Valley
2,98.0,10603148,Nob Hill
3,100.0,10608275,Western Addition
30,93.0,10616635,Castro/Upper Market
2,99.0,10632584,Bernal Heights
3,98.0,10634387,Visitacion Valley
3,96.0,10638522,Mission
3,99.0,10648093,Potrero Hill
30,98.0,10651193,Western Addition
3,95.0,10660892,Outer Mission
4,98.0,10661953,Bernal Heights
5,96.0,10676501,Inner Richmond
3,99.0,10681956,Outer Sunset
3,99.0,10684058,Russian Hill
30,88.0,10698325,Bernal Heights
1,91.0,10706423,Chinatown
30,95.0,10729994,Mission
2,97.0,10747219,Russian Hill
2,99.0,10749747,Outer Mission
30,100.0,10752189,Haight Ashbury
3,100.0,10752203,Mission
2,99.0,10767017,Mission
1,99.0,10767861,Downtown/Civic Center
2,91.0,10769424,Outer Richmond
7,100.0,10784554,Western Addition
2,89.0,10787034,Bernal Heights
30,100.0,10787814,Western Addition
2,96.0,10788469,Excelsior
30,98.0,10789339,Nob Hill
3,100.0,10792245,Pacific Heights
2,100.0,10805884,Chinatown
30,85.0,10806778,Inner Richmond
30,97.0,10810544,Inner Richmond
30,89.0,10812630,Outer Richmond
2,97.0,10813277,Western Addition
2,100.0,10814122,Castro/Upper Market
1,97.0,10823468,Russian Hill
4,94.0,10828944,Western Addition
3,99.0,10829828,Inner Richmond
4,100.0,10831610,Pacific Heights
2,97.0,10832099,Mission
5,100.0,10832295,Haight Ashbury
3,99.0,10835440,Bernal Heights
2,96.0,10835637,Western Addition
30,100.0,10835661,Mission
2,94.0,10840593,Bernal Heights
30,96.0,10858096,South of Market
1,97.0,10859050,Outer Sunset
30,90.0,10862977,Pacific Heights
4,100.0,10863850,Haight Ashbury
30,100.0,10864914,Noe Valley
30,99.0,10876562,Castro/Upper Market
3,88.0,10883329,Downtown/Civic Center
1,98.0,10886231,Ocean View
2,100.0,10889831,Noe Valley
31,94.0,10891431,Mission
30,96.0,10897864,Marina
2,93.0,10905721,Inner Richmond
3,98.0,10925833,Twin Peaks
2,93.0,10926639,Haight Ashbury
3,99.0,10929061,Inner Richmond
2,97.0,10930490,Bayview
2,96.0,10943827,Glen Park
31,93.0,10956845,Marina
2,90.0,10963158,Chinatown
1,96.0,10963865,Chinatown
1,100.0,10965525,West of Twin Peaks
2,97.0,10968239,Parkside
2,99.0,10971773,Outer Mission
30,97.0,10974118,Lakeshore
3,98.0,10981310,Noe Valley
30,98.0,10989099,Inner Sunset
3,97.0,10990428,Bernal Heights
30,99.0,10992778,Russian Hill
30,98.0,10998250,Russian Hill
30,100.0,10998662,South of Market
30,97.0,11013337,Outer Sunset
3,96.0,11023703,West of Twin Peaks
30,98.0,11037546,Ocean View
2,97.0,11043803,Chinatown
31,97.0,11048759,Potrero Hill
13,99.0,11075529,Excelsior
3,100.0,11100497,Glen Park
3,96.0,11100926,Bernal Heights
3,99.0,11104122,Castro/Upper Market
3,99.0,11115880,Mission
1,96.0,11122531,Noe Valley
30,100.0,11163298,Ocean View
5,100.0,11163409,Presidio Heights
2,98.0,11169030,Bernal Heights
3,98.0,11181016,Bernal Heights
2,96.0,11183089,Downtown/Civic Center
30,75.0,11185685,Mission
3,99.0,11190379,North Beach
2,100.0,11191951,Castro/Upper Market
3,97.0,11225011,Mission
30,100.0,11228828,Pacific Heights
2,92.0,11238527,Excelsior
2,98.0,11241173,Potrero Hill
30,96.0,11241452,Nob Hill
30,95.0,11241509,Nob Hill
30,89.0,11241783,Nob Hill
30,70.0,11242027,Nob Hill
30,97.0,11242044,Nob Hill
30,86.0,11242172,Financial District
30,99.0,11259062,Noe Valley
30,82.0,11277106,Inner Richmond
1,95.0,11297447,North Beach
30,100.0,11301106,Pacific Heights
32,50.0,11305302,Inner Sunset
30,100.0,11315222,North Beach
30,95.0,11338538,Western Addition
3,100.0,11345707,Glen Park
4,99.0,11352921,Mission
31,92.0,11359996,Marina
31,100.0,11377740,Western Addition
2,98.0,11418638,Bernal Heights
5,98.0,11421711,Potrero Hill
30,98.0,11434490,Bernal Heights
3,100.0,11435584,Pacific Heights
1,98.0,11437138,South of Market
1,99.0,11437331,South of Market
1,97.0,11437442,South of Market
1,97.0,11437509,South of Market
30,87.0,11439120,Chinatown
30,75.0,11439405,Chinatown
30,80.0,11439599,Chinatown
3,82.0,11442093,Downtown/Civic Center
3,95.0,11442567,Mission
30,93.0,11446614,Mission
30,100.0,11456250,Noe Valley
3,78.0,11461771,Downtown/Civic Center
3,94.0,11464408,Outer Mission
3,99.0,11474754,Inner Richmond
30,90.0,11493791,Mission
3,99.0,11494067,Bernal Heights
1,100.0,11513111,Inner Sunset
2,96.0,11531128,Inner Richmond
3,97.0,11531859,Parkside
3,95.0,11532945,Noe Valley
1,81.0,11549175,Outer Richmond
30,100.0,11553527,Western Addition
3,94.0,11556239,Outer Richmond
30,100.0,11591266,Nob Hill
4,98.0,11592372,Outer Sunset
2,98.0,11605954,West of Twin Peaks
30,98.0,11610521,Bernal Heights
7,100.0,11610642,Castro/Upper Market
7,97.0,11620002,Excelsior
30,91.0,11636621,Western Addition
3,92.0,11659435,Potrero Hill
3,89.0,11674092,Western Addition
3,96.0,11674758,Mission
30,100.0,11701569,Castro/Upper Market
5,98.0,11713614,Potrero Hill
2,88.0,11719688,Outer Richmond
5,96.0,11752686,Mission
3,100.0,11760120,Western Addition
2,96.0,11775546,Downtown/Civic Center
30,98.0,11795676,Nob Hill
30,98.0,11798814,Marina
30,96.0,11834467,Russian Hill
2,98.0,11842522,Western Addition
3,90.0,11845487,Parkside
30,100.0,11851112,Inner Richmond
30,73.0,11883792,Russian Hill
30,80.0,11886255,Downtown/Civic Center
2,100.0,11888682,Bernal Heights
1,87.0,11910999,Outer Sunset
2,98.0,11911651,Potrero Hill
30,98.0,11912034,Inner Sunset
2,86.0,11923264,Bernal Heights
3,99.0,11924237,Outer Mission
3,99.0,11939561,Mission
3,100.0,11942275,West of Twin Peaks
3,99.0,11947349,Castro/Upper Market
7,98.0,11948102,Inner Richmond
3,99.0,11949198,Castro/Upper Market
2,99.0,11998353,Western Addition
30,100.0,12004930,Chinatown
2,97.0,12008385,Ocean View
1,94.0,12025717,Outer Sunset
1,97.0,12026845,Noe Valley
1,97.0,12026856,Noe Valley
3,97.0,12037978,Bernal Heights
2,97.0,12041223,Bernal Heights
30,93.0,12041358,Noe Valley
30,100.0,12057024,Haight Ashbury
30,85.0,12088624,South of Market
1,91.0,12110830,Bayview
1,87.0,12111841,Downtown/Civic Center
1,90.0,12111957,Downtown/Civic Center
1,89.0,12115392,Mission
30,100.0,12126766,Russian Hill
30,100.0,12137566,Western Addition
1,86.0,12151600,Excelsior
30,91.0,12154878,Nob Hill
30,100.0,12154955,Outer Sunset
3,96.0,12155285,Bernal Heights
30,86.0,12156553,Noe Valley
30,85.0,12169644,South of Market
1,97.0,12172311,Parkside
4,99.0,12175415,Inner Richmond
30,100.0,12186884,Inner Sunset
30,95.0,12207073,South of Market
1,99.0,12212013,Western Addition
30,85.0,12212126,North Beach
3,98.0,12228334,Inner Sunset
30,73.0,12266059,Russian Hill
2,98.0,12270048,Twin Peaks
1,93.0,12270642,North Beach
2,94.0,12288524,Visitacion Valley
30,100.0,12291658,Castro/Upper Market
2,100.0,12295920,Castro/Upper Market
30,90.0,12310120,Outer Mission
1,98.0,12328003,Outer Richmond
30,84.0,12346372,Western Addition
2,99.0,12361563,Castro/Upper Market
2,99.0,12362408,Nob Hill
2,93.0,12368621,Pacific Heights
30,95.0,12382688,Bernal Heights
1,100.0,12382918,Downtown/Civic Center
30,95.0,12410151,North Beach
30,100.0,12425557,Inner Richmond
30,100.0,12425911,Inner Richmond
30,100.0,12429503,Pacific Heights
30,85.0,12432020,Mission
1,94.0,12437037,Inner Richmond
1,100.0,12463547,Nob Hill
1,100.0,12463556,Nob Hill
30,100.0,12467839,Nob Hill
1,86.0,12484859,Excelsior
1,89.0,12510982,Downtown/Civic Center
1,98.0,12511163,Parkside
1,89.0,12511225,Downtown/Civic Center
30,95.0,12515810,Potrero Hill
2,100.0,12562572,Outer Mission
3,100.0,12582732,Mission
3,97.0,12588515,Castro/Upper Market
2,96.0,12590446,Parkside
2,99.0,12607119,Marina
2,97.0,12614397,Marina
2,97.0,12657038,Inner Sunset
30,90.0,12657863,Parkside
30,100.0,12677241,Mission
2,97.0,12679234,Parkside
2,98.0,12725886,Inner Sunset
1,99.0,12741695,Outer Sunset
60,100.0,12750864,North Beach
1,91.0,12779748,Downtown/Civic Center
1,93.0,12780009,Downtown/Civic Center
2,96.0,12797906,Inner Sunset
5,100.0,12814571,Haight Ashbury
3,100.0,12815012,Bernal Heights
3,98.0,12831488,Inner Richmond
5,98.0,12832173,Outer Richmond
2,99.0,12835527,Bernal Heights
3,100.0,12852960,Nob Hill
2,98.0,12853235,Inner Richmond
1,93.0,12853799,Financial District
3,100.0,12855454,Noe Valley
1,95.0,12857011,Financial District
1,93.0,12857087,Financial District
1,94.0,12857179,Financial District
1,95.0,12857222,Financial District
30,70.0,12866962,Mission
2,99.0,12870849,Bayview
2,94.0,12905538,Outer Sunset
30,100.0,12910183,Russian Hill
30,100.0,12913802,Nob Hill
30,96.0,12922728,Bernal Heights
1,99.0,12930338,Outer Sunset
5,98.0,12953897,Pacific Heights
2,98.0,12954602,Mission
30,100.0,12956379,Parkside
30,100.0,12956380,Downtown/Civic Center
2,96.0,12964066,Mission
1,96.0,12981814,Downtown/Civic Center
30,97.0,12987777,North Beach
1,99.0,12999869,Potrero Hill
30,81.0,13016330,Nob Hill
30,98.0,13017050,Outer Mission
58,96.0,13021294,Nob Hill
1,99.0,13021568,Excelsior
1,99.0,13022232,Excelsior
1,99.0,13022499,Excelsior
1,99.0,13046853,Castro/Upper Market
30,100.0,13061396,South of Market
2,98.0,13066842,Russian Hill
30,96.0,13082310,Mission
2,100.0,13083682,Mission
1,90.0,13084734,Outer Richmond
30,91.0,13095952,Nob Hill
1,95.0,13096400,Downtown/Civic Center
1,98.0,13100047,Downtown/Civic Center
30,100.0,13112761,Castro/Upper Market
30,90.0,13120626,Mission
1,99.0,13127954,Potrero Hill
1,99.0,13128357,Potrero Hill
2,98.0,13148133,Bernal Heights
30,100.0,13149975,Inner Richmond
3,97.0,13153289,Noe Valley
3,97.0,13155451,Parkside
2,99.0,13157125,Bernal Heights
1,92.0,13169268,Downtown/Civic Center
5,90.0,13171740,Presidio Heights
2,98.0,13175533,Outer Sunset
4,97.0,13186688,Inner Richmond
30,92.0,13201652,Noe Valley
30,70.0,13204198,Mission
3,100.0,13219968,Glen Park
2,99.0,13220623,Outer Sunset
7,92.0,13224465,Russian Hill
3,100.0,13239272,Inner Richmond
1,92.0,13239943,Marina
1,92.0,13263750,Pacific Heights
2,97.0,13264163,Inner Richmond
2,98.0,13264364,Downtown/Civic Center
1,90.0,13265498,Pacific Heights
2,100.0,13273159,Haight Ashbury
30,80.0,13276083,South of Market
1,95.0,13280184,Outer Richmond
3,99.0,13280672,Mission
1,98.0,13284332,Downtown/Civic Center
1,98.0,13284618,Downtown/Civic Center
1,95.0,13293285,Outer Sunset
2,100.0,13313452,West of Twin Peaks
30,97.0,13315189,Inner Richmond
2,99.0,13318584,Excelsior
30,94.0,13327441,Nob Hill
30,96.0,13332858,Potrero Hill
30,84.0,13333814,Inner Richmond
30,97.0,13346701,Marina
30,93.0,13349338,Noe Valley
31,94.0,13362637,Inner Richmond
1,97.0,13393846,Downtown/Civic Center
1,93.0,13427895,Excelsior
30,100.0,13430730,Castro/Upper Market
30,100.0,13443665,Ocean View
1,94.0,13464987,Castro/Upper Market
3,94.0,13465512,Outer Sunset
30,92.0,13465756,North Beach
1,100.0,13479950,Western Addition
2,90.0,13491912,Nob Hill
2,99.0,13497122,West of Twin Peaks
