minimum_nights,review_scores_rating,id,neighbourhood_cleansed
30,100.0,19316721,Lakeshore
2,99.0,19328446,Pacific Heights
54,96.0,19329448,Pacific Heights
1,100.0,19331975,Ocean View
30,97.0,19332338,Nob Hill
4,100.0,19348868,Bayview
30,98.0,19363609,Outer Mission
30,98.0,19364007,Outer Mission
3,100.0,19365066,Outer Mission
1,93.0,19368789,Lakeshore
30,100.0,19388714,North Beach
2,100.0,19403989,Outer Sunset
2,98.0,19404355,Marina
2,99.0,19404978,Outer Sunset
2,99.0,19407065,Western Addition
4,97.0,19407153,Pacific Heights
2,99.0,19412179,Potrero Hill
1,99.0,19413966,Mission
30,97.0,19416317,Russian Hill
3,100.0,19416382,Bernal Heights
30,97.0,19416507,Outer Sunset
1,92.0,19417708,Lakeshore
30,100.0,19419133,Outer Sunset
30,97.0,19437156,Western Addition
3,99.0,19459929,Inner Richmond
30,100.0,19475051,Inner Richmond
2,92.0,19476963,Ocean View
1,98.0,19478755,Parkside
1,99.0,19491887,Visitacion Valley
1,99.0,19499099,Nob Hill
2,100.0,19504960,Mission
7,100.0,19506419,Pacific Heights
7,95.0,19527133,Mission
30,93.0,19546859,Bayview
4,98.0,19564659,Mission
2,98.0,19570849,West of Twin Peaks
30,98.0,19570882,Outer Mission
30,100.0,19572542,Lakeshore
30,77.0,19573415,South of Market
3,98.0,19588004,Outer Richmond
1,96.0,19596257,Downtown/Civic Center
30,60.0,19611889,Outer Sunset
30,100.0,19612051,Outer Sunset
30,96.0,19626323,Outer Sunset
1,97.0,19644702,Downtown/Civic Center
5,95.0,19658833,Inner Richmond
30,100.0,19659835,Castro/Upper Market
30,100.0,19680922,Chinatown
3,100.0,19694250,Western Addition
1,96.0,19704114,Bayview
1,100.0,19721174,Western Addition
3,100.0,19721472,Parkside
3,97.0,19721524,Bernal Heights
30,97.0,19745324,Seacliff
3,97.0,19753187,Castro/Upper Market
2,95.0,19780176,Chinatown
30,80.0,19782416,Financial District
1,97.0,19808052,Marina
30,92.0,19808652,Inner Richmond
31,98.0,19810694,Pacific Heights
30,75.0,19813532,Lakeshore
2,100.0,19813728,Haight Ashbury
2,95.0,19824550,Downtown/Civic Center
4,93.0,19827064,Chinatown
30,93.0,19827923,Downtown/Civic Center
30,75.0,19829202,Downtown/Civic Center
3,99.0,19830610,Potrero Hill
30,91.0,19844253,Excelsior
30,92.0,19849615,Lakeshore
2,95.0,19849866,Chinatown
2,94.0,19872447,Outer Mission
3,94.0,19877901,Crocker Amazon
30,89.0,19891811,Visitacion Valley
2,95.0,19892991,Twin Peaks
30,85.0,19894058,Visitacion Valley
30,80.0,19904931,Nob Hill
3,97.0,19907178,South of Market
30,100.0,19914814,Nob Hill
2,100.0,19922726,Castro/Upper Market
30,100.0,19924936,Inner Richmond
30,96.0,19933216,Mission
30,100.0,19934941,Nob Hill
5,100.0,19946179,Inner Sunset
31,100.0,19946354,Bernal Heights
2,91.0,19949380,Inner Richmond
1,99.0,19950230,Potrero Hill
1,94.0,19954872,Inner Richmond
2,100.0,19979690,Inner Richmond
30,93.0,20002089,Nob Hill
30,100.0,20002459,Nob Hill
30,93.0,20002651,Nob Hill
2,100.0,20024608,Chinatown
1,93.0,20059569,Inner Richmond
30,90.0,20070540,Glen Park
30,70.0,20072374,Mission
30,84.0,20074013,Russian Hill
30,100.0,20087573,Western Addition
30,97.0,20093004,Western Addition
30,100.0,20096735,Western Addition
30,90.0,20121178,Nob Hill
30,87.0,20121182,Nob Hill
30,87.0,20121980,Nob Hill
30,80.0,20121985,Nob Hill
3,98.0,20122070,Western Addition
3,99.0,20149972,South of Market
1,97.0,20154622,Excelsior
1,99.0,20155597,Pacific Heights
30,100.0,20155822,Nob Hill
30,97.0,20167050,Parkside
30,100.0,20167369,Financial District
1,99.0,20169868,Outer Sunset
30,90.0,20173537,Visitacion Valley
30,100.0,20194233,Noe Valley
2,99.0,20195883,Inner Richmond
1,98.0,20217846,South of Market
30,100.0,20230882,Chinatown
1,94.0,20256864,Outer Richmond
1,93.0,20257107,Outer Richmond
1,98.0,20257125,Parkside
1,94.0,20258481,Inner Sunset
2,99.0,20267540,Western Addition
2,98.0,20269012,Outer Sunset
4,100.0,20269251,Potrero Hill
2,94.0,20269328,Downtown/Civic Center
2,90.0,20279076,Chinatown
2,100.0,20281663,Seacliff
1,88.0,20286716,Parkside
30,100.0,20286823,Mission
1,92.0,20286868,Parkside
1,94.0,20287325,Haight Ashbury
2,91.0,20302991,Haight Ashbury
1,99.0,20305889,Bernal Heights
30,100.0,20311264,Mission
30,100.0,20321045,Nob Hill
2,100.0,20331337,Western Addition
4,96.0,20331804,Bernal Heights
30,90.0,20335923,Nob Hill
2,100.0,20361588,West of Twin Peaks
30,100.0,20361695,Marina
30,94.0,20364980,Bayview
30,86.0,20365435,Visitacion Valley
30,89.0,20365447,Bayview
30,99.0,20367610,Outer Sunset
30,98.0,20367796,Parkside
30,97.0,20367880,Parkside
30,96.0,20368086,Parkside
2,98.0,20386464,Noe Valley
1,95.0,20388193,Bayview
1,98.0,20393341,Castro/Upper Market
10,95.0,20397022,Marina
1,98.0,20399118,Lakeshore
1,95.0,20408154,Outer Sunset
30,100.0,20408951,Russian Hill
2,97.0,20424404,Bernal Heights
1,97.0,20424542,West of Twin Peaks
4,100.0,20424773,South of Market
4,98.0,20425693,Castro/Upper Market
2,97.0,20425974,Bayview
5,99.0,20426651,Mission
30,100.0,20426652,South of Market
1,93.0,20439767,Visitacion Valley
3,91.0,20440309,Glen Park
1,98.0,20444584,Lakeshore
6,99.0,20450156,South of Market
30,97.0,20460402,Excelsior
30,100.0,20473642,Parkside
1,95.0,20478011,Noe Valley
30,100.0,20488889,Bernal Heights
4,100.0,20500854,Glen Park
30,96.0,20501065,Mission
31,100.0,20501268,Castro/Upper Market
6,98.0,20505903,South of Market
30,87.0,20522974,Haight Ashbury
30,100.0,20541727,Castro/Upper Market
30,100.0,20542337,Castro/Upper Market
3,99.0,20543892,Outer Sunset
30,95.0,20563658,West of Twin Peaks
2,100.0,20573374,Mission
30,96.0,20575733,Outer Sunset
2,99.0,20591785,Nob Hill
1,96.0,20608059,Twin Peaks
30,60.0,20614522,Nob Hill
3,100.0,20620600,Castro/Upper Market
30,98.0,20635045,Castro/Upper Market
30,95.0,20635517,Noe Valley
30,100.0,20637303,Noe Valley
4,99.0,20641131,Bernal Heights
3,97.0,20649513,Potrero Hill
2,91.0,20652741,Bayview
1,98.0,20654216,Castro/Upper Market
30,97.0,20663782,Marina
30,95.0,20676931,Potrero Hill
2,91.0,20681294,West of Twin Peaks
2,99.0,20695687,Bernal Heights
30,97.0,20696391,Noe Valley
2,98.0,20696918,Crocker Amazon
30,40.0,20698881,Mission
30,100.0,20704455,South of Market
2,98.0,20712310,Visitacion Valley
2,98.0,20720492,Bernal Heights
30,100.0,20722412,South of Market
90,100.0,20725043,South of Market
2,98.0,20739989,Twin Peaks
30,98.0,20744113,Outer Richmond
30,91.0,20744996,Marina
1,100.0,20745195,Potrero Hill
30,100.0,20746223,Marina
5,97.0,20750046,Western Addition
2,95.0,20750111,Castro/Upper Market
1,97.0,20761833,Glen Park
1,99.0,20762414,West of Twin Peaks
2,96.0,20765941,Parkside
5,100.0,20768833,Inner Sunset
2,97.0,20772598,Outer Sunset
30,97.0,20776056,North Beach
2,99.0,20799337,Downtown/Civic Center
1,99.0,20803354,Mission
2,94.0,20805606,Mission
1,98.0,20813007,Bayview
2,97.0,20814139,Mission
1,93.0,20837529,Visitacion Valley
7,100.0,20847212,Haight Ashbury
1,91.0,20852099,Visitacion Valley
30,83.0,20852769,Nob Hill
30,98.0,20857268,Castro/Upper Market
30,85.0,20870768,Bayview
2,100.0,20873868,Haight Ashbury
2,90.0,20873957,South of Market
1,97.0,20885900,Downtown/Civic Center
2,94.0,20888699,Nob Hill
30,100.0,20899777,South of Market
1,100.0,20903277,Russian Hill
2,100.0,20905918,Mission
1,93.0,20906522,Inner Richmond
30,98.0,20931156,Inner Sunset
3,99.0,20933318,Russian Hill
30,93.0,20957462,Nob Hill
2,87.0,20957480,Outer Mission
2,98.0,20967325,Inner Richmond
3,99.0,20979534,Haight Ashbury
3,96.0,20981346,Glen Park
3,98.0,20983732,Excelsior
30,60.0,20990167,Marina
2,97.0,20994570,Outer Sunset
3,98.0,21000319,Mission
2,99.0,21005685,Visitacion Valley
2,96.0,21010862,South of Market
2,99.0,21011508,Outer Sunset
30,80.0,21011550,Presidio Heights
30,100.0,21024486,Western Addition
1,93.0,21026079,Haight Ashbury
1,95.0,21026891,Haight Ashbury
1,97.0,21026964,Haight Ashbury
30,100.0,21028058,Castro/Upper Market
3,97.0,21028247,West of Twin Peaks
30,92.0,21028485,Excelsior
1,98.0,21045694,Crocker Amazon
2,98.0,21047729,Mission
2,100.0,21054696,Castro/Upper Market
3,98.0,21057777,Bernal Heights
30,99.0,21057963,Castro/Upper Market
4,96.0,21058406,Western Addition
1,96.0,21068061,Visitacion Valley
2,96.0,21070256,West of Twin Peaks
3,100.0,21075660,Bernal Heights
3,100.0,21079302,Western Addition
30,100.0,21079469,Castro/Upper Market
1,98.0,21082676,Castro/Upper Market
2,95.0,21099478,Glen Park
30,93.0,21110366,Mission
21,100.0,21111066,Western Addition
1,99.0,21111630,Chinatown
2,100.0,21112601,Haight Ashbury
2,100.0,21113012,Potrero Hill
1,99.0,21113266,Outer Mission
2,99.0,21120542,Outer Mission
1,94.0,21122475,Downtown/Civic Center
2,95.0,21122731,Outer Mission
1,92.0,21123508,Downtown/Civic Center
3,98.0,21125429,Inner Richmond
1,99.0,21126147,Castro/Upper Market
30,100.0,21128620,South of Market
2,99.0,21136811,Inner Richmond
2,100.0,21136997,Noe Valley
3,100.0,21151791,Castro/Upper Market
2,98.0,21161595,Ocean View
4,100.0,21161939,Downtown/Civic Center
2,100.0,21163876,Western Addition
4,100.0,21165478,Western Addition
3,97.0,21170799,South of Market
1,100.0,21177034,Western Addition
4,100.0,21185602,Downtown/Civic Center
2,98.0,21186680,Western Addition
1,98.0,21187925,Bayview
2,98.0,21189031,Mission
1,100.0,21190709,Seacliff
2,97.0,21191232,Ocean View
30,90.0,21191422,Excelsior
1,99.0,21191909,Outer Mission
4,100.0,21192418,Potrero Hill
30,100.0,21202330,Marina
1,98.0,21203146,Outer Sunset
30,90.0,21204243,Haight Ashbury
1,98.0,21217809,Bernal Heights
30,93.0,21218347,Downtown/Civic Center
1,98.0,21219237,Outer Mission
1,95.0,21220773,Excelsior
30,80.0,21231393,Downtown/Civic Center
1,98.0,21231615,Outer Sunset
30,80.0,21232003,Downtown/Civic Center
4,100.0,21233359,Mission
2,99.0,21233544,Outer Sunset
30,96.0,21242955,Inner Sunset
1,97.0,21252479,Outer Richmond
30,100.0,21253864,Ocean View
3,100.0,21264703,Downtown/Civic Center
30,100.0,21267987,Castro/Upper Market
5,100.0,21276107,Bayview
2,100.0,21279801,Bernal Heights
1,99.0,21280829,South of Market
30,100.0,21281754,Castro/Upper Market
1,93.0,21281846,West of Twin Peaks
2,98.0,21282133,Mission
2,97.0,21282635,Bernal Heights
3,92.0,21291124,Glen Park
5,95.0,21291714,Bernal Heights
4,100.0,21292656,Potrero Hill
30,100.0,21292744,Castro/Upper Market
2,98.0,21294317,Mission
1,99.0,21295261,Parkside
4,100.0,21297037,Western Addition
30,100.0,21298312,Glen Park
2,97.0,21298993,Nob Hill
4,100.0,21306276,Mission
1,98.0,21307662,Outer Sunset
3,95.0,21309142,Castro/Upper Market
3,100.0,21310005,Mission
3,98.0,21312569,Bernal Heights
30,100.0,21313432,Mission
2,100.0,21313591,Outer Richmond
2,98.0,21322334,Excelsior
2,99.0,21327347,Outer Sunset
2,96.0,21327857,Potrero Hill
30,99.0,21327908,Western Addition
2,100.0,21345382,Noe Valley
30,100.0,21348008,Marina
30,100.0,21356103,Marina
4,100.0,21356783,Bernal Heights
3,98.0,21370662,Castro/Upper Market
30,100.0,21371744,South of Market
30,100.0,21377089,Haight Ashbury
30,100.0,21377843,North Beach
3,99.0,21378928,Western Addition
1,100.0,21382398,Inner Sunset
30,100.0,21382657,Haight Ashbury
1,97.0,21385697,Bayview
1,97.0,21389519,Outer Mission
3,89.0,21396964,Ocean View
30,97.0,21397422,Castro/Upper Market
30,95.0,21397854,Mission
30,100.0,21398361,South of Market
2,98.0,21398528,Glen Park
3,100.0,21399171,Noe Valley
30,90.0,21413104,Downtown/Civic Center
2,98.0,21425660,Visitacion Valley
30,96.0,21440528,Bernal Heights
30,100.0,21448156,Western Addition
1,92.0,21449226,Haight Ashbury
4,100.0,21457958,West of Twin Peaks
1,96.0,21458837,Russian Hill
1,99.0,21459964,North Beach
1,98.0,21461483,Bernal Heights
30,100.0,21464833,Haight Ashbury
4,100.0,21472950,South of Market
30,73.0,21475672,Mission
4,99.0,21476067,Mission
2,98.0,21478651,Noe Valley
5,99.0,21484566,Bernal Heights
2,100.0,21485825,Twin Peaks
2,93.0,21486593,Visitacion Valley
30,20.0,21488120,Western Addition
2,95.0,21489166,Outer Mission
30,80.0,21490551,Nob Hill
30,100.0,21502035,Presidio Heights
30,96.0,21526852,Mission
2,98.0,21529297,Western Addition
2,98.0,21530578,Western Addition
5,97.0,21539315,Haight Ashbury
6,100.0,21547967,Bernal Heights
1,95.0,21550910,South of Market
30,100.0,21552181,Glen Park
30,100.0,21553107,Russian Hill
1,95.0,21555212,Haight Ashbury
2,97.0,21558062,Inner Sunset
7,100.0,21561809,Outer Mission
1,97.0,21578559,Downtown/Civic Center
1,94.0,21579309,Downtown/Civic Center
30,100.0,21581684,Chinatown
1,98.0,21581753,South of Market
1,96.0,21583195,Downtown/Civic Center
1,95.0,21584555,Western Addition
2,98.0,21588941,Bernal Heights
2,95.0,21591469,Outer Sunset
32,100.0,21592081,Inner Sunset
2,96.0,21594483,Outer Sunset
2,96.0,21596397,Potrero Hill
5,97.0,21597324,Outer Mission
30,100.0,21597747,Nob Hill
30,99.0,21612268,Western Addition
30,98.0,21612906,Mission
2,97.0,21619241,South of Market
2,96.0,21620847,South of Market
1,97.0,21623314,South of Market
30,60.0,21623317,Downtown/Civic Center
3,98.0,21625713,Lakeshore
2,100.0,21629749,Ocean View
1,93.0,21632344,Visitacion Valley
30,87.0,21632686,Downtown/Civic Center
2,95.0,21634930,Western Addition
30,100.0,21635395,Nob Hill
5,97.0,21636740,Inner Sunset
2,97.0,21644424,Nob Hill
2,97.0,21645603,Mission
30,100.0,21646993,Castro/Upper Market
3,98.0,21648122,Glen Park
3,98.0,21648377,Excelsior
2,99.0,21648525,Haight Ashbury
30,70.0,21648684,Bayview
30,100.0,21648804,Marina
2,97.0,21650740,Parkside
1,85.0,21665665,Bayview
30,95.0,21674820,Mission
1,98.0,21679018,Bernal Heights
4,100.0,21679288,Chinatown
3,99.0,21681278,Ocean View
30,80.0,21682128,Downtown/Civic Center
2,100.0,21684684,Inner Sunset
1,93.0,21693492,Bayview
30,99.0,21694548,Inner Sunset
3,100.0,21694775,Bernal Heights
3,91.0,21699731,Castro/Upper Market
1,98.0,21710124,Bayview
2,93.0,21727562,Outer Richmond
30,80.0,21728615,Downtown/Civic Center
2,88.0,21729398,Outer Richmond
2,90.0,21730409,Outer Richmond
2,88.0,21730505,Outer Richmond
2,91.0,21730649,Outer Richmond
2,75.0,21731528,Outer Mission
30,95.0,21735431,Nob Hill
30,80.0,21735502,Potrero Hill
30,100.0,21737296,Mission
30,80.0,21739662,Downtown/Civic Center
30,100.0,21739935,Downtown/Civic Center
1,98.0,21745759,Outer Sunset
1,99.0,21745893,Outer Sunset
4,85.0,21763555,Nob Hill
2,99.0,21766603,Outer Richmond
1,98.0,21766847,Castro/Upper Market
30,90.0,21773131,Mission
30,100.0,21783775,Mission
30,100.0,21783949,Mission
32,70.0,21784407,Downtown/Civic Center
32,98.0,21785138,Downtown/Civic Center
32,91.0,21785328,Downtown/Civic Center
30,93.0,21786174,Downtown/Civic Center
30,100.0,21786546,Outer Richmond
1,94.0,21790140,Downtown/Civic Center
1,94.0,21790309,Nob Hill
30,100.0,21796486,Mission
31,99.0,21799501,Lakeshore
2,100.0,21799941,Western Addition
30,100.0,21804276,Excelsior
3,93.0,21812815,Outer Richmond
30,94.0,21813189,Marina
1,100.0,21817055,Inner Sunset
30,100.0,21827805,Financial District
30,94.0,21836601,Castro/Upper Market
1,92.0,21837830,Inner Sunset
1,99.0,21847778,Mission
1,98.0,21862244,Bayview
2,97.0,21863110,Bernal Heights
3,100.0,21866860,Mission
30,100.0,21868817,Marina
30,100.0,21878322,Castro/Upper Market
30,100.0,21880287,Mission
2,95.0,21880724,Noe Valley
30,100.0,21885572,Outer Mission
2,100.0,21897971,Mission
6,96.0,21909473,Mission
2,100.0,21909816,Castro/Upper Market
1,100.0,21911065,Twin Peaks
1,99.0,21919621,Downtown/Civic Center
2,97.0,21923195,Noe Valley
30,100.0,21924375,Castro/Upper Market
30,100.0,21928146,Western Addition
1,99.0,21928413,South of Market
2,99.0,21935870,North Beach
1,98.0,21964157,Bayview
2,99.0,21966135,South of Market
3,93.0,21966629,Noe Valley
2,94.0,21974808,Nob Hill
30,98.0,21975025,Pacific Heights
30,99.0,21979517,Castro/Upper Market
90,80.0,21981639,Outer Sunset
3,97.0,21985129,Excelsior
2,95.0,21997273,West of Twin Peaks
4,94.0,21999656,Visitacion Valley
30,70.0,22001836,Russian Hill
30,88.0,22002809,Ocean View
2,98.0,22003066,South of Market
3,99.0,22011446,Downtown/Civic Center
4,100.0,22015376,Castro/Upper Market
30,96.0,22015435,Western Addition
30,97.0,22016476,Mission
30,70.0,22016717,Mission
30,100.0,22022641,Noe Valley
30,80.0,22032808,Pacific Heights
30,100.0,22033453,Noe Valley
3,100.0,22034753,South of Market
30,80.0,22047367,Downtown/Civic Center
30,60.0,22048292,Downtown/Civic Center
1,73.0,22066724,Mission
30,80.0,22080836,Inner Sunset
30,95.0,22104228,Downtown/Civic Center
30,93.0,22104756,Nob Hill
2,95.0,22110217,Bayview
30,95.0,22123424,South of Market
2,98.0,22140977,Inner Sunset
4,98.0,22147017,Haight Ashbury
30,100.0,22147765,Nob Hill
30,90.0,22148198,North Beach
30,100.0,22149270,Chinatown
2,87.0,22163431,Mission
30,100.0,22171639,Russian Hill
3,94.0,22175258,Bernal Heights
5,100.0,22178186,Bernal Heights
60,100.0,22189205,Haight Ashbury
30,99.0,22190418,Outer Mission
10,100.0,22191252,Mission
4,100.0,22191539,Outer Sunset
30,100.0,22193833,Haight Ashbury
7,100.0,22206596,Potrero Hill
3,99.0,22207774,Downtown/Civic Center
3,100.0,22208070,Downtown/Civic Center
3,98.0,22208187,Downtown/Civic Center
1,98.0,22214202,Bernal Heights
1,98.0,22226218,Bernal Heights
2,97.0,22227463,South of Market
2,98.0,22229654,Outer Sunset
3,100.0,22230201,Noe Valley
30,100.0,22232165,Noe Valley
30,99.0,22245431,Potrero Hill
30,40.0,22263518,Haight Ashbury
30,100.0,22265031,Inner Sunset
4,97.0,22268114,Potrero Hill
2,98.0,22277743,Nob Hill
2,100.0,22296755,Western Addition
30,85.0,22296862,Visitacion Valley
30,100.0,22306054,Haight Ashbury
30,99.0,22309220,Western Addition
1,96.0,22310307,Haight Ashbury
2,100.0,22323114,Downtown/Civic Center
30,95.0,22325200,Parkside
2,96.0,22325337,Bernal Heights
3,99.0,22328157,Castro/Upper Market
1,99.0,22340219,Pacific Heights
30,80.0,22355943,Nob Hill
30,78.0,22373160,Haight Ashbury
3,100.0,22375226,Castro/Upper Market
3,99.0,22378055,Potrero Hill
30,100.0,22378695,Russian Hill
3,95.0,22388111,Bernal Heights
30,100.0,22388131,Bayview
30,100.0,22396454,Downtown/Civic Center
3,95.0,22396902,Castro/Upper Market
30,95.0,22402266,Parkside
30,95.0,22403752,Inner Richmond
30,88.0,22410367,Western Addition
30,60.0,22410401,Russian Hill
3,96.0,22430481,Outer Sunset
2,100.0,22433252,Inner Richmond
5,97.0,22468462,Outer Mission
2,97.0,22469468,Visitacion Valley
2,99.0,22487945,Outer Sunset
6,99.0,22495406,Castro/Upper Market
30,100.0,22504534,Nob Hill
2,99.0,22505200,Financial District
2,98.0,22512581,Western Addition
1,92.0,22516793,South of Market
30,97.0,22525784,Outer Mission
2,97.0,22532009,Twin Peaks
30,80.0,22534933,Russian Hill
1,93.0,22536998,Inner Sunset
30,100.0,22546291,Outer Mission
1,100.0,22548614,Castro/Upper Market
30,100.0,22551985,Mission
2,100.0,22553944,Castro/Upper Market
2,98.0,22554459,Inner Sunset
3,100.0,22555972,Western Addition
30,67.0,22557170,Nob Hill
1,98.0,22563498,Pacific Heights
65,100.0,22565419,South of Market
30,60.0,22567198,Marina
31,100.0,22568068,Visitacion Valley
2,100.0,22568473,Western Addition
1,100.0,22569379,South of Market
30,85.0,22577863,Inner Sunset
1,95.0,22584903,West of Twin Peaks
1,92.0,22586319,Visitacion Valley
2,100.0,22587418,Inner Richmond
30,100.0,22592721,Inner Sunset
30,100.0,22597536,Downtown/Civic Center
30,98.0,22601496,Outer Richmond
2,97.0,22603366,Bayview
2,100.0,22608611,Noe Valley
30,90.0,22609372,Haight Ashbury
30,100.0,22615137,Western Addition
1,97.0,22619139,Outer Mission
3,100.0,22636987,Castro/Upper Market
2,98.0,22638675,Visitacion Valley
30,100.0,22640273,Noe Valley
30,100.0,22653093,Downtown/Civic Center
30,93.0,22655239,Mission
30,70.0,22656065,Downtown/Civic Center
30,93.0,22662336,Inner Sunset
3,96.0,22665446,Bernal Heights
30,80.0,22668601,Mission
30,100.0,22668931,Mission
30,90.0,22669291,Mission
30,100.0,22669703,South of Market
30,100.0,22671524,Chinatown
1,93.0,22671938,South of Market
30,85.0,22676805,Haight Ashbury
3,98.0,22690547,Parkside
30,20.0,22690820,Downtown/Civic Center
30,91.0,22693162,Bayview
30,94.0,22693303,Bayview
30,91.0,22693396,Bayview
30,100.0,22702846,Downtown/Civic Center
30,80.0,22704895,Outer Mission
3,99.0,22705767,Mission
30,93.0,22706387,Bernal Heights
30,95.0,22715454,Outer Sunset
3,98.0,22718099,Outer Sunset
30,87.0,22737945,Russian Hill
30,100.0,22738026,Russian Hill
30,100.0,22748621,Western Addition
3,80.0,22752011,Mission
1,96.0,22754156,Potrero Hill
3,96.0,22754295,Western Addition
1,95.0,22760692,Parkside
3,99.0,22764131,Castro/Upper Market
30,100.0,22768632,Haight Ashbury
2,100.0,22774093,Downtown/Civic Center
3,100.0,22776071,South of Market
30,100.0,22778447,Mission
30,100.0,22792806,Pacific Heights
30,70.0,22793232,North Beach
2,100.0,22795431,Noe Valley
30,100.0,22800066,Castro/Upper Market
2,99.0,22812395,Ocean View
2,99.0,22814781,Noe Valley
30,65.0,22817022,Western Addition
2,100.0,22826843,Inner Richmond
30,99.0,22827448,Western Addition
31,86.0,22829352,Mission
30,90.0,22831677,Potrero Hill
2,99.0,22846194,Mission
2,93.0,22852845,Western Addition
30,100.0,22866082,Western Addition
30,100.0,22866228,Western Addition
4,100.0,22869439,Inner Sunset
30,100.0,22886185,Western Addition
5,100.0,22887918,Inner Richmond
30,100.0,22903941,Nob Hill
30,100.0,22906854,Mission
30,100.0,22908548,Mission
2,95.0,22943630,South of Market
30,93.0,22944965,Haight Ashbury
3,100.0,22946806,Haight Ashbury
30,98.0,22946959,Haight Ashbury
3,100.0,22955166,Haight Ashbury
2,98.0,22968438,Outer Sunset
30,97.0,22970151,Russian Hill
30,91.0,22970266,Inner Sunset
3,100.0,22972614,Noe Valley
1,100.0,22980508,West of Twin Peaks
30,100.0,22981152,Bernal Heights
2,98.0,22986895,South of Market
30,88.0,22989582,Outer Sunset
1,100.0,22998690,Mission
30,90.0,23004482,Pacific Heights
30,80.0,23004848,Downtown/Civic Center
1,93.0,23004935,Haight Ashbury
3,100.0,23018782,Potrero Hill
1,93.0,23020140,Downtown/Civic Center
30,80.0,23022998,Mission
1,97.0,23025299,Outer Mission
1,99.0,23044309,Castro/Upper Market
1,98.0,23054267,South of Market
30,80.0,23073700,Nob Hill
2,100.0,23087617,Castro/Upper Market
1,97.0,23095049,Castro/Upper Market
2,97.0,23106047,Noe Valley
30,96.0,23106655,Potrero Hill
5,98.0,23111807,Outer Mission
1,98.0,23121061,Castro/Upper Market
30,100.0,23122715,Downtown/Civic Center
1,96.0,23147212,Outer Richmond
2,99.0,23147806,Noe Valley
5,99.0,23150717,Castro/Upper Market
30,100.0,23150862,Outer Richmond
1,95.0,23163677,Downtown/Civic Center
4,100.0,23165203,Pacific Heights
1,92.0,23171836,Outer Mission
1,98.0,23173614,Mission
1,98.0,23179561,Downtown/Civic Center
2,100.0,23181448,Outer Richmond
30,80.0,23184048,Downtown/Civic Center
2,97.0,23185870,Bernal Heights
30,100.0,23204343,Inner Sunset
30,95.0,23205030,Bayview
3,96.0,23209264,Bayview
30,100.0,23215410,Inner Sunset
1,98.0,23217998,Castro/Upper Market
31,100.0,23218751,Mission
30,100.0,23222043,Western Addition
1,99.0,23223838,Excelsior
3,98.0,23230950,Haight Ashbury
3,100.0,23235919,Glen Park
1,97.0,23240184,Outer Mission
3,95.0,23255383,Noe Valley
1,100.0,23257392,Mission
1,89.0,23258326,South of Market
1,80.0,23269859,Downtown/Civic Center
1,80.0,23271377,Downtown/Civic Center
1,70.0,23271459,Downtown/Civic Center
1,87.0,23271549,Downtown/Civic Center
1,70.0,23271623,Downtown/Civic Center
1,100.0,23271702,Downtown/Civic Center
1,80.0,23271772,Downtown/Civic Center
1,93.0,23271975,Downtown/Civic Center
30,90.0,23288262,Castro/Upper Market
1,80.0,23292785,Downtown/Civic Center
1,93.0,23292883,Downtown/Civic Center
1,80.0,23292919,Downtown/Civic Center
1,60.0,23293005,Downtown/Civic Center
1,88.0,23293057,Downtown/Civic Center
1,87.0,23293099,Downtown/Civic Center
1,80.0,23293404,Downtown/Civic Center
30,90.0,23293773,South of Market
30,100.0,23294064,Castro/Upper Market
5,99.0,23303083,Castro/Upper Market
1,91.0,23312390,Downtown/Civic Center
1,87.0,23312525,Downtown/Civic Center
1,85.0,23312644,Downtown/Civic Center
1,87.0,23312824,Downtown/Civic Center
1,80.0,23312854,Downtown/Civic Center
1,80.0,23312910,Downtown/Civic Center
1,90.0,23313045,Downtown/Civic Center
1,90.0,23313157,Downtown/Civic Center
1,100.0,23313200,Downtown/Civic Center
1,87.0,23313242,Downtown/Civic Center
30,86.0,23313532,Crocker Amazon
30,98.0,23314035,Crocker Amazon
30,97.0,23314308,Crocker Amazon
30,60.0,23326108,Downtown/Civic Center
2,99.0,23326161,Russian Hill
30,90.0,23326739,Downtown/Civic Center
60,100.0,23340064,Noe Valley
2,99.0,23340714,Bernal Heights
30,100.0,23343999,West of Twin Peaks
2,97.0,23352511,Mission
1,98.0,23353650,Mission
30,97.0,23353721,Castro/Upper Market
3,99.0,23354077,Castro/Upper Market
4,100.0,23358468,Potrero Hill
30,100.0,23359001,Nob Hill
2,97.0,23359552,Noe Valley
2,94.0,23371451,Outer Sunset
4,100.0,23411237,Glen Park
30,100.0,23419962,Inner Richmond
30,96.0,23421931,Mission
31,100.0,23431731,Outer Sunset
2,100.0,23433090,Potrero Hill
31,100.0,23437582,Castro/Upper Market
2,88.0,23449023,Inner Sunset
3,90.0,23452479,Outer Richmond
30,100.0,23453660,Nob Hill
2,94.0,23453808,Inner Richmond
3,100.0,23466551,Haight Ashbury
3,100.0,23470922,Excelsior
30,99.0,23474087,Inner Sunset
30,98.0,23476220,Haight Ashbury
3,96.0,23479779,Haight Ashbury
30,100.0,23480149,South of Market
30,94.0,23504233,Haight Ashbury
1,86.0,23521230,Bayview
1,94.0,23521739,Bayview
1,96.0,23522824,Bayview
2,98.0,23522934,Mission
30,100.0,23524100,South of Market
30,100.0,23524153,South of Market
30,100.0,23524176,South of Market
