reviews_per_month,review_scores_rating,id
0.27,84.0,3944915
4.54,97.0,3946571
0.52,97.0,3962831
1.06,97.0,3994686
4.97,97.0,4013746
0.02,100.0,4014209
0.03,60.0,4015985
1.31,91.0,4022209
4.41,90.0,4022990
0.08,92.0,4023249
0.48,91.0,4023585
0.16,98.0,4024236
4.89,92.0,4026354
0.39,100.0,4033038
0.05,100.0,4037590
2.9,99.0,4052091
3.68,89.0,4059549
6.88,97.0,4069838
1.47,99.0,4069917
0.21,98.0,4074316
1.62,98.0,4075971
2.61,94.0,4077186
0.05,100.0,4093013
3.25,99.0,4093807
4.49,98.0,4093967
1.25,98.0,4097700
0.99,95.0,4100473
4.53,97.0,4104344
3.02,98.0,4105892
3.39,98.0,4105958
2.4,94.0,4106442
1.94,91.0,4110344
1.62,94.0,4121114
1.95,96.0,4121691
1.05,99.0,4122671
2.9,98.0,4135201
0.14,89.0,4145563
0.36,99.0,4157192
0.71,97.0,4157431
0.36,100.0,4175174
1.08,96.0,4175303
0.25,100.0,4183088
3.07,99.0,4184406
1.59,94.0,4191242
0.38,98.0,4199015
1.86,96.0,4215907
4.23,95.0,4227441
0.28,95.0,4242823
0.85,99.0,4243837
1.05,100.0,4250927
6.71,99.0,4252808
3.3,97.0,4257302
0.73,87.0,4259418
5.21,98.0,4269254
0.31,100.0,4277696
0.72,92.0,4280408
4.87,94.0,4287481
2.92,99.0,4305042
0.08,100.0,4319230
1.23,99.0,4321720
0.53,98.0,4330861
0.35,100.0,4358868
4.5,91.0,4359078
0.59,97.0,4359626
6.22,99.0,4365969
0.63,94.0,4372435
9.48,99.0,4387067
0.04,100.0,4392441
3.4,99.0,4402199
0.24,89.0,4416566
2.28,91.0,4417901
3.94,98.0,4418649
0.25,100.0,4422501
1.28,99.0,4429475
1.57,97.0,4429527
1.46,93.0,4430996
9.29,99.0,4439461
0.73,98.0,4445540
0.87,90.0,4446003
0.36,87.0,4461197
1.51,93.0,4462326
0.87,92.0,4463165
0.88,94.0,4463263
4.94,92.0,4464347
1.28,96.0,4470873
0.2,95.0,4471474
0.62,88.0,4476390
0.13,100.0,4483550
0.73,96.0,4493744
0.49,92.0,4500244
2.56,88.0,4510968
1.98,97.0,4517932
4.79,94.0,4518031
4.16,94.0,4519757
4.15,94.0,4519780
5.68,95.0,4526608
1.2,98.0,4527553
0.16,100.0,4531215
2.69,99.0,4532551
2.22,99.0,4533440
2.27,98.0,4533652
0.3,98.0,4549330
0.76,97.0,4549485
0.2,97.0,4550843
5.69,99.0,4558898
0.12,97.0,4575906
0.08,85.0,4576349
3.99,95.0,4577224
0.26,100.0,4597675
0.49,99.0,4603953
3.07,98.0,4607177
0.31,98.0,4607282
5.68,99.0,4614763
0.25,93.0,4616040
1.66,97.0,4616596
6.04,98.0,4617719
0.21,93.0,4621762
0.61,98.0,4624467
2.53,87.0,4631873
1.71,91.0,4632133
0.1,100.0,4638176
0.57,99.0,4638266
1.6,88.0,4638678
1.55,97.0,4639434
1.92,97.0,4650391
0.17,96.0,4653332
2.25,98.0,4654218
1.5,93.0,4654737
5.67,96.0,4663060
0.29,98.0,4663132
0.32,85.0,4668872
4.0,93.0,4670847
0.07,100.0,4677343
0.27,100.0,4678599
4.32,97.0,4695477
0.82,99.0,4701489
3.69,98.0,4710280
5.92,99.0,4718531
5.68,94.0,4718629
0.16,93.0,4718898
0.2,100.0,4719139
4.0,95.0,4720512
1.45,88.0,4728615
0.84,97.0,4748287
0.19,95.0,4760192
0.42,98.0,4773944
2.74,97.0,4774742
4.85,90.0,4782281
0.52,98.0,4794816
0.48,99.0,4807817
0.1,100.0,4825026
0.95,98.0,4825217
0.7,100.0,4832436
3.95,99.0,4833101
1.0,100.0,4838843
3.66,98.0,4841027
0.5,90.0,4855194
0.6,96.0,4855686
0.04,100.0,4856290
0.07,100.0,4863182
0.05,90.0,4867594
0.38,98.0,4875549
0.62,91.0,4880695
0.11,93.0,4880988
4.3,98.0,4882295
1.09,95.0,4887475
1.02,91.0,4887587
1.52,96.0,4888308
3.79,94.0,4890230
2.99,88.0,4892016
2.47,93.0,4896087
2.96,95.0,4897143
0.48,97.0,4897595
6.09,90.0,4902063
3.42,94.0,4902365
4.3,95.0,4902444
6.64,90.0,4902565
5.51,91.0,4902729
8.39,90.0,4902855
7.21,89.0,4902907
0.74,95.0,4907924
6.39,91.0,4909117
4.92,97.0,4936887
6.41,93.0,4948327
7.3,91.0,4948340
0.8,96.0,4949779
4.12,92.0,4956697
4.11,99.0,4957143
5.29,92.0,4959980
0.85,95.0,4962043
1.55,92.0,4965866
0.22,97.0,4966389
2.0,100.0,4987668
1.0,98.0,4993804
7.84,90.0,5007358
9.75,99.0,5013816
0.52,96.0,5019863
0.11,87.0,5025420
1.65,89.0,5027016
1.37,99.0,5031525
0.3,95.0,5031660
0.14,89.0,5039206
2.23,95.0,5045601
3.6,100.0,5068486
0.94,92.0,5070945
0.97,90.0,5070973
0.08,90.0,5076251
0.12,100.0,5086367
3.69,98.0,5094146
0.14,100.0,5114942
2.75,95.0,5117701
1.03,99.0,5126076
5.91,98.0,5144482
2.0,99.0,5151423
1.62,99.0,5154227
1.48,83.0,5154242
2.43,98.0,5154367
2.05,94.0,5162669
0.79,100.0,5172959
1.81,95.0,5173043
3.13,98.0,5174935
0.43,96.0,5194736
0.44,85.0,5195922
0.43,90.0,5196070
0.78,91.0,5196116
0.26,99.0,5196142
0.96,90.0,5196233
4.33,96.0,5196399
0.05,100.0,5212418
0.1,100.0,5212469
1.51,93.0,5217164
1.53,96.0,5222044
2.62,98.0,5242394
0.04,100.0,5253001
3.02,96.0,5253439
3.29,93.0,5272750
0.71,98.0,5286047
0.1,30.0,5286782
4.37,97.0,5299461
2.79,93.0,5299538
0.35,98.0,5309546
0.37,98.0,5317789
1.97,97.0,5319588
0.49,95.0,5320351
1.31,99.0,5325355
0.1,100.0,5327231
2.6,99.0,5345792
0.39,92.0,5376278
2.41,95.0,5394755
0.12,100.0,5405637
0.35,97.0,5406893
2.99,94.0,5413930
0.33,100.0,5433133
0.11,100.0,5443493
1.25,97.0,5468835
3.8,90.0,5480795
1.38,94.0,5500218
1.28,99.0,5505643
2.44,98.0,5536512
0.46,100.0,5537718
5.54,98.0,5547500
6.88,98.0,5548977
0.31,100.0,5557316
0.33,97.0,5558933
1.11,98.0,5559608
5.28,98.0,5572169
2.18,97.0,5577516
2.73,95.0,5581254
1.45,97.0,5591544
0.12,87.0,5592637
0.11,100.0,5592675
0.04,100.0,5592754
0.14,96.0,5615061
3.28,98.0,5616609
1.34,98.0,5617847
1.32,99.0,5631995
2.14,97.0,5632275
5.86,96.0,5632452
0.04,80.0,5632672
0.26,97.0,5666413
0.19,91.0,5666454
4.67,94.0,5696895
0.71,90.0,5697110
2.04,94.0,5749181
2.41,97.0,5749839
0.22,100.0,5774490
5.31,87.0,5785978
0.87,97.0,5788099
1.08,88.0,5804060
0.06,93.0,5811756
0.25,92.0,5821220
3.51,99.0,5849626
3.84,95.0,5852066
1.11,98.0,5853587
0.05,100.0,5858973
0.51,97.0,5861266
2.91,99.0,5863674
0.11,90.0,5871250
0.57,100.0,5882524
2.65,97.0,5884735
0.16,100.0,5891594
4.06,95.0,5904304
1.75,98.0,5904305
0.59,97.0,5905163
0.38,95.0,5905530
1.87,95.0,5918090
0.04,90.0,5918432
2.29,99.0,5919500
0.34,99.0,5932678
0.23,100.0,5933430
2.58,98.0,5944921
0.11,100.0,5944989
0.04,100.0,5945396
0.54,99.0,5945605
0.04,100.0,5945812
0.27,97.0,5970639
0.27,99.0,5980039
0.09,100.0,5990171
3.47,94.0,5998790
0.43,100.0,6006021
6.31,99.0,6006768
0.13,97.0,6007925
2.84,95.0,6015077
0.11,83.0,6016647
0.13,100.0,6020579
0.42,99.0,6042966
1.44,97.0,6045869
0.02,100.0,6072316
1.76,98.0,6072767
5.8,95.0,6074750
3.17,97.0,6080799
0.14,91.0,6091945
6.17,99.0,6092049
10.13,98.0,6092596
0.79,97.0,6103791
3.97,86.0,6107258
4.08,98.0,6107359
0.21,100.0,6108439
2.74,97.0,6117147
0.23,97.0,6119086
2.82,99.0,6119683
6.36,97.0,6120540
0.6,98.0,6132191
2.46,94.0,6145605
1.53,98.0,6156195
0.17,95.0,6168622
3.48,85.0,6169292
0.02,100.0,6181182
0.28,96.0,6195258
0.24,97.0,6214853
0.46,98.0,6224858
1.67,100.0,6238514
2.21,98.0,6245649
1.01,95.0,6257770
0.31,100.0,6261638
1.38,95.0,6272183
3.2,96.0,6272816
1.2,94.0,6273036
0.2,97.0,6275722
0.39,100.0,6301675
0.89,97.0,6316753
0.15,100.0,6324586
2.3,99.0,6326133
0.25,97.0,6329340
0.68,97.0,6329731
6.88,95.0,6331695
1.87,97.0,6335352
2.13,99.0,6336315
0.04,60.0,6338562
0.15,98.0,6344096
2.05,97.0,6344500
1.0,100.0,6348293
1.6,98.0,6348742
1.88,93.0,6360976
0.18,100.0,6364873
1.97,96.0,6365190
1.91,99.0,6365956
0.09,92.0,6373849
1.36,97.0,6374167
0.49,98.0,6376338
2.11,94.0,6378495
0.34,100.0,6387526
2.78,97.0,6402782
1.67,99.0,6415052
5.8,99.0,6423158
4.41,98.0,6430646
2.29,88.0,6437010
0.37,87.0,6448545
1.24,97.0,6453006
0.86,97.0,6453774
0.87,100.0,6464280
0.15,91.0,6481492
6.08,97.0,6494663
4.3,99.0,6505426
0.66,98.0,6512986
1.57,98.0,6514826
0.09,100.0,6516295
0.1,100.0,6522477
1.83,100.0,6523507
0.03,80.0,6526129
0.04,100.0,6526344
2.53,97.0,6529234
2.16,99.0,6543813
0.38,97.0,6544530
5.8,97.0,6557736
3.39,100.0,6560870
0.04,100.0,6587558
0.07,100.0,6591087
0.11,97.0,6591405
4.65,100.0,6600081
0.35,73.0,6601749
0.6,98.0,6604564
2.24,99.0,6604799
0.52,96.0,6627450
4.09,95.0,6628985
3.63,96.0,6629798
2.7,100.0,6643496
0.91,94.0,6648062
0.18,96.0,6649234
1.19,94.0,6653474
2.49,84.0,6662128
2.34,87.0,6662231
0.31,100.0,6684182
2.48,97.0,6688004
0.13,100.0,6691495
0.05,100.0,6701045
0.19,98.0,6713990
0.76,97.0,6715383
2.09,96.0,6716133
0.58,96.0,6727254
1.38,91.0,6730473
1.0,99.0,6747672
0.92,99.0,6748645
3.64,94.0,6749412
0.32,98.0,6782479
1.1,99.0,6793767
0.15,100.0,6796392
0.17,96.0,6800168
0.94,97.0,6822070
0.87,98.0,6822748
0.27,100.0,6835302
0.02,100.0,6835462
0.28,99.0,6836411
4.68,93.0,6836785
0.33,94.0,6836928
0.18,100.0,6864929
0.23,100.0,6870420
0.24,100.0,6878780
0.6,98.0,6883183
0.06,100.0,6886839
0.11,100.0,6887043
1.33,98.0,6887081
0.04,60.0,6898334
1.82,98.0,6911587
1.77,98.0,6913294
0.91,97.0,6915497
0.54,97.0,6922612
1.02,99.0,6926901
0.29,94.0,6934867
1.48,96.0,6934874
1.17,98.0,6936417
2.15,94.0,6938818
0.11,97.0,6940354
0.21,84.0,6940448
0.21,80.0,6955678
2.02,96.0,6957662
4.25,98.0,6968158
2.51,98.0,6970746
0.32,99.0,6973383
0.29,96.0,6973631
2.66,96.0,6985131
4.28,99.0,6993593
0.77,96.0,7004802
0.27,99.0,7007759
2.52,97.0,7009654
0.51,99.0,7009791
2.7,99.0,7009809
0.23,97.0,7012313
1.98,96.0,7020637
2.76,99.0,7022309
6.47,99.0,7026287
0.71,98.0,7027139
1.44,98.0,7028127
1.16,100.0,7034114
1.82,99.0,7035672
0.22,95.0,7038488
1.92,93.0,7054235
0.76,97.0,7065335
0.38,98.0,7065694
2.86,95.0,7067087
4.23,95.0,7067681
3.61,98.0,7068804
0.11,100.0,7072662
4.26,99.0,7073115
3.31,99.0,7086626
0.04,100.0,7093018
0.13,100.0,7111861
0.35,95.0,7140740
1.7,86.0,7143032
0.08,93.0,7146663
0.31,99.0,7162627
6.23,97.0,7178670
4.27,100.0,7180020
3.55,91.0,7181279
0.45,95.0,7181655
3.74,99.0,7182761
1.64,94.0,7196412
0.64,98.0,7202063
0.34,99.0,7204761
3.1,98.0,7217193
1.95,91.0,7220035
5.98,96.0,7222704
3.69,95.0,7226841
0.48,97.0,7227605
0.34,99.0,7227910
0.22,98.0,7228563
3.72,97.0,7247351
1.78,89.0,7247746
1.16,92.0,7259606
1.82,92.0,7259880
3.52,99.0,7275084
0.81,94.0,7281346
4.52,98.0,7290262
1.86,96.0,7292878
0.25,100.0,7302136
0.36,96.0,7309811
2.86,97.0,7309852
0.06,60.0,7323097
5.86,100.0,7327920
5.78,97.0,7331464
0.15,95.0,7340055
1.79,93.0,7341076
0.99,100.0,7342996
1.79,97.0,7343245
2.87,96.0,7343277
3.85,96.0,7344289
0.86,100.0,7345170
0.59,98.0,7345468
5.15,99.0,7348398
1.73,95.0,7360699
1.99,89.0,7367530
0.12,93.0,7367786
1.06,96.0,7386838
2.71,97.0,7389541
0.28,88.0,7393518
0.28,90.0,7402986
1.15,96.0,7404181
2.43,93.0,7421008
2.85,97.0,7437925
0.42,97.0,7439398
1.9,100.0,7459197
0.24,100.0,7459988
6.3,96.0,7478631
3.85,99.0,7483031
0.04,100.0,7493513
0.44,96.0,7493861
0.13,100.0,7499793
4.3,98.0,7514742
0.3,100.0,7544803
3.34,98.0,7547105
1.73,89.0,7548762
0.99,98.0,7549488
1.36,98.0,7558236
1.3,96.0,7562249
0.3,100.0,7562547
1.01,98.0,7596529
3.47,99.0,7612118
0.16,93.0,7618503
0.18,100.0,7618833
0.54,94.0,7637533
3.8,96.0,7663003
0.45,99.0,7665362
0.08,67.0,7666482
0.51,99.0,7676566
0.84,100.0,7680348
0.21,96.0,7681228
1.31,99.0,7689528
0.35,100.0,7695697
0.13,93.0,7696468
2.27,98.0,7697503
0.54,100.0,7699276
0.08,100.0,7699710
0.69,100.0,7701360
6.26,94.0,7715542
0.05,100.0,7715861
0.17,98.0,7718075
0.3,95.0,7726184
4.22,98.0,7729217
0.23,98.0,7754018
0.58,99.0,7764531
5.06,93.0,7785897
4.9,94.0,7788844
0.14,100.0,7805578
0.78,99.0,7808104
0.17,100.0,7810254
1.76,96.0,7825894
1.72,95.0,7840831
2.14,95.0,7841744
0.19,88.0,7842771
1.52,98.0,7844031
3.51,97.0,7845599
0.63,96.0,7854509
1.69,99.0,7856443
0.05,100.0,7859448
0.35,94.0,7870535
0.99,95.0,7873804
0.73,98.0,7884875
3.17,95.0,7886634
0.23,96.0,7896925
0.33,96.0,7897391
0.83,100.0,7899085
2.48,94.0,7902505
2.9,96.0,7902889
0.04,80.0,7903768
5.05,97.0,7922690
1.65,99.0,7923146
3.77,96.0,7930461
0.92,97.0,7930685
0.73,99.0,7931074
2.07,97.0,7933558
2.47,97.0,7933807
2.46,98.0,7939511
5.83,95.0,7949624
5.38,96.0,7949668
0.32,97.0,7950946
0.23,93.0,7958214
0.17,97.0,7958278
0.12,93.0,7958316
0.19,98.0,7958349
0.27,97.0,7963103
0.16,97.0,7968598
1.61,100.0,7968749
3.23,95.0,7972067
1.16,95.0,7973781
0.38,100.0,7975011
0.94,98.0,7982082
0.72,99.0,7987618
6.12,98.0,7989636
2.36,100.0,7998215
0.96,97.0,8005452
0.99,96.0,8018902
5.21,98.0,8030646
0.1,96.0,8033268
0.04,100.0,8033975
0.08,100.0,8035001
0.25,100.0,8041262
3.44,97.0,8048653
0.43,91.0,8051735
0.78,98.0,8053481
3.48,98.0,8053887
3.7,96.0,8055632
0.02,100.0,8061617
0.04,100.0,8066789
0.14,90.0,8068539
1.17,98.0,8082364
0.15,98.0,8084285
0.03,100.0,8084290
0.2,100.0,8085920
0.12,100.0,8089051
5.84,96.0,8101297
0.74,94.0,8101619
2.43,97.0,8102262
0.08,100.0,8105804
0.75,99.0,8105974
0.41,97.0,8117174
1.89,98.0,8117667
0.46,100.0,8119395
0.43,87.0,8125277
1.16,94.0,8144992
0.15,100.0,8151839
0.31,100.0,8151934
2.1,93.0,8152867
2.54,99.0,8155106
2.07,98.0,8155586
0.4,96.0,8164773
5.95,98.0,8167459
1.01,98.0,8172628
7.27,96.0,8187584
5.14,96.0,8192881
5.7,98.0,8195090
4.06,93.0,8195144
0.42,100.0,8202578
2.78,94.0,8207665
0.16,100.0,8208052
1.19,97.0,8209055
0.12,93.0,8209591
2.54,94.0,8221207
2.46,96.0,8255072
0.42,98.0,8270952
4.55,97.0,8272458
2.2,99.0,8274904
4.27,98.0,8275596
3.49,98.0,8276309
2.91,95.0,8277718
5.17,97.0,8287266
1.21,99.0,8290464
2.37,95.0,8308630
0.99,94.0,8309401
2.28,97.0,8324569
2.24,89.0,8328410
2.74,98.0,8336042
2.46,96.0,8336228
0.08,95.0,8336617
0.14,83.0,8338986
0.13,100.0,8340498
6.08,99.0,8351923
9.25,99.0,8352275
9.74,98.0,8356380
4.35,90.0,8382187
3.89,99.0,8411606
0.04,100.0,8418067
0.07,100.0,8422161
1.36,97.0,8438267
0.11,90.0,8441614
2.01,94.0,8456859
0.26,87.0,8459807
2.01,100.0,8464365
2.61,100.0,8472083
0.63,93.0,8472666
1.67,97.0,8472927
3.81,97.0,8474183
3.68,98.0,8474452
0.43,98.0,8489712
3.22,99.0,8499631
2.02,96.0,8500048
0.07,93.0,8501670
1.65,99.0,8520295
4.93,99.0,8524982
0.49,92.0,8542873
1.63,92.0,8554141
0.88,98.0,8564563
1.77,87.0,8565105
0.78,97.0,8568826
0.42,99.0,8576907
0.11,100.0,8578964
3.08,98.0,8584000
0.02,100.0,8590211
0.43,97.0,8592609
0.15,96.0,8595304
0.61,99.0,8597021
0.6,97.0,8612967
0.59,99.0,8646903
0.34,97.0,8655125
1.5,89.0,8684508
1.3,88.0,8685570
1.3,88.0,8685652
1.91,90.0,8685716
1.75,87.0,8685766
1.89,88.0,8685898
0.49,99.0,8701367
4.04,99.0,8717641
4.72,86.0,8733261
0.1,92.0,8735636
0.4,95.0,8760949
3.43,97.0,8762967
4.19,96.0,8763366
4.4,96.0,8763407
4.11,95.0,8763529
2.66,97.0,8763620
0.46,99.0,8775500
1.86,94.0,8793569
0.03,80.0,8794180
0.44,99.0,8799100
0.28,100.0,8800012
0.28,100.0,8817059
0.68,99.0,8848449
5.23,98.0,8859249
0.67,99.0,8864274
1.85,93.0,8869066
1.16,100.0,8869806
1.69,88.0,8886022
1.03,99.0,8889145
5.09,95.0,8904047
5.65,98.0,8907289
0.21,76.0,8908249
0.17,47.0,8925997
0.14,93.0,8926024
0.22,94.0,8926150
1.76,98.0,8941317
2.44,97.0,8943055
3.35,90.0,8955959
4.2,98.0,8974563
0.99,100.0,8987674
1.74,93.0,8992582
0.05,100.0,8993289
0.08,90.0,8993307
1.0,97.0,9010937
1.04,89.0,9021715
10.67,98.0,9051149
0.11,100.0,9051457
0.09,95.0,9059999
3.4,95.0,9063798
3.22,99.0,9067632
0.8,95.0,9075976
0.57,99.0,9108108
4.76,95.0,9110032
0.04,100.0,9110654
1.18,96.0,9110718
1.76,95.0,9118962
3.95,95.0,9119210
2.53,97.0,9119249
0.25,100.0,9127072
2.17,95.0,9130888
0.27,100.0,9150423
0.11,93.0,9150562
1.74,85.0,9150693
0.04,100.0,9156193
0.02,100.0,9157940
1.3,99.0,9186305
2.67,99.0,9187534
5.61,96.0,9188845
4.59,100.0,9196933
1.53,99.0,9197404
0.62,100.0,9201385
0.33,100.0,9216997
0.08,95.0,9231212
0.25,97.0,9239118
0.65,97.0,9242011
1.91,99.0,9256506
1.75,97.0,9258941
0.34,99.0,9261548
0.22,95.0,9275385
0.03,100.0,9280940
2.79,96.0,9295965
2.78,96.0,9296524
2.21,92.0,9298491
0.7,100.0,9309449
1.19,98.0,9328077
2.09,97.0,9335892
0.82,99.0,9346814
2.15,90.0,9346930
4.36,100.0,9347891
0.11,80.0,9364688
0.02,100.0,9369229
0.38,100.0,9402993
4.63,95.0,9416254
0.39,95.0,9431997
0.06,100.0,9433478
7.78,97.0,9435665
0.02,100.0,9440164
0.22,100.0,9449061
0.11,95.0,9451291
0.21,97.0,9462355
0.07,60.0,9463113
0.78,100.0,9464763
1.06,100.0,9465008
0.51,100.0,9471413
5.74,98.0,9471416
0.47,96.0,9476010
0.24,98.0,9476849
3.36,96.0,9477823
1.8,99.0,9488665
1.73,97.0,9489347
0.31,97.0,9491760
1.63,94.0,9494726
1.45,94.0,9495318
0.2,100.0,9496930
1.97,95.0,9497588
1.13,95.0,9504910
0.12,100.0,9514196
1.3,100.0,9525911
7.06,92.0,9532943
1.86,95.0,9563163
5.4,95.0,9587361
3.62,95.0,9590125
0.45,99.0,9593326
1.78,99.0,9593505
2.61,94.0,9605720
0.59,95.0,9608262
0.77,100.0,9611854
0.23,98.0,9616042
5.22,95.0,9650878
0.23,93.0,9683090
4.45,97.0,9695480
1.99,89.0,9716652
0.16,97.0,9717679
1.72,99.0,9735841
8.89,99.0,9752333
0.36,99.0,9752553
0.17,90.0,9760014
0.07,100.0,9779327
0.27,100.0,9779853
1.94,99.0,9837993
0.1,100.0,9841955
0.02,100.0,9844630
2.14,96.0,9882522
5.05,98.0,9882716
0.08,100.0,9888667
1.76,99.0,9903046
0.25,100.0,9905129
1.75,97.0,9909627
3.41,94.0,9910056
1.1,94.0,9924449
0.17,100.0,9925099
1.17,98.0,9926871
0.05,100.0,9937836
1.44,92.0,9945149
0.68,93.0,9971053
1.28,100.0,9972077
0.71,97.0,9974744
1.08,95.0,9990609
1.14,97.0,9990865
1.28,99.0,9995426
0.69,100.0,9996121
0.88,97.0,9998508
0.89,95.0,9998879
0.08,100.0,10000431
0.36,99.0,10000523
4.95,97.0,10035487
1.42,98.0,10040637
0.28,97.0,10043166
0.95,100.0,10052512
1.81,98.0,10058134
0.72,100.0,10058568
1.2,98.0,10067187
0.33,97.0,10071349
0.23,91.0,10071808
0.07,100.0,10071932
3.78,98.0,10088395
2.32,98.0,10089183
1.59,95.0,10099733
0.37,100.0,10103881
0.57,92.0,10105531
0.19,93.0,10105584
0.12,96.0,10126146
1.03,98.0,10126716
0.17,80.0,10127523
5.46,91.0,10137578
1.04,96.0,10156101
0.15,100.0,10162904
1.23,95.0,10164802
0.03,100.0,10187948
2.13,92.0,10193457
0.9,100.0,10227655
1.41,99.0,10235526
3.74,99.0,10273567
3.69,92.0,10280888
0.04,100.0,10282326
0.07,87.0,10282371
0.19,100.0,10283094
0.14,95.0,10315192
7.02,97.0,10321776
3.07,98.0,10333567
3.97,99.0,10347570
0.31,100.0,10362654
5.05,99.0,10367010
0.15,97.0,10369097
1.05,96.0,10369307
4.03,97.0,10379560
0.38,100.0,10379822
5.8,98.0,10385321
0.09,100.0,10385906
0.25,98.0,10389781
3.23,98.0,10393552
1.12,92.0,10406646
0.31,96.0,10409218
0.94,100.0,10410858
3.61,99.0,10418322
3.18,97.0,10427768
0.19,100.0,10431578
7.28,99.0,10437411
0.23,100.0,10454172
0.42,99.0,10454632
0.11,95.0,10455934
2.42,98.0,10455995
0.09,100.0,10458279
7.74,98.0,10469182
0.22,94.0,10477007
1.69,98.0,10477793
3.05,97.0,10494263
0.72,98.0,10496718
1.63,97.0,10500754
0.79,98.0,10502323
6.13,97.0,10517693
3.1,96.0,10524804
1.64,99.0,10528294
0.48,100.0,10545518
0.49,89.0,10550345
0.98,98.0,10572287
2.56,97.0,10574350
0.16,100.0,10576099
0.46,100.0,10577391
0.91,100.0,10578137
0.99,100.0,10592126
0.89,98.0,10592499
3.53,99.0,10594703
0.29,91.0,10599384
3.23,98.0,10603148
0.29,100.0,10608275
0.08,93.0,10616635
1.52,99.0,10632584
4.6,98.0,10634387
0.41,96.0,10638522
2.11,99.0,10648093
0.2,98.0,10651193
1.25,95.0,10660892
3.53,98.0,10661953
1.35,96.0,10676501
1.53,99.0,10681956
1.18,99.0,10684058
0.66,88.0,10698325
0.26,91.0,10706423
1.87,95.0,10729994
1.84,97.0,10747219
2.68,99.0,10749747
0.05,100.0,10752189
1.75,100.0,10752203
1.23,99.0,10767017
4.9,99.0,10767861
3.63,91.0,10769424
0.56,100.0,10784554
2.02,89.0,10787034
0.12,100.0,10787814
1.24,96.0,10788469
1.63,98.0,10789339
0.03,100.0,10792245
0.11,100.0,10805884
0.17,85.0,10806778
0.13,97.0,10810544
2.99,89.0,10812630
3.07,97.0,10813277
1.54,100.0,10814122
0.19,97.0,10823468
0.77,94.0,10828944
0.69,99.0,10829828
0.06,100.0,10831610
0.82,97.0,10832099
0.28,100.0,10832295
1.7,99.0,10835440
4.95,96.0,10835637
0.13,100.0,10835661
3.71,94.0,10840593
0.9,96.0,10858096
3.31,97.0,10859050
0.09,90.0,10862977
0.52,100.0,10863850
0.27,100.0,10864914
2.41,99.0,10876562
0.77,88.0,10883329
1.79,98.0,10886231
2.12,100.0,10889831
1.38,94.0,10891431
0.99,96.0,10897864
3.97,93.0,10905721
0.3,98.0,10925833
4.32,93.0,10926639
1.74,99.0,10929061
2.75,97.0,10930490
4.92,96.0,10943827
0.13,93.0,10956845
0.13,90.0,10963158
0.14,96.0,10963865
3.8,100.0,10965525
2.43,97.0,10968239
0.38,99.0,10971773
0.32,97.0,10974118
1.14,98.0,10981310
2.7,98.0,10989099
1.3,97.0,10990428
0.96,99.0,10992778
2.01,98.0,10998250
0.25,100.0,10998662
2.12,97.0,11013337
3.38,96.0,11023703
0.28,98.0,11037546
0.13,97.0,11043803
1.55,97.0,11048759
1.73,99.0,11075529
0.09,100.0,11100497
1.46,96.0,11100926
3.78,99.0,11104122
0.92,99.0,11115880
6.0,96.0,11122531
1.61,100.0,11163298
0.05,100.0,11163409
1.19,98.0,11169030
0.77,98.0,11181016
1.62,96.0,11183089
0.09,75.0,11185685
1.2,99.0,11190379
5.96,100.0,11191951
4.16,97.0,11225011
0.16,100.0,11228828
0.47,92.0,11238527
3.65,98.0,11241173
0.13,96.0,11241452
0.52,95.0,11241509
0.36,89.0,11241783
0.04,70.0,11242027
0.35,97.0,11242044
1.85,86.0,11242172
4.07,99.0,11259062
0.2,82.0,11277106
0.02,100.0,11284679
3.06,95.0,11297447
0.05,100.0,11301106
0.05,50.0,11305302
0.26,100.0,11315222
0.74,95.0,11338538
2.89,100.0,11345707
0.73,99.0,11352921
1.14,92.0,11359996
0.12,100.0,11377740
3.03,98.0,11418638
2.1,98.0,11421711
1.7,98.0,11434490
0.33,100.0,11435584
6.16,98.0,11437138
6.12,99.0,11437331
6.36,97.0,11437442
5.67,97.0,11437509
0.07,87.0,11439120
0.12,75.0,11439405
0.05,80.0,11439599
0.26,82.0,11442093
4.24,95.0,11442567
0.23,93.0,11446614
0.27,100.0,11456250
0.26,78.0,11461771
2.63,94.0,11464408
1.84,99.0,11474754
0.17,90.0,11493791
1.31,99.0,11494067
0.09,100.0,11513111
2.24,96.0,11531128
3.27,97.0,11531859
2.59,95.0,11532945
0.54,81.0,11549175
0.55,100.0,11553527
1.86,94.0,11556239
0.38,100.0,11591266
1.53,98.0,11592372
1.16,98.0,11605954
0.22,98.0,11610521
0.37,100.0,11610642
2.88,97.0,11620002
1.11,91.0,11636621
2.15,92.0,11659435
0.77,89.0,11674092
4.37,96.0,11674758
0.33,100.0,11701569
2.68,98.0,11713614
3.32,88.0,11719688
0.64,96.0,11752686
0.14,100.0,11760120
1.83,96.0,11775546
0.32,98.0,11795676
0.22,98.0,11798814
2.49,96.0,11834467
0.51,98.0,11842522
3.07,90.0,11845487
0.04,100.0,11851112
0.07,73.0,11883792
0.11,80.0,11886255
1.24,100.0,11888682
6.15,87.0,11910999
0.81,98.0,11911651
0.92,98.0,11912034
0.47,86.0,11923264
1.61,99.0,11924237
4.46,99.0,11939561
0.33,100.0,11942275
1.9,99.0,11947349
0.22,98.0,11948102
2.03,99.0,11949198
