minimum_nights,review_scores_rating,id
2,99.0,5325355
7,100.0,5327231
3,99.0,5345792
30,92.0,5376278
4,95.0,5394755
30,100.0,5405637
30,97.0,5406893
5,94.0,5413930
30,100.0,5433133
3,100.0,5443493
1,97.0,5468835
1,90.0,5480795
1,94.0,5500218
30,99.0,5505643
3,98.0,5536512
5,100.0,5537718
1,98.0,5547500
2,98.0,5548977
31,100.0,5557316
30,97.0,5558933
2,98.0,5559608
1,98.0,5572169
30,97.0,5577516
3,95.0,5581254
2,97.0,5591544
30,87.0,5592637
30,100.0,5592675
30,100.0,5592754
2,96.0,5615061
1,98.0,5616609
3,98.0,5617847
1,99.0,5631995
30,97.0,5632275
1,96.0,5632452
30,80.0,5632672
30,97.0,5666413
30,91.0,5666454
31,94.0,5696895
30,90.0,5697110
2,94.0,5749181
1,97.0,5749839
2,100.0,5774490
1,87.0,5785978
2,97.0,5788099
30,88.0,5804060
60,93.0,5811756
60,92.0,5821220
3,99.0,5849626
2,95.0,5852066
5,98.0,5853587
30,100.0,5858973
2,97.0,5861266
2,99.0,5863674
30,90.0,5871250
3,100.0,5882524
3,97.0,5884735
30,100.0,5891594
3,95.0,5904304
3,98.0,5904305
30,97.0,5905163
6,95.0,5905530
2,95.0,5918090
55,90.0,5918432
1,99.0,5919500
30,99.0,5932678
2,100.0,5933430
2,98.0,5944921
1,100.0,5944989
1,100.0,5945396
2,99.0,5945605
1,100.0,5945812
30,97.0,5970639
5,99.0,5980039
30,100.0,5990171
1,94.0,5998790
30,100.0,6006021
3,99.0,6006768
5,97.0,6007925
30,95.0,6015077
3,83.0,6016647
5,100.0,6020579
3,99.0,6042966
30,97.0,6045869
3,100.0,6072316
2,98.0,6072767
2,95.0,6074750
2,97.0,6080799
3,91.0,6091945
1,99.0,6092049
1,98.0,6092596
1,97.0,6103791
1,86.0,6107258
2,98.0,6107359
3,100.0,6108439
2,97.0,6117147
30,97.0,6119086
4,99.0,6119683
1,97.0,6120540
1,98.0,6132191
2,94.0,6145605
30,98.0,6156195
30,95.0,6168622
1,85.0,6169292
30,100.0,6181182
2,96.0,6195258
30,97.0,6214853
3,98.0,6224858
1,100.0,6238514
30,98.0,6245649
30,95.0,6257770
30,100.0,6261638
30,95.0,6272183
1,96.0,6272816
3,94.0,6273036
10,97.0,6275722
30,100.0,6301675
3,97.0,6316753
5,100.0,6324586
4,99.0,6326133
30,97.0,6329340
30,97.0,6329731
1,95.0,6331695
3,97.0,6335352
2,99.0,6336315
140,60.0,6338562
30,98.0,6344096
1,97.0,6344500
1,100.0,6348293
30,98.0,6348742
30,93.0,6360976
5,100.0,6364873
30,96.0,6365190
1,99.0,6365956
30,92.0,6373849
7,97.0,6374167
2,98.0,6376338
30,94.0,6378495
4,100.0,6387526
4,97.0,6402782
5,99.0,6415052
2,99.0,6423158
2,98.0,6430646
4,88.0,6437010
30,87.0,6448545
3,97.0,6453006
1,97.0,6453774
2,100.0,6464280
4,91.0,6481492
1,97.0,6494663
2,99.0,6505426
30,98.0,6512986
3,98.0,6514826
30,100.0,6516295
4,100.0,6522477
4,100.0,6523507
30,80.0,6526129
60,100.0,6526344
5,97.0,6529234
2,99.0,6543813
3,97.0,6544530
1,97.0,6557736
3,100.0,6560870
30,100.0,6587558
30,100.0,6591087
30,97.0,6591405
3,100.0,6600081
30,73.0,6601749
2,98.0,6604564
1,99.0,6604799
30,96.0,6627450
2,95.0,6628985
2,96.0,6629798
5,100.0,6643496
3,94.0,6648062
1,96.0,6649234
2,94.0,6653474
30,84.0,6662128
30,87.0,6662231
3,100.0,6684182
3,97.0,6688004
30,100.0,6691495
30,100.0,6701045
4,98.0,6713990
30,97.0,6715383
30,96.0,6716133
30,96.0,6727254
30,91.0,6730473
30,99.0,6747672
4,99.0,6748645
1,94.0,6749412
3,98.0,6782479
31,99.0,6793767
30,100.0,6796392
3,96.0,6800168
1,97.0,6822070
30,98.0,6822748
30,100.0,6835302
30,100.0,6835462
1,99.0,6836411
1,93.0,6836785
30,94.0,6836928
7,100.0,6864929
5,100.0,6870420
30,100.0,6878780
2,98.0,6883183
3,100.0,6886839
30,100.0,6887043
3,98.0,6887081
30,60.0,6898334
2,98.0,6911587
1,98.0,6913294
3,97.0,6915497
4,97.0,6922612
3,99.0,6926901
30,94.0,6934867
30,96.0,6934874
2,98.0,6936417
3,94.0,6938818
3,97.0,6940354
3,84.0,6940448
30,80.0,6955678
5,96.0,6957662
3,98.0,6968158
2,98.0,6970746
3,99.0,6973383
2,96.0,6973631
3,96.0,6985131
2,99.0,6993593
3,96.0,7004802
7,99.0,7007759
2,97.0,7009654
3,99.0,7009791
30,99.0,7009809
30,97.0,7012313
1,96.0,7020637
2,99.0,7022309
2,99.0,7026287
3,98.0,7027139
5,98.0,7028127
3,100.0,7034114
2,99.0,7035672
6,95.0,7038488
3,93.0,7054235
2,97.0,7065335
30,98.0,7065694
1,95.0,7067087
1,95.0,7067681
2,98.0,7068804
90,100.0,7072662
2,99.0,7073115
2,99.0,7086626
30,100.0,7093018
3,100.0,7111861
3,95.0,7140740
1,86.0,7143032
3,93.0,7146663
30,99.0,7162627
1,97.0,7178670
4,100.0,7180020
2,91.0,7181279
3,95.0,7181655
3,99.0,7182761
30,94.0,7196412
30,98.0,7202063
3,99.0,7204761
2,98.0,7217193
2,91.0,7220035
2,96.0,7222704
2,95.0,7226841
30,97.0,7227605
5,99.0,7227910
7,98.0,7228563
2,97.0,7247351
2,89.0,7247746
2,92.0,7259606
2,92.0,7259880
2,99.0,7275084
4,94.0,7281346
2,98.0,7290262
1,96.0,7292878
28,100.0,7302136
2,96.0,7309811
3,97.0,7309852
30,60.0,7323097
3,100.0,7327920
2,97.0,7331464
3,95.0,7340055
2,93.0,7341076
4,100.0,7342996
3,97.0,7343245
1,96.0,7343277
1,96.0,7344289
4,100.0,7345170
3,98.0,7345468
2,99.0,7348398
30,95.0,7360699
1,89.0,7367530
30,93.0,7367786
2,96.0,7386838
2,97.0,7389541
2,88.0,7393518
2,90.0,7402986
30,96.0,7404181
30,93.0,7421008
30,97.0,7437925
30,97.0,7439398
2,100.0,7459197
30,100.0,7459988
30,96.0,7478631
3,99.0,7483031
30,100.0,7493513
30,96.0,7493861
2,100.0,7499793
2,98.0,7514742
3,100.0,7544803
3,98.0,7547105
1,89.0,7548762
2,98.0,7549488
3,98.0,7558236
30,96.0,7562249
2,100.0,7562547
3,98.0,7596529
3,99.0,7612118
30,93.0,7618503
30,100.0,7618833
30,94.0,7637533
1,96.0,7663003
2,99.0,7665362
31,67.0,7666482
2,99.0,7676566
2,100.0,7680348
31,96.0,7681228
2,99.0,7689528
30,100.0,7695697
3,93.0,7696468
1,98.0,7697503
2,100.0,7699276
3,100.0,7699710
3,100.0,7701360
1,94.0,7715542
1,100.0,7715861
2,98.0,7718075
2,95.0,7726184
1,98.0,7729217
1,98.0,7754018
2,99.0,7764531
1,93.0,7785897
2,94.0,7788844
5,100.0,7805578
3,99.0,7808104
4,100.0,7810254
30,96.0,7825894
3,95.0,7840831
3,95.0,7841744
30,88.0,7842771
30,98.0,7844031
30,97.0,7845599
3,96.0,7854509
3,99.0,7856443
30,100.0,7859448
30,94.0,7870535
4,95.0,7873804
2,98.0,7884875
3,95.0,7886634
4,96.0,7896925
2,96.0,7897391
2,100.0,7899085
4,94.0,7902505
30,96.0,7902889
60,80.0,7903768
2,97.0,7922690
2,99.0,7923146
2,96.0,7930461
2,97.0,7930685
30,99.0,7931074
30,97.0,7933558
2,97.0,7933807
2,98.0,7939511
1,95.0,7949624
1,96.0,7949668
2,97.0,7950946
2,93.0,7958214
2,97.0,7958278
2,93.0,7958316
2,98.0,7958349
1,97.0,7963103
3,97.0,7968598
2,100.0,7968749
2,95.0,7972067
30,95.0,7973781
30,100.0,7975011
3,98.0,7982082
1,99.0,7987618
3,98.0,7989636
1,100.0,7998215
30,97.0,8005452
30,96.0,8018902
1,98.0,8030646
2,96.0,8033268
2,100.0,8033975
1,100.0,8035001
3,100.0,8041262
2,97.0,8048653
30,91.0,8051735
2,98.0,8053481
30,98.0,8053887
2,96.0,8055632
30,100.0,8061617
30,90.0,8068539
30,98.0,8082364
2,98.0,8084285
2,100.0,8084290
29,100.0,8085920
2,100.0,8089051
2,96.0,8101297
1,94.0,8101619
30,97.0,8102262
30,100.0,8105804
3,99.0,8105974
4,97.0,8117174
3,98.0,8117667
2,100.0,8119395
30,87.0,8125277
30,94.0,8144992
30,100.0,8151839
30,100.0,8151934
2,93.0,8152867
1,99.0,8155106
3,98.0,8155586
30,96.0,8164773
2,98.0,8167459
3,98.0,8172628
1,96.0,8187584
2,96.0,8192881
2,98.0,8195090
2,93.0,8195144
1,100.0,8202578
2,94.0,8207665
60,100.0,8208052
3,97.0,8209055
30,93.0,8209591
30,94.0,8221207
2,96.0,8255072
30,98.0,8270952
2,97.0,8272458
2,99.0,8274904
4,98.0,8275596
1,98.0,8276309
1,95.0,8277718
2,97.0,8287266
2,99.0,8290464
4,95.0,8308630
30,94.0,8309401
30,97.0,8324569
30,89.0,8328410
2,98.0,8336042
3,96.0,8336228
30,95.0,8336617
30,83.0,8338986
31,100.0,8340498
30,99.0,8351923
1,99.0,8352275
1,98.0,8356380
1,90.0,8382187
2,99.0,8411606
30,100.0,8418067
30,100.0,8422161
3,97.0,8438267
30,90.0,8441614
30,94.0,8456859
4,87.0,8459807
2,100.0,8464365
3,100.0,8472083
2,93.0,8472666
4,97.0,8472927
2,97.0,8474183
2,98.0,8474452
30,98.0,8489712
2,99.0,8499631
30,96.0,8500048
30,93.0,8501670
30,99.0,8520295
3,99.0,8524982
30,92.0,8542873
1,92.0,8554141
2,98.0,8564563
1,87.0,8565105
3,97.0,8568826
5,99.0,8576907
30,100.0,8578964
30,98.0,8584000
30,100.0,8590211
30,97.0,8592609
2,96.0,8595304
2,99.0,8597021
3,97.0,8612967
30,99.0,8646903
4,97.0,8655125
1,89.0,8684508
1,88.0,8685570
1,88.0,8685652
1,90.0,8685716
1,87.0,8685766
1,88.0,8685898
6,99.0,8701367
4,99.0,8717641
1,86.0,8733261
30,92.0,8735636
4,95.0,8760949
2,97.0,8762967
2,96.0,8763366
2,96.0,8763407
2,95.0,8763529
30,97.0,8763620
1,99.0,8775500
2,94.0,8793569
30,80.0,8794180
4,99.0,8799100
1,100.0,8800012
3,100.0,8817059
3,99.0,8848449
2,98.0,8859249
4,99.0,8864274
30,93.0,8869066
2,100.0,8869806
30,88.0,8886022
1,99.0,8889145
2,95.0,8904047
1,98.0,8907289
30,76.0,8908249
30,47.0,8925997
30,93.0,8926024
30,94.0,8926150
1,98.0,8941317
1,97.0,8943055
1,90.0,8955959
2,98.0,8974563
4,100.0,8987674
30,93.0,8992582
2,100.0,8993289
2,90.0,8993307
2,97.0,9010937
30,89.0,9021715
1,98.0,9051149
4,100.0,9051457
30,95.0,9059999
1,95.0,9063798
1,99.0,9067632
2,95.0,9075976
2,99.0,9108108
1,95.0,9110032
30,100.0,9110654
30,96.0,9110718
2,95.0,9118962
1,95.0,9119210
1,97.0,9119249
30,100.0,9127072
2,95.0,9130888
3,100.0,9150423
30,93.0,9150562
30,85.0,9150693
2,100.0,9156193
1,100.0,9157940
4,99.0,9186305
3,99.0,9187534
1,96.0,9188845
2,100.0,9196933
30,99.0,9197404
2,100.0,9201385
30,100.0,9216997
85,95.0,9231212
30,97.0,9239118
30,97.0,9242011
3,99.0,9256506
30,97.0,9258941
3,99.0,9261548
2,95.0,9275385
30,100.0,9280940
2,96.0,9295965
1,96.0,9296524
30,92.0,9298491
3,100.0,9309449
3,98.0,9328077
2,97.0,9335892
4,99.0,9346814
4,90.0,9346930
3,100.0,9347891
30,80.0,9364688
30,100.0,9369229
4,100.0,9402993
2,95.0,9416254
30,95.0,9431997
30,100.0,9433478
1,97.0,9435665
3,100.0,9440164
30,100.0,9449061
30,95.0,9451291
30,97.0,9462355
30,60.0,9463113
5,100.0,9464763
3,100.0,9465008
3,100.0,9471413
1,98.0,9471416
2,96.0,9476010
1,98.0,9476849
2,96.0,9477823
3,99.0,9488665
31,97.0,9489347
30,97.0,9491760
1,94.0,9494726
1,94.0,9495318
30,100.0,9496930
1,95.0,9497588
2,95.0,9504910
4,100.0,9514196
2,100.0,9525911
1,92.0,9532943
31,95.0,9563163
1,95.0,9587361
1,95.0,9590125
30,99.0,9593326
4,99.0,9593505
30,94.0,9605720
5,95.0,9608262
30,100.0,9611854
30,98.0,9616042
1,95.0,9650878
31,93.0,9683090
2,97.0,9695480
2,89.0,9716652
30,97.0,9717679
30,99.0,9735841
1,99.0,9752333
31,99.0,9752553
3,90.0,9760014
30,100.0,9779327
31,100.0,9779853
3,99.0,9837993
30,100.0,9841955
30,100.0,9844630
1,96.0,9882522
2,98.0,9882716
30,100.0,9888667
1,99.0,9903046
5,100.0,9905129
30,97.0,9909627
30,94.0,9910056
3,94.0,9924449
5,100.0,9925099
2,98.0,9926871
30,100.0,9937836
30,92.0,9945149
30,93.0,9971053
2,100.0,9972077
30,97.0,9974744
30,95.0,9990609
3,97.0,9990865
3,99.0,9995426
1,100.0,9996121
30,97.0,9998508
2,95.0,9998879
30,100.0,10000431
30,99.0,10000523
3,97.0,10035487
2,98.0,10040637
2,97.0,10043166
3,100.0,10052512
3,98.0,10058134
3,100.0,10058568
5,98.0,10067187
30,97.0,10071349
30,91.0,10071808
30,100.0,10071932
2,98.0,10088395
3,98.0,10089183
3,95.0,10099733
31,100.0,10103881
30,92.0,10105531
4,93.0,10105584
30,96.0,10126146
1,98.0,10126716
30,80.0,10127523
1,91.0,10137578
1,96.0,10156101
30,100.0,10162904
2,95.0,10164802
30,100.0,10187948
3,92.0,10193457
3,100.0,10227655
3,99.0,10235526
2,99.0,10273567
2,92.0,10280888
5,100.0,10282326
5,87.0,10282371
30,100.0,10283094
30,95.0,10315192
1,97.0,10321776
2,98.0,10333567
3,99.0,10347570
1,100.0,10362654
1,99.0,10367010
1,97.0,10369097
2,96.0,10369307
2,97.0,10379560
4,100.0,10379822
2,98.0,10385321
30,100.0,10385906
30,98.0,10389781
1,98.0,10393552
30,92.0,10406646
3,96.0,10409218
3,100.0,10410858
2,99.0,10418322
1,97.0,10427768
30,100.0,10431578
2,99.0,10437411
30,100.0,10454172
3,99.0,10454632
30,95.0,10455934
5,98.0,10455995
30,100.0,10458279
2,98.0,10469182
1,94.0,10477007
2,98.0,10477793
2,97.0,10494263
2,98.0,10496718
18,97.0,10500754
30,98.0,10502323
2,97.0,10517693
2,96.0,10524804
3,99.0,10528294
30,100.0,10545518
3,89.0,10550345
30,98.0,10572287
2,97.0,10574350
3,100.0,10576099
2,100.0,10577391
30,100.0,10578137
30,100.0,10592126
2,98.0,10592499
2,99.0,10594703
30,91.0,10599384
2,98.0,10603148
3,100.0,10608275
30,93.0,10616635
2,99.0,10632584
3,98.0,10634387
3,96.0,10638522
3,99.0,10648093
30,98.0,10651193
3,95.0,10660892
4,98.0,10661953
5,96.0,10676501
3,99.0,10681956
3,99.0,10684058
30,88.0,10698325
1,91.0,10706423
30,95.0,10729994
2,97.0,10747219
2,99.0,10749747
30,100.0,10752189
3,100.0,10752203
2,99.0,10767017
1,99.0,10767861
2,91.0,10769424
7,100.0,10784554
2,89.0,10787034
30,100.0,10787814
2,96.0,10788469
30,98.0,10789339
3,100.0,10792245
2,100.0,10805884
30,85.0,10806778
30,97.0,10810544
30,89.0,10812630
2,97.0,10813277
2,100.0,10814122
1,97.0,10823468
4,94.0,10828944
3,99.0,10829828
4,100.0,10831610
2,97.0,10832099
5,100.0,10832295
3,99.0,10835440
2,96.0,10835637
30,100.0,10835661
2,94.0,10840593
30,96.0,10858096
1,97.0,10859050
30,90.0,10862977
4,100.0,10863850
30,100.0,10864914
30,99.0,10876562
3,88.0,10883329
1,98.0,10886231
2,100.0,10889831
31,94.0,10891431
30,96.0,10897864
2,93.0,10905721
3,98.0,10925833
2,93.0,10926639
3,99.0,10929061
2,97.0,10930490
2,96.0,10943827
31,93.0,10956845
2,90.0,10963158
1,96.0,10963865
1,100.0,10965525
2,97.0,10968239
2,99.0,10971773
30,97.0,10974118
3,98.0,10981310
30,98.0,10989099
3,97.0,10990428
30,99.0,10992778
30,98.0,10998250
30,100.0,10998662
30,97.0,11013337
3,96.0,11023703
30,98.0,11037546
2,97.0,11043803
31,97.0,11048759
13,99.0,11075529
3,100.0,11100497
3,96.0,11100926
3,99.0,11104122
3,99.0,11115880
1,96.0,11122531
30,100.0,11163298
5,100.0,11163409
2,98.0,11169030
3,98.0,11181016
2,96.0,11183089
30,75.0,11185685
3,99.0,11190379
2,100.0,11191951
3,97.0,11225011
30,100.0,11228828
2,92.0,11238527
2,98.0,11241173
30,96.0,11241452
30,95.0,11241509
30,89.0,11241783
30,70.0,11242027
30,97.0,11242044
30,86.0,11242172
30,99.0,11259062
30,82.0,11277106
180,100.0,11284679
1,95.0,11297447
30,100.0,11301106
32,50.0,11305302
30,100.0,11315222
30,95.0,11338538
3,100.0,11345707
4,99.0,11352921
31,92.0,11359996
31,100.0,11377740
2,98.0,11418638
5,98.0,11421711
30,98.0,11434490
3,100.0,11435584
1,98.0,11437138
1,99.0,11437331
1,97.0,11437442
1,97.0,11437509
30,87.0,11439120
30,75.0,11439405
30,80.0,11439599
3,82.0,11442093
3,95.0,11442567
30,93.0,11446614
30,100.0,11456250
3,78.0,11461771
3,94.0,11464408
3,99.0,11474754
30,90.0,11493791
3,99.0,11494067
1,100.0,11513111
2,96.0,11531128
3,97.0,11531859
3,95.0,11532945
1,81.0,11549175
30,100.0,11553527
3,94.0,11556239
30,100.0,11591266
4,98.0,11592372
2,98.0,11605954
30,98.0,11610521
7,100.0,11610642
7,97.0,11620002
30,91.0,11636621
3,92.0,11659435
3,89.0,11674092
3,96.0,11674758
30,100.0,11701569
5,98.0,11713614
2,88.0,11719688
5,96.0,11752686
3,100.0,11760120
2,96.0,11775546
30,98.0,11795676
30,98.0,11798814
30,96.0,11834467
2,98.0,11842522
3,90.0,11845487
30,100.0,11851112
30,73.0,11883792
30,80.0,11886255
2,100.0,11888682
1,87.0,11910999
2,98.0,11911651
30,98.0,11912034
2,86.0,11923264
3,99.0,11924237
3,99.0,11939561
3,100.0,11942275
3,99.0,11947349
7,98.0,11948102
3,99.0,11949198
2,99.0,11998353
30,100.0,12004930
2,97.0,12008385
1,94.0,12025717
1,97.0,12026845
1,97.0,12026856
3,97.0,12037978
2,97.0,12041223
30,93.0,12041358
30,100.0,12057024
30,85.0,12088624
1,91.0,12110830
1,87.0,12111841
1,90.0,12111957
1,89.0,12115392
30,100.0,12126766
30,100.0,12137566
1,86.0,12151600
30,91.0,12154878
30,100.0,12154955
3,96.0,12155285
30,86.0,12156553
30,85.0,12169644
1,97.0,12172311
4,99.0,12175415
180,100.0,12176844
30,100.0,12186884
30,95.0,12207073
1,99.0,12212013
30,85.0,12212126
3,98.0,12228334
30,73.0,12266059
2,98.0,12270048
1,93.0,12270642
2,94.0,12288524
30,100.0,12291658
2,100.0,12295920
30,90.0,12310120
1,98.0,12328003
30,84.0,12346372
2,99.0,12361563
2,99.0,12362408
2,93.0,12368621
30,95.0,12382688
1,100.0,12382918
30,95.0,12410151
30,100.0,12425557
30,100.0,12425911
30,100.0,12429503
30,85.0,12432020
1,94.0,12437037
1,100.0,12463547
1,100.0,12463556
30,100.0,12467839
1,86.0,12484859
1,89.0,12510982
1,98.0,12511163
1,89.0,12511225
30,95.0,12515810
2,100.0,12562572
3,100.0,12582732
3,97.0,12588515
2,96.0,12590446
2,99.0,12607119
2,97.0,12614397
2,97.0,12657038
30,90.0,12657863
30,100.0,12677241
2,97.0,12679234
2,98.0,12725886
1,99.0,12741695
60,100.0,12750864
1,91.0,12779748
1,93.0,12780009
2,96.0,12797906
5,100.0,12814571
3,100.0,12815012
3,98.0,12831488
5,98.0,12832173
2,99.0,12835527
3,100.0,12852960
2,98.0,12853235
1,93.0,12853799
3,100.0,12855454
1,95.0,12857011
1,93.0,12857087
1,94.0,12857179
1,95.0,12857222
30,70.0,12866962
2,99.0,12870849
2,94.0,12905538
30,100.0,12910183
30,100.0,12913802
30,96.0,12922728
1,99.0,12930338
5,98.0,12953897
2,98.0,12954602
30,100.0,12956379
30,100.0,12956380
2,96.0,12964066
1,96.0,12981814
30,97.0,12987777
1,99.0,12999869
30,81.0,13016330
30,98.0,13017050
58,96.0,13021294
1,99.0,13021568
1,99.0,13022232
1,99.0,13022499
1,99.0,13046853
30,100.0,13061396
2,98.0,13066842
30,96.0,13082310
2,100.0,13083682
1,90.0,13084734
30,91.0,13095952
1,95.0,13096400
1,98.0,13100047
30,100.0,13112761
30,90.0,13120626
1,99.0,13127954
1,99.0,13128357
2,98.0,13148133
30,100.0,13149975
3,97.0,13153289
3,97.0,13155451
2,99.0,13157125
1,92.0,13169268
5,90.0,13171740
2,98.0,13175533
4,97.0,13186688
30,92.0,13201652
30,70.0,13204198
3,100.0,13219968
2,99.0,13220623
7,92.0,13224465
3,100.0,13239272
1,92.0,13239943
1,92.0,13263750
2,97.0,13264163
2,98.0,13264364
1,90.0,13265498
2,100.0,13273159
30,80.0,13276083
1,95.0,13280184
3,99.0,13280672
1,98.0,13284332
1,98.0,13284618
1,95.0,13293285
2,100.0,13313452
30,97.0,13315189
2,99.0,13318584
30,94.0,13327441
30,96.0,13332858
30,84.0,13333814
30,97.0,13346701
30,93.0,13349338
31,94.0,13362637
1,97.0,13393846
1,93.0,13427895
30,100.0,13430730
30,100.0,13443665
1,94.0,13464987
3,94.0,13465512
30,92.0,13465756
1,100.0,13479950
2,90.0,13491912
2,99.0,13497122
2,95.0,13516275
30,60.0,13530616
30,92.0,13548606
30,93.0,13549311
30,94.0,13557637
30,100.0,13559950
3,90.0,13563865
30,94.0,13578021
30,95.0,13579169
3,100.0,13582817
3,97.0,13585679
3,95.0,13588571
30,97.0,13591271
2,94.0,13600947
2,98.0,13602723
3,100.0,13603043
2,93.0,13603416
30,94.0,13605661
1,97.0,13606695
2,96.0,13618517
2,98.0,13625546
2,95.0,13635551
3,98.0,13641058
2,97.0,13642014
1,99.0,13652971
30,93.0,13654134
3,99.0,13669721
3,97.0,13676473
2,98.0,13685131
2,93.0,13686323
30,98.0,13687128
4,100.0,13687255
30,93.0,13688416
30,97.0,13709214
3,96.0,13711175
30,99.0,13714899
30,91.0,13734123
2,100.0,13735115
4,100.0,13735664
1,95.0,13749078
4,94.0,13751537
30,99.0,13762975
30,80.0,13764695
1,96.0,13769493
3,96.0,13774014
1,91.0,13784076
2,98.0,13788581
7,97.0,13788740
2,92.0,13788749
2,99.0,13789725
1,100.0,13796550
2,99.0,13796921
2,100.0,13803228
1,97.0,13806046
1,97.0,13810224
1,95.0,13815224
2,98.0,13815533
1,98.0,13845578
1,99.0,13848713
1,99.0,13857866
2,94.0,13866653
1,90.0,13883766
2,95.0,13884730
1,98.0,13896608
3,99.0,13899875
2,97.0,13901641
31,87.0,13911251
2,99.0,13913555
2,98.0,13913910
30,100.0,13918273
3,100.0,13936968
3,100.0,13941504
31,99.0,13943674
4,100.0,13952628
1,82.0,13962229
1,99.0,13970165
1,100.0,13973341
2,94.0,13975376
2,98.0,13978938
1,100.0,13981712
5,98.0,14008953
2,98.0,14029901
30,99.0,14030807
1,94.0,14043110
30,95.0,14049725
2,98.0,14057062
30,96.0,14058613
1,99.0,14068781
3,100.0,14074818
4,98.0,14125801
30,98.0,14126085
2,100.0,14139656
30,88.0,14142409
30,92.0,14153586
1,97.0,14162759
7,99.0,14166343
1,94.0,14179987
30,93.0,14180539
2,92.0,14197078
30,97.0,14203815
30,100.0,14206695
30,100.0,14214684
2,99.0,14220594
30,96.0,14225205
30,83.0,14234871
3,97.0,14255278
3,99.0,14265180
3,98.0,14266916
13,99.0,14268636
1,88.0,14280580
30,100.0,14294502
30,100.0,14299097
30,100.0,14311890
2,100.0,14323059
30,100.0,14339856
4,97.0,14341440
30,100.0,14352641
31,97.0,14358722
30,97.0,14360687
3,99.0,14362264
30,100.0,14374783
3,100.0,14375372
1,94.0,14386727
3,98.0,14388391
3,96.0,14401326
7,80.0,14404663
30,96.0,14406178
1,94.0,14422371
1,99.0,14426130
30,99.0,14450414
30,85.0,14451638
2,94.0,14453697
1,93.0,14474493
30,90.0,14475808
30,89.0,14476185
30,92.0,14484206
1,99.0,14488234
4,98.0,14490262
30,100.0,14501673
3,98.0,14505006
2,96.0,14538591
6,95.0,14540002
1,87.0,14548497
3,93.0,14549750
1,88.0,14552166
30,100.0,14553088
3,99.0,14553693
1,97.0,14576746
30,83.0,14577765
30,100.0,14588279
5,93.0,14591043
3,96.0,14596029
31,94.0,14611058
30,100.0,14611546
3,100.0,14619235
6,95.0,14635668
30,89.0,14654471
3,97.0,14671513
2,96.0,14671675
30,98.0,14673134
4,99.0,14691164
2,97.0,14705126
30,100.0,14712935
30,100.0,14714307
1,88.0,14725307
30,95.0,14726839
30,97.0,14727009
2,100.0,14745298
4,100.0,14759973
2,98.0,14760041
1,87.0,14761638
4,100.0,14762607
1,96.0,14763705
3,100.0,14773074
3,93.0,14773204
3,99.0,14773919
3,99.0,14775913
2,97.0,14788324
1,95.0,14790424
3,98.0,14802586
1,98.0,14804950
30,98.0,14808208
2,92.0,14827566
3,90.0,14840923
30,96.0,14841442
30,94.0,14845574
2,99.0,14852542
30,88.0,14869325
30,96.0,14884457
1,95.0,14886240
1,96.0,14887262
30,100.0,14896984
7,97.0,14903530
30,94.0,14906353
1,93.0,14907455
7,100.0,14913379
3,98.0,14913657
1,99.0,14934208
2,97.0,14936250
1,93.0,14938407
4,98.0,14944663
4,100.0,14948905
1,100.0,14948986
4,96.0,14950542
31,100.0,14953903
1,91.0,14963288
30,100.0,14963473
60,100.0,14969986
30,95.0,14983353
30,96.0,14988703
1,99.0,14990478
30,86.0,14991559
2,100.0,14996188
2,97.0,15005046
3,93.0,15010218
3,98.0,15024335
1,93.0,15027416
4,95.0,15037623
2,97.0,15051965
1,98.0,15054072
1,87.0,15055277
3,99.0,15056192
3,93.0,15060615
1,97.0,15067182
1,98.0,15069107
2,96.0,15070065
2,95.0,15075530
30,100.0,15111599
7,100.0,15126863
2,100.0,15130794
1,85.0,15132100
2,99.0,15132855
30,92.0,15134083
2,96.0,15150709
30,90.0,15162895
2,98.0,15163770
30,93.0,15166182
1,98.0,15166399
4,95.0,15176931
2,97.0,15177458
1,100.0,15177460
2,93.0,15178460
2,97.0,15179182
2,96.0,15189360
31,99.0,15194176
31,99.0,15194320
31,95.0,15194432
3,100.0,15207802
1,96.0,15207940
3,70.0,15214880
1,98.0,15215678
30,100.0,15216713
3,100.0,15218861
4,98.0,15220043
30,100.0,15222045
3,97.0,15236335
30,100.0,15256248
2,91.0,15258331
1,88.0,15267186
1,97.0,15268492
30,98.0,15269286
30,100.0,15270397
4,96.0,15270469
30,96.0,15282659
30,100.0,15283495
2,100.0,15286104
30,91.0,15299001
30,97.0,15309962
30,100.0,15311048
2,99.0,15311518
30,100.0,15314587
3,98.0,15327480
30,98.0,15327674
1,95.0,15330348
1,99.0,15330751
3,98.0,15339049
3,100.0,15342398
1,95.0,15343159
4,100.0,15346313
1,99.0,15346876
30,100.0,15363435
30,100.0,15372200
30,100.0,15377291
30,70.0,15377479
4,97.0,15383658
30,100.0,15393846
30,93.0,15394942
30,98.0,15400940
30,95.0,15401372
30,98.0,15408863
2,99.0,15409616
30,84.0,15412358
3,94.0,15432669
1,95.0,15434462
30,100.0,15446815
2,98.0,15453636
3,93.0,15468915
30,98.0,15469891
30,100.0,15470223
30,95.0,15471195
31,96.0,15471316
30,98.0,15471757
30,98.0,15472181
2,97.0,15478431
3,100.0,15484215
1,98.0,15486470
7,100.0,15504145
30,100.0,15511739
4,98.0,15512995
31,100.0,15521441
