minimum_nights,review_scores_rating,id
31,93.0,15523355
30,100.0,15549498
30,100.0,15550123
30,100.0,15560650
2,94.0,15564777
2,95.0,15567704
4,100.0,15579505
2,94.0,15583185
30,99.0,15591362
30,100.0,15602145
30,100.0,15603927
30,94.0,15605090
30,100.0,15613006
30,80.0,15619426
4,100.0,15621583
2,99.0,15633213
3,96.0,15641829
1,100.0,15643873
30,70.0,15662354
2,99.0,15662917
30,92.0,15664146
30,100.0,15675279
1,94.0,15675657
1,92.0,15675790
1,87.0,15675892
30,70.0,15677325
7,80.0,15702583
2,97.0,15705696
30,100.0,15708231
1,91.0,15716518
30,98.0,15717561
30,80.0,15718115
2,97.0,15722690
30,70.0,15732801
30,100.0,15733592
1,100.0,15734872
30,100.0,15743600
2,99.0,15759935
1,60.0,15769037
1,87.0,15769128
7,88.0,15769324
30,97.0,15770116
30,100.0,15776727
3,100.0,15785104
1,83.0,15792140
2,94.0,15806021
1,98.0,15812013
3,99.0,15822076
2,93.0,15824294
30,100.0,15830044
4,97.0,15832358
3,95.0,15834994
3,99.0,15835438
30,95.0,15843007
30,96.0,15843930
2,99.0,15849484
3,98.0,15855837
2,98.0,15860350
2,99.0,15860884
2,99.0,15860973
30,84.0,15870673
80,100.0,15871266
32,84.0,15873231
3,99.0,15876545
2,99.0,15888446
30,97.0,15901364
80,100.0,15901668
30,95.0,15901845
2,99.0,15903424
32,87.0,15904098
2,100.0,15911270
30,98.0,15911997
30,97.0,15916432
30,97.0,15916933
2,90.0,15920878
1,99.0,15929798
30,95.0,15938330
30,96.0,15939264
30,88.0,15939487
11,98.0,15957623
32,85.0,15957963
30,100.0,15970624
2,97.0,15985008
30,100.0,15999597
30,100.0,15999931
30,100.0,16004169
30,100.0,16013094
30,100.0,16016803
2,99.0,16017966
2,99.0,16018565
30,100.0,16026556
2,99.0,16043093
1,89.0,16051031
1,100.0,16052484
2,96.0,16052656
3,98.0,16055131
30,100.0,16058262
1,100.0,16066598
1,99.0,16068425
30,93.0,16068498
3,99.0,16073408
30,100.0,16073836
30,97.0,16079346
30,100.0,16082636
1,86.0,16086843
30,96.0,16088064
3,99.0,16089156
1,98.0,16125990
3,99.0,16134193
45,100.0,16137002
5,100.0,16160696
30,100.0,16162370
30,100.0,16162542
1,86.0,16162625
30,93.0,16162763
30,93.0,16162846
30,100.0,16163092
1,99.0,16173016
1,85.0,16176101
3,100.0,16178483
2,100.0,16178751
30,98.0,16179065
2,99.0,16179580
1,100.0,16180470
30,99.0,16190202
30,96.0,16191041
2,73.0,16202104
1,99.0,16204265
30,83.0,16205967
30,100.0,16206116
30,90.0,16206151
2,99.0,16208102
30,96.0,16208487
1,91.0,16219958
1,87.0,16228848
1,98.0,16230722
30,95.0,16241036
2,94.0,16242493
2,97.0,16242929
3,99.0,16244433
1,88.0,16255081
30,94.0,16256179
2,95.0,16256385
30,60.0,16257289
30,96.0,16274869
30,95.0,16287044
30,87.0,16297383
3,95.0,16305055
30,100.0,16312844
3,95.0,16324639
2,99.0,16326624
5,97.0,16330378
30,97.0,16331804
2,98.0,16335125
2,99.0,16336481
2,99.0,16336782
4,95.0,16348139
2,98.0,16351934
5,99.0,16352294
3,97.0,16362304
30,93.0,16379931
4,95.0,16383490
30,92.0,16393469
30,93.0,16394300
30,100.0,16394610
30,90.0,16394806
30,100.0,16406043
1,95.0,16406118
2,97.0,16407735
1,96.0,16416050
1,88.0,16426353
30,92.0,16427484
3,96.0,16435615
1,99.0,16441272
30,93.0,16442951
31,95.0,16443034
30,80.0,16452355
30,100.0,16454916
2,99.0,16456337
30,80.0,16469515
3,98.0,16488124
2,94.0,16490343
30,95.0,16497229
3,99.0,16516337
3,100.0,16519220
30,93.0,16529602
2,100.0,16532410
2,99.0,16535678
2,96.0,16542790
30,88.0,16553684
1,91.0,16556338
30,100.0,16560870
30,95.0,16569308
30,100.0,16570444
2,97.0,16570521
30,93.0,16570808
3,99.0,16572187
30,90.0,16587632
2,100.0,16602539
30,91.0,16604785
1,97.0,16649876
30,98.0,16652268
4,100.0,16653287
359,100.0,16661176
30,96.0,16678379
30,100.0,16679374
2,96.0,16688334
30,100.0,16690768
3,98.0,16700935
1,96.0,16706877
4,96.0,16707105
1,99.0,16710475
30,94.0,16721946
4,99.0,16737908
1,97.0,16742943
30,100.0,16757454
30,92.0,16778737
30,95.0,16779057
1,88.0,16779078
1,98.0,16797018
3,99.0,16824774
3,98.0,16831471
30,90.0,16839850
30,100.0,16839867
30,99.0,16844534
30,95.0,16845067
3,100.0,16855762
1,93.0,16858141
30,96.0,16859985
30,90.0,16868984
1,99.0,16872797
2,97.0,16896129
2,98.0,16897188
2,98.0,16897598
2,99.0,16900525
30,100.0,16909548
5,96.0,16910795
31,100.0,16913294
31,100.0,16933050
1,92.0,16933274
30,88.0,16944002
2,99.0,16944675
1,87.0,16972383
2,98.0,16975571
32,96.0,16987679
1,94.0,17010389
7,81.0,17011295
32,91.0,17016281
1,99.0,17016637
30,97.0,17029166
1,84.0,17041687
1,88.0,17042239
5,97.0,17097361
1,85.0,17107439
4,100.0,17120944
1,81.0,17120964
7,85.0,17139721
3,96.0,17157954
2,99.0,17159806
4,100.0,17172552
30,100.0,17188701
30,95.0,17191322
2,91.0,17192720
2,100.0,17207000
30,100.0,17222332
2,99.0,17222602
30,96.0,17225268
30,87.0,17237462
30,84.0,17237843
30,84.0,17237993
180,90.0,17238534
3,98.0,17254515
30,89.0,17267153
4,94.0,17269133
1,98.0,17271591
2,98.0,17281042
1,95.0,17285258
3,100.0,17287731
3,99.0,17288451
2,100.0,17288739
2,93.0,17301015
30,96.0,17301795
4,99.0,17305040
30,99.0,17318005
1,94.0,17343208
1,95.0,17344333
3,98.0,17346342
30,90.0,17367074
3,99.0,17369805
2,96.0,17371171
2,99.0,17382326
30,90.0,17402726
3,99.0,17405370
30,100.0,17408466
1,97.0,17408793
32,93.0,17419327
32,92.0,17419803
32,98.0,17420087
2,97.0,17421876
3,99.0,17424816
2,100.0,17430696
1,94.0,17433075
3,100.0,17433218
3,100.0,17434603
30,99.0,17434665
2,94.0,17438541
1,100.0,17444930
2,99.0,17444964
1,94.0,17445405
30,99.0,17461924
30,100.0,17474556
1,96.0,17478285
1,100.0,17482888
2,97.0,17501002
2,91.0,17516202
3,100.0,17530579
30,100.0,17533305
2,98.0,17534666
3,93.0,17534690
31,100.0,17543317
2,96.0,17543814
2,98.0,17551632
5,100.0,17574138
1,96.0,17576074
3,100.0,17585689
3,99.0,17585947
30,99.0,17587530
2,100.0,17592480
30,100.0,17593967
2,85.0,17606766
2,94.0,17622881
30,90.0,17624633
30,97.0,17624771
30,90.0,17626514
3,99.0,17626598
30,80.0,17626794
30,100.0,17626853
30,100.0,17626927
2,98.0,17642091
30,99.0,17650333
30,97.0,17651619
7,100.0,17651864
7,97.0,17652643
3,97.0,17670655
3,99.0,17680468
4,100.0,17695233
1,95.0,17696905
30,100.0,17714209
30,70.0,17716381
2,89.0,17717979
1,96.0,17718199
3,94.0,17721392
30,97.0,17722015
3,100.0,17723975
1,96.0,17731097
30,90.0,17731924
30,93.0,17734527
1,99.0,17753503
10,95.0,17764085
1,94.0,17767353
1,92.0,17767863
30,96.0,17775284
1,98.0,17778664
1,85.0,17794706
1,83.0,17794741
7,91.0,17794777
7,85.0,17794830
7,87.0,17794868
2,91.0,17795712
30,89.0,17806044
30,60.0,17807479
3,99.0,17809833
2,96.0,17811571
1,99.0,17812931
2,100.0,17813890
30,100.0,17826404
30,94.0,17833058
30,100.0,17841504
30,80.0,17847179
30,80.0,17847395
30,93.0,17863225
30,100.0,17879769
2,98.0,17925808
30,99.0,17931634
1,92.0,17944621
30,100.0,17958677
2,99.0,17965243
1,99.0,17973795
2,99.0,17977925
2,99.0,17979286
30,100.0,17979299
30,100.0,17979358
1,99.0,17982304
30,97.0,17991554
30,91.0,18012201
30,92.0,18012893
30,80.0,18021096
4,100.0,18022892
30,100.0,18026441
30,93.0,18026458
4,99.0,18037180
30,100.0,18041391
30,100.0,18059324
30,98.0,18061892
30,70.0,18063530
60,100.0,18069283
5,100.0,18077642
30,100.0,18079104
5,90.0,18088837
30,85.0,18094329
30,80.0,18107460
2,98.0,18107901
30,100.0,18108225
30,100.0,18109983
30,90.0,18110019
2,93.0,18111498
30,100.0,18120600
4,97.0,18122830
30,97.0,18123274
30,100.0,18125930
1,94.0,18126981
3,100.0,18139592
2,97.0,18140914
30,85.0,18152314
2,99.0,18156135
30,100.0,18173968
2,98.0,18184143
30,100.0,18195108
1,97.0,18204951
1,98.0,18209966
3,93.0,18212346
30,98.0,18221524
30,98.0,18231981
30,97.0,18238265
1,87.0,18242785
30,90.0,18274764
1,94.0,18286171
30,100.0,18311350
2,98.0,18314694
2,95.0,18329172
30,100.0,18331809
32,100.0,18333674
30,90.0,18343676
4,100.0,18345958
3,96.0,18346141
30,85.0,18348152
2,91.0,18349074
1,97.0,18350373
1,97.0,18350662
30,50.0,18355851
30,100.0,18359884
2,96.0,18374124
1,99.0,18391536
30,100.0,18395555
2,98.0,18396762
2,98.0,18397875
30,90.0,18431209
2,99.0,18431597
2,97.0,18449966
2,98.0,18450146
3,100.0,18450289
30,100.0,18458541
2,100.0,18459919
30,95.0,18463004
6,100.0,18464444
2,93.0,18470412
2,100.0,18471072
2,80.0,18472576
2,100.0,18473036
2,100.0,18473152
2,100.0,18475014
2,97.0,18488036
30,80.0,18488066
30,90.0,18492236
30,80.0,18492603
30,92.0,18492721
30,70.0,18492773
2,100.0,18504951
1,95.0,18507365
3,99.0,18507951
30,92.0,18527258
3,98.0,18528858
5,99.0,18529703
30,98.0,18546459
3,97.0,18548006
30,100.0,18549735
2,99.0,18550910
3,100.0,18562272
4,97.0,18567266
3,99.0,18567743
30,95.0,18582383
1,97.0,18584924
2,95.0,18587279
30,94.0,18593394
3,95.0,18596420
2,99.0,18602265
2,100.0,18612680
2,99.0,18615032
1,98.0,18639196
5,99.0,18653408
6,100.0,18656003
3,98.0,18669935
4,97.0,18672688
30,98.0,18672833
2,99.0,18675661
30,100.0,18690689
30,80.0,18705363
30,90.0,18705911
30,100.0,18705941
30,100.0,18718406
30,93.0,18732664
2,98.0,18737830
30,98.0,18739271
4,100.0,18753198
2,97.0,18754189
4,93.0,18757463
2,99.0,18757990
1,98.0,18765944
1,99.0,18767723
30,100.0,18771028
30,80.0,18773934
30,99.0,18775188
2,87.0,18776764
4,92.0,18777731
31,84.0,18778187
30,99.0,18780199
1,98.0,18785944
2,96.0,18794629
2,99.0,18804992
5,100.0,18805854
1,96.0,18806185
30,98.0,18809842
5,99.0,18810290
2,97.0,18810325
2,99.0,18827284
30,100.0,18828466
30,94.0,18838484
30,100.0,18840775
5,97.0,18841477
2,96.0,18850359
30,99.0,18851429
30,100.0,18853563
30,93.0,18856637
30,100.0,18856887
30,97.0,18858375
30,96.0,18860057
3,100.0,18871091
45,97.0,18873472
2,99.0,18873809
1,96.0,18874472
30,100.0,18874655
3,100.0,18878564
3,97.0,18893442
2,99.0,18898768
2,98.0,18900978
3,99.0,18916029
2,99.0,18916321
2,98.0,18928482
30,95.0,18928857
2,98.0,18931048
2,96.0,18960282
3,98.0,18960888
3,99.0,18971467
5,100.0,18974834
2,100.0,18981477
1,94.0,18999934
30,95.0,19014320
4,98.0,19014669
2,99.0,19015884
30,100.0,19020382
30,87.0,19023994
5,100.0,19035683
30,70.0,19038261
1,93.0,19039703
3,97.0,19050152
30,100.0,19050680
30,100.0,19055239
30,98.0,19073405
30,97.0,19086077
4,100.0,19100435
3,96.0,19101632
30,100.0,19105532
30,100.0,19119633
6,100.0,19121342
2,94.0,19123620
3,99.0,19140351
1,93.0,19150623
2,80.0,19159660
2,93.0,19160639
2,95.0,19160891
4,100.0,19163190
30,94.0,19175066
30,60.0,19178420
30,100.0,19180151
2,100.0,19180222
2,100.0,19185162
2,97.0,19194530
30,80.0,19206648
4,99.0,19227069
4,99.0,19228248
30,97.0,19228919
2,98.0,19229358
1,98.0,19236728
1,99.0,19236730
3,100.0,19240799
2,98.0,19265072
30,97.0,19270270
3,97.0,19273465
2,99.0,19285250
2,99.0,19292950
5,96.0,19304903
6,96.0,19307356
30,100.0,19311418
4,96.0,19315635
30,87.0,19315898
2,98.0,19316565
30,100.0,19316721
2,99.0,19328446
54,96.0,19329448
1,100.0,19331975
30,97.0,19332338
4,100.0,19348868
30,98.0,19363609
30,98.0,19364007
3,100.0,19365066
1,93.0,19368789
30,100.0,19388714
2,100.0,19403989
2,98.0,19404355
2,99.0,19404978
2,99.0,19407065
4,97.0,19407153
2,99.0,19412179
1,99.0,19413966
30,97.0,19416317
3,100.0,19416382
30,97.0,19416507
1,92.0,19417708
30,100.0,19419133
30,97.0,19437156
3,99.0,19459929
30,100.0,19475051
2,92.0,19476963
1,98.0,19478755
1,99.0,19491887
1,99.0,19499099
2,100.0,19504960
7,100.0,19506419
7,95.0,19527133
30,93.0,19546859
4,98.0,19564659
2,98.0,19570849
30,98.0,19570882
30,100.0,19572542
30,77.0,19573415
180,80.0,19586208
3,98.0,19588004
1,96.0,19596257
30,60.0,19611889
30,100.0,19612051
30,96.0,19626323
1,97.0,19644702
5,95.0,19658833
30,100.0,19659835
30,100.0,19680922
3,100.0,19694250
1,96.0,19704114
1,100.0,19721174
3,100.0,19721472
3,97.0,19721524
30,97.0,19745324
3,97.0,19753187
2,95.0,19780176
30,80.0,19782416
1,97.0,19808052
30,92.0,19808652
31,98.0,19810694
30,75.0,19813532
2,100.0,19813728
2,95.0,19824550
4,93.0,19827064
30,93.0,19827923
30,75.0,19829202
3,99.0,19830610
30,91.0,19844253
30,92.0,19849615
2,95.0,19849866
2,94.0,19872447
3,94.0,19877901
30,89.0,19891811
2,95.0,19892991
30,85.0,19894058
30,80.0,19904931
3,97.0,19907178
30,100.0,19914814
2,100.0,19922726
30,100.0,19924936
30,96.0,19933216
30,100.0,19934941
5,100.0,19946179
31,100.0,19946354
2,91.0,19949380
1,99.0,19950230
1,94.0,19954872
2,100.0,19979690
30,93.0,20002089
30,100.0,20002459
30,93.0,20002651
2,100.0,20024608
1,93.0,20059569
30,90.0,20070540
30,70.0,20072374
30,84.0,20074013
30,100.0,20087573
30,97.0,20093004
30,100.0,20096735
30,90.0,20121178
30,87.0,20121182
30,87.0,20121980
30,80.0,20121985
3,98.0,20122070
3,99.0,20149972
1,97.0,20154622
1,99.0,20155597
30,100.0,20155822
30,97.0,20167050
30,100.0,20167369
1,99.0,20169868
30,90.0,20173537
30,100.0,20194233
2,99.0,20195883
1,98.0,20217846
30,100.0,20230882
1,94.0,20256864
1,93.0,20257107
1,98.0,20257125
1,94.0,20258481
2,99.0,20267540
2,98.0,20269012
4,100.0,20269251
2,94.0,20269328
2,90.0,20279076
2,100.0,20281663
1,88.0,20286716
30,100.0,20286823
1,92.0,20286868
1,94.0,20287325
2,91.0,20302991
1,99.0,20305889
30,100.0,20311264
30,100.0,20321045
2,100.0,20331337
4,96.0,20331804
30,90.0,20335923
2,100.0,20361588
30,100.0,20361695
30,94.0,20364980
30,86.0,20365435
30,89.0,20365447
30,99.0,20367610
30,98.0,20367796
30,97.0,20367880
30,96.0,20368086
2,98.0,20386464
1,95.0,20388193
1,98.0,20393341
10,95.0,20397022
1,98.0,20399118
1,95.0,20408154
30,100.0,20408951
2,97.0,20424404
1,97.0,20424542
4,100.0,20424773
4,98.0,20425693
2,97.0,20425974
5,99.0,20426651
30,100.0,20426652
1,93.0,20439767
3,91.0,20440309
1,98.0,20444584
6,99.0,20450156
30,97.0,20460402
30,100.0,20473642
1,95.0,20478011
30,100.0,20488889
4,100.0,20500854
30,96.0,20501065
31,100.0,20501268
6,98.0,20505903
30,87.0,20522974
30,100.0,20541727
30,100.0,20542337
3,99.0,20543892
30,95.0,20563658
2,100.0,20573374
30,96.0,20575733
2,99.0,20591785
1,96.0,20608059
30,60.0,20614522
3,100.0,20620600
30,98.0,20635045
30,95.0,20635517
30,100.0,20637303
4,99.0,20641131
3,97.0,20649513
2,91.0,20652741
1,98.0,20654216
30,97.0,20663782
30,95.0,20676931
2,91.0,20681294
2,99.0,20695687
30,97.0,20696391
2,98.0,20696918
30,40.0,20698881
30,100.0,20704455
2,98.0,20712310
2,98.0,20720492
30,100.0,20722412
90,100.0,20725043
2,98.0,20739989
30,98.0,20744113
30,91.0,20744996
1,100.0,20745195
30,100.0,20746223
5,97.0,20750046
2,95.0,20750111
1,97.0,20761833
1,99.0,20762414
2,96.0,20765941
5,100.0,20768833
2,97.0,20772598
30,97.0,20776056
2,99.0,20799337
1,99.0,20803354
2,94.0,20805606
1,98.0,20813007
2,97.0,20814139
1,93.0,20837529
7,100.0,20847212
1,91.0,20852099
30,83.0,20852769
30,98.0,20857268
30,85.0,20870768
2,100.0,20873868
2,90.0,20873957
1,97.0,20885900
2,94.0,20888699
30,100.0,20899777
1,100.0,20903277
2,100.0,20905918
1,93.0,20906522
30,98.0,20931156
3,99.0,20933318
30,93.0,20957462
2,87.0,20957480
2,98.0,20967325
3,99.0,20979534
3,96.0,20981346
3,98.0,20983732
30,60.0,20990167
2,97.0,20994570
3,98.0,21000319
2,99.0,21005685
2,96.0,21010862
2,99.0,21011508
30,80.0,21011550
30,100.0,21024486
1,93.0,21026079
1,95.0,21026891
1,97.0,21026964
30,100.0,21028058
3,97.0,21028247
30,92.0,21028485
1,98.0,21045694
2,98.0,21047729
2,100.0,21054696
3,98.0,21057777
30,99.0,21057963
4,96.0,21058406
1,96.0,21068061
2,96.0,21070256
3,100.0,21075660
3,100.0,21079302
30,100.0,21079469
1,98.0,21082676
2,95.0,21099478
30,93.0,21110366
21,100.0,21111066
1,99.0,21111630
2,100.0,21112601
2,100.0,21113012
1,99.0,21113266
2,99.0,21120542
1,94.0,21122475
2,95.0,21122731
1,92.0,21123508
3,98.0,21125429
1,99.0,21126147
30,100.0,21128620
2,99.0,21136811
2,100.0,21136997
3,100.0,21151791
2,98.0,21161595
4,100.0,21161939
2,100.0,21163876
4,100.0,21165478
3,97.0,21170799
1,100.0,21177034
4,100.0,21185602
2,98.0,21186680
1,98.0,21187925
2,98.0,21189031
1,100.0,21190709
2,97.0,21191232
30,90.0,21191422
1,99.0,21191909
4,100.0,21192418
30,100.0,21202330
1,98.0,21203146
30,90.0,21204243
1,98.0,21217809
30,93.0,21218347
1,98.0,21219237
1,95.0,21220773
30,80.0,21231393
1,98.0,21231615
30,80.0,21232003
4,100.0,21233359
2,99.0,21233544
30,96.0,21242955
1,97.0,21252479
30,100.0,21253864
3,100.0,21264703
30,100.0,21267987
5,100.0,21276107
2,100.0,21279801
1,99.0,21280829
30,100.0,21281754
1,93.0,21281846
2,98.0,21282133
2,97.0,21282635
3,92.0,21291124
5,95.0,21291714
4,100.0,21292656
30,100.0,21292744
2,98.0,21294317
1,99.0,21295261
4,100.0,21297037
30,100.0,21298312
2,97.0,21298993
4,100.0,21306276
1,98.0,21307662
3,95.0,21309142
3,100.0,21310005
3,98.0,21312569
30,100.0,21313432
2,100.0,21313591
2,98.0,21322334
2,99.0,21327347
2,96.0,21327857
30,99.0,21327908
2,100.0,21345382
30,100.0,21348008
30,100.0,21356103
4,100.0,21356783
3,98.0,21370662
30,100.0,21371744
30,100.0,21377089
30,100.0,21377843
3,99.0,21378928
1,100.0,21382398
30,100.0,21382657
1,97.0,21385697
1,97.0,21389519
3,89.0,21396964
30,97.0,21397422
30,95.0,21397854
30,100.0,21398361
2,98.0,21398528
3,100.0,21399171
30,90.0,21413104
2,98.0,21425660
30,96.0,21440528
30,100.0,21448156
1,92.0,21449226
4,100.0,21457958
1,96.0,21458837
1,99.0,21459964
1,98.0,21461483
30,100.0,21464833
4,100.0,21472950
30,73.0,21475672
4,99.0,21476067
2,98.0,21478651
5,99.0,21484566
2,100.0,21485825
2,93.0,21486593
30,20.0,21488120
2,95.0,21489166
30,80.0,21490551
30,100.0,21502035
30,96.0,21526852
2,98.0,21529297
2,98.0,21530578
5,97.0,21539315
6,100.0,21547967
1,95.0,21550910
30,100.0,21552181
30,100.0,21553107
1,95.0,21555212
2,97.0,21558062
7,100.0,21561809
1,97.0,21578559
1,94.0,21579309
30,100.0,21581684
1,98.0,21581753
1,96.0,21583195
1,95.0,21584555
2,98.0,21588941
2,95.0,21591469
32,100.0,21592081
2,96.0,21594483
2,96.0,21596397
5,97.0,21597324
30,100.0,21597747
30,99.0,21612268
30,98.0,21612906
2,97.0,21619241
2,96.0,21620847
1,97.0,21623314
30,60.0,21623317
3,98.0,21625713
2,100.0,21629749
1,93.0,21632344
30,87.0,21632686
2,95.0,21634930
30,100.0,21635395
5,97.0,21636740
2,97.0,21644424
2,97.0,21645603
30,100.0,21646993
3,98.0,21648122
3,98.0,21648377
2,99.0,21648525
30,70.0,21648684
30,100.0,21648804
2,97.0,21650740
1,85.0,21665665
30,95.0,21674820
1,98.0,21679018
4,100.0,21679288
3,99.0,21681278
30,80.0,21682128
2,100.0,21684684
1,93.0,21693492
30,99.0,21694548
3,100.0,21694775
3,91.0,21699731
1,98.0,21710124
2,93.0,21727562
30,80.0,21728615
2,88.0,21729398
2,90.0,21730409
2,88.0,21730505
2,91.0,21730649
2,75.0,21731528
30,95.0,21735431
30,80.0,21735502
30,100.0,21737296
30,80.0,21739662
30,100.0,21739935
1,98.0,21745759
1,99.0,21745893
4,85.0,21763555
2,99.0,21766603
1,98.0,21766847
30,90.0,21773131
30,100.0,21783775
30,100.0,21783949
32,70.0,21784407
32,98.0,21785138
32,91.0,21785328
30,93.0,21786174
30,100.0,21786546
1,94.0,21790140
1,94.0,21790309
30,100.0,21796486
31,99.0,21799501
2,100.0,21799941
30,100.0,21804276
3,93.0,21812815
30,94.0,21813189
1,100.0,21817055
30,100.0,21827805
30,94.0,21836601
1,92.0,21837830
1,99.0,21847778
1,98.0,21862244
2,97.0,21863110
3,100.0,21866860
30,100.0,21868817
30,100.0,21878322
30,100.0,21880287
2,95.0,21880724
30,100.0,21885572
2,100.0,21897971
6,96.0,21909473
2,100.0,21909816
1,100.0,21911065
1,99.0,21919621
2,97.0,21923195
30,100.0,21924375
30,100.0,21928146
1,99.0,21928413
2,99.0,21935870
1,98.0,21964157
2,99.0,21966135
3,93.0,21966629
2,94.0,21974808
30,98.0,21975025
30,99.0,21979517
90,80.0,21981639
3,97.0,21985129
2,95.0,21997273
4,94.0,21999656
30,70.0,22001836
30,88.0,22002809
2,98.0,22003066
3,99.0,22011446
4,100.0,22015376
30,96.0,22015435
30,97.0,22016476
30,70.0,22016717
30,100.0,22022641
30,80.0,22032808
30,100.0,22033453
3,100.0,22034753
30,80.0,22047367
30,60.0,22048292
1,73.0,22066724
30,80.0,22080836
30,95.0,22104228
30,93.0,22104756
2,95.0,22110217
30,95.0,22123424
2,98.0,22140977
4,98.0,22147017
30,100.0,22147765
30,90.0,22148198
30,100.0,22149270
2,87.0,22163431
30,100.0,22171639
3,94.0,22175258
5,100.0,22178186
60,100.0,22189205
30,99.0,22190418
10,100.0,22191252
4,100.0,22191539
30,100.0,22193833
7,100.0,22206596
3,99.0,22207774
3,100.0,22208070
3,98.0,22208187
1,98.0,22214202
1,98.0,22226218
2,97.0,22227463
2,98.0,22229654
3,100.0,22230201
30,100.0,22232165
30,99.0,22245431
30,40.0,22263518
30,100.0,22265031
4,97.0,22268114
2,98.0,22277743
2,100.0,22296755
30,85.0,22296862
30,100.0,22306054
30,99.0,22309220
1,96.0,22310307
2,100.0,22323114
30,95.0,22325200
2,96.0,22325337
3,99.0,22328157
1,99.0,22340219
30,80.0,22355943
30,78.0,22373160
3,100.0,22375226
3,99.0,22378055
30,100.0,22378695
3,95.0,22388111
30,100.0,22388131
30,100.0,22396454
3,95.0,22396902
30,95.0,22402266
30,95.0,22403752
30,88.0,22410367
30,60.0,22410401
3,96.0,22430481
2,100.0,22433252
5,97.0,22468462
2,97.0,22469468
2,99.0,22487945
6,99.0,22495406
30,100.0,22504534
2,99.0,22505200
2,98.0,22512581
1,92.0,22516793
30,97.0,22525784
2,97.0,22532009
30,80.0,22534933
1,93.0,22536998
30,100.0,22546291
1,100.0,22548614
30,100.0,22551985
2,100.0,22553944
2,98.0,22554459
3,100.0,22555972
30,67.0,22557170
1,98.0,22563498
65,100.0,22565419
30,60.0,22567198
31,100.0,22568068
2,100.0,22568473
1,100.0,22569379
30,85.0,22577863
1,95.0,22584903
1,92.0,22586319
2,100.0,22587418
30,100.0,22592721
30,100.0,22597536
30,98.0,22601496
2,97.0,22603366
2,100.0,22608611
30,90.0,22609372
30,100.0,22615137
1,97.0,22619139
180,100.0,22626810
3,100.0,22636987
2,98.0,22638675
30,100.0,22640273
30,100.0,22653093
30,93.0,22655239
30,70.0,22656065
30,93.0,22662336
3,96.0,22665446
30,80.0,22668601
30,100.0,22668931
30,90.0,22669291
30,100.0,22669703
30,100.0,22671524
1,93.0,22671938
30,85.0,22676805
3,98.0,22690547
30,20.0,22690820
30,91.0,22693162
30,94.0,22693303
30,91.0,22693396
30,100.0,22702846
30,80.0,22704895
3,99.0,22705767
30,93.0,22706387
30,95.0,22715454
3,98.0,22718099
30,87.0,22737945
30,100.0,22738026
30,100.0,22748621
3,80.0,22752011
1,96.0,22754156
3,96.0,22754295
1,95.0,22760692
3,99.0,22764131
30,100.0,22768632
2,100.0,22774093
3,100.0,22776071
30,100.0,22778447
30,100.0,22792806
30,70.0,22793232
2,100.0,22795431
30,100.0,22800066
2,99.0,22812395
2,99.0,22814781
30,65.0,22817022
2,100.0,22826843
30,99.0,22827448
31,86.0,22829352
30,90.0,22831677
2,99.0,22846194
2,93.0,22852845
30,100.0,22866082
30,100.0,22866228
4,100.0,22869439
30,100.0,22886185
5,100.0,22887918
30,100.0,22903941
30,100.0,22906854
30,100.0,22908548
2,95.0,22943630
30,93.0,22944965
3,100.0,22946806
30,98.0,22946959
3,100.0,22955166
2,98.0,22968438
30,97.0,22970151
30,91.0,22970266
3,100.0,22972614
1,100.0,22980508
30,100.0,22981152
2,98.0,22986895
30,88.0,22989582
1,100.0,22998690
30,90.0,23004482
30,80.0,23004848
1,93.0,23004935
3,100.0,23018782
1,93.0,23020140
30,80.0,23022998
1,97.0,23025299
1,99.0,23044309
1,98.0,23054267
30,80.0,23073700
2,100.0,23087617
1,97.0,23095049
2,97.0,23106047
30,96.0,23106655
5,98.0,23111807
1,98.0,23121061
30,100.0,23122715
1,96.0,23147212
2,99.0,23147806
5,99.0,23150717
30,100.0,23150862
1,95.0,23163677
4,100.0,23165203
1,92.0,23171836
1,98.0,23173614
1,98.0,23179561
2,100.0,23181448
30,80.0,23184048
2,97.0,23185870
30,100.0,23204343
30,95.0,23205030
3,96.0,23209264
30,100.0,23215410
1,98.0,23217998
31,100.0,23218751
30,100.0,23222043
1,99.0,23223838
3,98.0,23230950
3,100.0,23235919
1,97.0,23240184
3,95.0,23255383
1,100.0,23257392
1,89.0,23258326
1,80.0,23269859
1,80.0,23271377
1,70.0,23271459
1,87.0,23271549
1,70.0,23271623
1,100.0,23271702
1,80.0,23271772
1,93.0,23271975
30,90.0,23288262
1,80.0,23292785
1,93.0,23292883
1,80.0,23292919
1,60.0,23293005
1,88.0,23293057
1,87.0,23293099
1,80.0,23293404
30,90.0,23293773
30,100.0,23294064
5,99.0,23303083
1,91.0,23312390
1,87.0,23312525
1,85.0,23312644
1,87.0,23312824
1,80.0,23312854
1,80.0,23312910
1,90.0,23313045
1,90.0,23313157
1,100.0,23313200
1,87.0,23313242
30,86.0,23313532
30,98.0,23314035
30,97.0,23314308
30,60.0,23326108
2,99.0,23326161
30,90.0,23326739
60,100.0,23340064
2,99.0,23340714
30,100.0,23343999
2,97.0,23352511
1,98.0,23353650
30,97.0,23353721
3,99.0,23354077
4,100.0,23358468
30,100.0,23359001
2,97.0,23359552
