price,guests_included,review_scores_rating,id
$279.00,1,97.0,2486953
$200.00,1,99.0,2488520
$140.00,6,94.0,2488837
$185.00,1,97.0,2496086
$210.00,6,100.0,2496460
$125.00,1,100.0,2496719
$333.00,6,96.0,2499257
$265.00,6,90.0,2500662
$105.00,2,97.0,2502368
$215.00,2,93.0,2502543
$175.00,1,98.0,2503408
$65.00,1,92.0,2509236
$80.00,1,90.0,2510224
$695.00,6,90.0,2516026
$164.00,2,98.0,2518781
$92.00,2,88.0,2521327
$75.00,1,82.0,2532756
$69.00,1,96.0,2538807
$650.00,9,97.0,2539953
$135.00,1,92.0,2550991
$198.00,2,97.0,2551994
$105.00,1,99.0,2557977
$235.00,1,88.0,2559297
$122.00,1,86.0,2564006
$157.00,2,87.0,2564140
$88.00,1,98.0,2578122
$333.00,2,98.0,2592518
$290.00,2,94.0,2611820
$98.00,1,94.0,2614717
$140.00,2,98.0,2620371
$232.00,4,95.0,2629833
$93.00,2,96.0,2635278
$140.00,1,80.0,2636716
$126.00,1,97.0,2645189
$75.00,1,88.0,2657854
$299.00,2,100.0,2658295
$180.00,1,99.0,2665028
$395.00,4,98.0,2670951
$180.00,1,98.0,2677273
$99.00,1,98.0,2677288
$545.00,1,86.0,2683409
$280.00,5,95.0,2683857
$94.00,1,98.0,2686530
$125.00,1,96.0,2694526
$188.00,1,98.0,2706776
$184.00,1,99.0,2707422
$175.00,1,95.0,2710372
$820.00,3,99.0,2723005
$185.00,2,96.0,2736358
$80.00,1,97.0,2737894
$99.00,1,93.0,2738331
$425.00,1,98.0,2739477
$240.00,1,94.0,2742151
$295.00,4,96.0,2747383
$100.00,1,94.0,2770268
$80.00,1,94.0,2770561
$220.00,1,97.0,2771128
$115.00,2,92.0,2771688
$185.00,2,97.0,2783251
$250.00,2,100.0,2790637
$109.00,1,95.0,2802418
$229.00,2,95.0,2802480
$250.00,2,99.0,2804417
$350.00,1,100.0,2816626
$195.00,2,96.0,2823227
$169.00,1,94.0,2825966
$275.00,1,95.0,2890120
$222.00,1,96.0,2893920
$160.00,2,98.0,2904128
$300.00,4,97.0,2925557
$179.00,1,98.0,2926901
$189.00,1,99.0,2927781
$110.00,1,98.0,2933105
$180.00,1,98.0,2933899
$97.00,1,97.0,2935400
$180.00,1,100.0,2937902
$99.00,1,99.0,2939849
$400.00,6,98.0,2942149
$180.00,1,95.0,2943327
$225.00,4,98.0,2944266
$90.00,2,97.0,2944843
$285.00,3,99.0,2948159
$150.00,1,93.0,2949071
$450.00,3,100.0,2950592
$115.00,1,98.0,2956406
$180.00,1,92.0,2959323
$180.00,1,98.0,2960229
$293.00,1,98.0,2965433
$599.00,4,98.0,2968738
$125.00,2,100.0,2970253
$250.00,1,90.0,2980184
$136.00,2,98.0,2984463
$99.00,1,97.0,2994606
$150.00,2,98.0,3013427
$55.00,1,87.0,3013520
$87.00,2,97.0,3015450
$125.00,1,99.0,3028924
$99.00,1,98.0,3029597
$140.00,1,95.0,3030653
$200.00,2,100.0,3042811
$130.00,4,94.0,3043102
$95.00,1,100.0,3053443
$110.00,1,60.0,3068285
$145.00,1,98.0,3073038
$145.00,2,95.0,3079665
$375.00,4,99.0,3079929
$450.00,6,94.0,3081324
$165.00,1,100.0,3081560
$90.00,1,97.0,3082327
$295.00,3,100.0,3084671
$299.00,4,95.0,3093070
$105.00,2,97.0,3093543
$650.00,6,100.0,3102139
$275.00,2,96.0,3105361
$225.00,1,99.0,3105998
$125.00,2,97.0,3112427
$200.00,4,94.0,3114387
$250.00,2,100.0,3115424
$200.00,2,96.0,3116428
$185.00,4,99.0,3116974
$140.00,1,99.0,3122882
$275.00,3,98.0,3123536
$146.00,2,99.0,3124541
$280.00,5,98.0,3133266
$195.00,1,80.0,3140113
$400.00,1,99.0,3157463
$125.00,1,96.0,3157541
$139.00,1,96.0,3168359
$350.00,1,100.0,3175769
$208.00,2,96.0,3182798
$375.00,2,99.0,3183280
$500.00,2,96.0,3200431
$600.00,6,98.0,3201044
$145.00,1,96.0,3205059
$126.00,2,98.0,3218306
$279.00,4,96.0,3221082
$97.00,1,90.0,3225725
$145.00,1,93.0,3230459
$105.00,1,97.0,3240016
$138.00,1,100.0,3246879
$155.00,1,98.0,3250486
$263.00,6,87.0,3256704
$160.00,4,95.0,3257886
$53.00,1,95.0,3257979
$159.00,1,97.0,3261876
$360.00,1,100.0,3262216
$240.00,4,99.0,3263219
$125.00,1,98.0,3271517
$450.00,2,100.0,3280443
$129.00,1,97.0,3290739
$245.00,3,99.0,3292643
$200.00,2,98.0,3309722
$120.00,2,98.0,3311711
$155.00,2,97.0,3312490
$110.00,2,95.0,3319159
$195.00,2,97.0,3319447
$129.00,1,97.0,3325741
$250.00,2,100.0,3326640
$150.00,2,100.0,3333870
$138.00,1,98.0,3333937
$217.00,6,92.0,3343629
$70.00,1,91.0,3354004
$350.00,4,90.0,3354928
$150.00,1,100.0,3355334
$250.00,3,97.0,3376512
$79.00,1,96.0,3376895
$155.00,4,98.0,3377936
$327.00,4,96.0,3384413
$375.00,4,93.0,3385880
$125.00,1,97.0,3391368
$169.00,2,98.0,3394127
$900.00,6,100.0,3395051
$175.00,2,98.0,3402610
$115.00,1,94.0,3415171
$133.00,2,99.0,3416013
$96.00,1,99.0,3433930
$150.00,2,99.0,3441517
$238.00,1,99.0,3441949
$100.00,1,99.0,3442439
$100.00,2,100.0,3469254
$196.00,1,85.0,3475515
$148.00,1,100.0,3476601
$375.00,4,95.0,3479568
$155.00,1,93.0,3482655
$133.00,2,97.0,3486460
$110.00,2,97.0,3505185
$175.00,1,98.0,3506164
$675.00,1,98.0,3519611
$850.00,6,97.0,3520817
$300.00,4,98.0,3522990
$304.00,1,90.0,3532347
$119.00,1,98.0,3534282
$99.00,1,99.0,3549398
$185.00,2,94.0,3563261
$400.00,1,96.0,3565068
$200.00,1,100.0,3585034
$300.00,4,100.0,3591813
$250.00,1,98.0,3594786
$199.00,2,90.0,3611131
$110.00,1,89.0,3612236
$425.00,6,100.0,3613500
$675.00,5,100.0,3630122
$148.00,1,84.0,3655811
$72.00,1,96.0,3656251
$229.00,4,94.0,3664261
$86.00,2,86.0,3664693
$180.00,1,97.0,3672198
$224.00,1,92.0,3689368
$280.00,5,98.0,3697738
$178.00,4,98.0,3712976
$95.00,1,98.0,3716504
$117.00,2,97.0,3718865
$75.00,1,98.0,3719923
$141.00,2,99.0,3720392
$199.00,2,99.0,3721927
$425.00,1,98.0,3727061
$130.00,2,95.0,3743219
$200.00,1,99.0,3757966
$99.00,1,94.0,3759246
$165.00,2,97.0,3759368
$1250.00,8,98.0,3761446
$230.00,4,99.0,3767907
$110.00,1,94.0,3775090
$170.00,2,98.0,3780418
$375.00,4,93.0,3791003
$300.00,4,97.0,3792754
$164.00,1,99.0,3793678
$225.00,2,96.0,3793831
$295.00,2,94.0,3808193
$130.00,1,97.0,3811916
$129.00,2,99.0,3812931
$150.00,2,96.0,3832296
$99.00,4,96.0,3844037
$265.00,1,99.0,3852803
$445.00,2,100.0,3862478
$99.00,1,98.0,3870174
$85.00,1,99.0,3877462
$177.00,1,96.0,3883252
$299.00,1,96.0,3889219
$170.00,1,94.0,3890704
$90.00,1,93.0,3895335
$165.00,1,99.0,3895951
$95.00,1,94.0,3924524
$135.00,4,84.0,3944915
$120.00,1,97.0,3946571
$595.00,4,97.0,3962831
$450.00,4,97.0,3994686
$150.00,3,97.0,4013746
$117.00,2,100.0,4014209
$147.00,1,60.0,4015985
$109.00,1,91.0,4022209
$129.00,1,90.0,4022990
$500.00,3,92.0,4023249
$225.00,5,91.0,4023585
$120.00,1,98.0,4024236
$209.00,4,92.0,4026354
$1500.00,1,100.0,4033038
$550.00,5,100.0,4037590
$175.00,1,99.0,4052091
$129.00,1,89.0,4059549
$155.00,2,97.0,4069838
$225.00,2,99.0,4069917
$210.00,1,98.0,4074316
$395.00,1,98.0,4075971
$150.00,1,94.0,4077186
$1200.00,5,100.0,4093013
$129.00,1,99.0,4093807
$139.00,2,98.0,4093967
$220.00,2,98.0,4097700
$128.00,3,95.0,4100473
$123.00,1,97.0,4104344
$139.00,2,98.0,4105892
$140.00,2,98.0,4105958
$120.00,2,94.0,4106442
$99.00,1,91.0,4110344
$145.00,2,94.0,4121114
$110.00,2,96.0,4121691
$110.00,1,99.0,4122671
$119.00,1,98.0,4135201
$141.00,2,89.0,4145563
$150.00,1,99.0,4157192
$135.00,2,97.0,4157431
$250.00,1,100.0,4175174
$80.00,2,96.0,4175303
$1100.00,6,100.0,4183088
$99.00,1,99.0,4184406
$135.00,2,94.0,4191242
$195.00,1,98.0,4199015
$115.00,1,96.0,4215907
$90.00,1,95.0,4227441
$255.00,1,95.0,4242823
$225.00,2,99.0,4243837
$240.00,4,100.0,4250927
$150.00,2,99.0,4252808
$100.00,2,97.0,4257302
$100.00,2,87.0,4259418
$150.00,2,98.0,4269254
$175.00,1,100.0,4277696
$160.00,1,92.0,4280408
$175.00,2,94.0,4287481
$199.00,1,99.0,4305042
$75.00,2,100.0,4319230
$199.00,2,99.0,4321720
$280.00,4,98.0,4330861
$550.00,4,100.0,4358868
$129.00,1,91.0,4359078
$155.00,2,97.0,4359626
$130.00,2,99.0,4365969
$135.00,2,94.0,4372435
$139.00,1,99.0,4387067
$134.00,1,100.0,4392441
$199.00,2,99.0,4402199
$150.00,1,89.0,4416566
$95.00,1,91.0,4417901
$120.00,1,98.0,4418649
$1250.00,6,100.0,4422501
$360.00,4,99.0,4429475
$130.00,1,97.0,4429527
$95.00,1,93.0,4430996
$139.00,1,99.0,4439461
$150.00,2,98.0,4445540
$159.00,2,90.0,4446003
$110.00,1,87.0,4461197
$105.00,1,93.0,4462326
$155.00,2,92.0,4463165
$369.00,8,94.0,4463263
$38.00,1,92.0,4464347
$225.00,2,96.0,4470873
$200.00,2,95.0,4471474
$100.00,1,88.0,4476390
$299.00,4,100.0,4483550
$65.00,1,96.0,4493744
$180.00,1,92.0,4500244
$120.00,2,88.0,4510968
$350.00,2,97.0,4517932
$38.00,1,94.0,4518031
$38.00,1,94.0,4519757
$38.00,1,94.0,4519780
$95.00,1,95.0,4526608
$290.00,2,98.0,4527553
$214.00,2,100.0,4531215
$279.00,2,99.0,4532551
$100.00,1,99.0,4533440
$169.00,1,98.0,4533652
$225.00,4,98.0,4549330
$170.00,1,97.0,4549485
$99.00,1,97.0,4550843
$248.00,2,99.0,4558898
$60.00,1,97.0,4575906
$90.00,1,85.0,4576349
$93.00,1,95.0,4577224
$97.00,1,100.0,4597675
$175.00,2,99.0,4603953
$215.00,2,98.0,4607177
$300.00,3,98.0,4607282
$175.00,2,99.0,4614763
$99.00,1,93.0,4616040
$290.00,2,97.0,4616596
$139.00,3,98.0,4617719
$150.00,1,93.0,4621762
$169.00,1,98.0,4624467
$89.00,1,87.0,4631873
$109.00,1,91.0,4632133
$296.00,1,100.0,4638176
$150.00,2,99.0,4638266
$110.00,1,88.0,4638678
$120.00,1,97.0,4639434
$80.00,2,97.0,4650391
$220.00,1,96.0,4653332
$59.00,1,98.0,4654218
$350.00,4,93.0,4654737
$140.00,2,96.0,4663060
$575.00,5,98.0,4663132
$99.00,1,85.0,4668872
$38.00,1,93.0,4670847
$150.00,1,100.0,4677343
$545.00,1,100.0,4678599
$139.00,1,97.0,4695477
$249.00,1,99.0,4701489
$150.00,2,98.0,4710280
$110.00,1,99.0,4718531
$100.00,2,94.0,4718629
$230.00,1,93.0,4718898
$301.00,1,100.0,4719139
$99.00,1,95.0,4720512
$89.00,1,88.0,4728615
$88.00,1,97.0,4748287
$350.00,1,95.0,4760192
$250.00,2,98.0,4773944
$62.00,1,97.0,4774742
$180.00,2,90.0,4782281
$439.00,1,98.0,4794816
$150.00,1,99.0,4807817
$64.00,1,100.0,4825026
$224.00,2,98.0,4825217
$250.00,1,100.0,4832436
$120.00,1,99.0,4833101
$550.00,1,100.0,4838843
$85.00,1,98.0,4841027
$100.00,2,90.0,4855194
$250.00,3,96.0,4855686
$250.00,3,100.0,4856290
$124.00,1,100.0,4863182
$170.00,3,90.0,4867594
$145.00,1,98.0,4875549
$450.00,5,91.0,4880695
$126.00,1,93.0,4880988
$89.00,1,98.0,4882295
$83.00,1,95.0,4887475
$83.00,1,91.0,4887587
$250.00,2,96.0,4888308
$38.00,1,94.0,4890230
$169.00,1,88.0,4892016
$105.00,1,93.0,4896087
$38.00,1,95.0,4897143
$85.00,1,97.0,4897595
$89.00,2,90.0,4902063
$38.00,1,94.0,4902365
$38.00,1,95.0,4902444
$125.00,2,90.0,4902565
$115.00,2,91.0,4902729
$99.00,2,90.0,4902855
$115.00,2,89.0,4902907
$125.00,1,95.0,4907924
$129.00,2,91.0,4909117
$325.00,4,97.0,4936887
$75.00,1,93.0,4948327
$65.00,1,91.0,4948340
$125.00,1,96.0,4949779
$140.00,2,92.0,4956697
$225.00,2,99.0,4957143
$199.00,4,92.0,4959980
$109.00,2,95.0,4962043
$156.00,1,92.0,4965866
$200.00,3,97.0,4966389
$121.00,1,100.0,4987668
$775.00,1,98.0,4993804
$156.00,2,90.0,5007358
$139.00,1,99.0,5013816
$160.00,1,96.0,5019863
$100.00,1,87.0,5025420
$90.00,1,89.0,5027016
$200.00,1,99.0,5031525
$120.00,1,95.0,5031660
$192.00,1,89.0,5039206
$175.00,3,95.0,5045601
$183.00,2,100.0,5068486
$59.00,1,92.0,5070945
$89.00,1,90.0,5070973
$100.00,1,90.0,5076251
$89.00,1,100.0,5086367
$65.00,1,98.0,5094146
$350.00,1,100.0,5114942
$269.00,2,95.0,5117701
$350.00,2,99.0,5126076
$139.00,2,98.0,5144482
$144.00,1,99.0,5151423
$575.00,9,99.0,5154227
$59.00,1,83.0,5154242
$80.00,1,98.0,5154367
$90.00,1,94.0,5162669
$150.00,2,100.0,5172959
$234.00,1,95.0,5173043
$185.00,2,98.0,5174935
$525.00,4,96.0,5194736
$59.00,1,85.0,5195922
$58.00,1,90.0,5196070
$59.00,1,91.0,5196116
$125.00,1,99.0,5196142
$56.00,1,90.0,5196233
$55.00,1,96.0,5196399
$200.00,1,100.0,5212418
$190.00,1,100.0,5212469
$118.00,2,93.0,5217164
$250.00,4,96.0,5222044
$150.00,1,98.0,5242394
$200.00,2,100.0,5253001
$33.00,1,96.0,5253439
$99.00,1,93.0,5272750
$240.00,1,98.0,5286047
$59.00,1,30.0,5286782
$55.00,1,97.0,5299461
$33.00,1,93.0,5299538
$200.00,5,98.0,5309546
$200.00,1,98.0,5317789
$99.00,1,97.0,5319588
$80.00,1,95.0,5320351
$200.00,1,99.0,5325355
$450.00,1,100.0,5327231
$165.00,1,99.0,5345792
$90.00,2,92.0,5376278
$89.00,2,95.0,5394755
$189.00,1,100.0,5405637
$288.00,8,97.0,5406893
$214.00,2,94.0,5413930
$350.00,5,100.0,5433133
$400.00,1,100.0,5443493
$60.00,1,97.0,5468835
$129.00,1,90.0,5480795
$135.00,3,94.0,5500218
$260.00,1,99.0,5505643
$123.00,2,98.0,5536512
$350.00,1,100.0,5537718
$145.00,2,98.0,5547500
$178.00,1,98.0,5548977
$180.00,4,100.0,5557316
$141.00,2,97.0,5558933
$185.00,2,98.0,5559608
$169.00,1,98.0,5572169
$135.00,2,97.0,5577516
$155.00,2,95.0,5581254
$250.00,1,97.0,5591544
$154.00,1,87.0,5592637
$125.00,1,100.0,5592675
$283.00,1,100.0,5592754
$1000.00,1,96.0,5615061
$141.00,1,98.0,5616609
$125.00,1,98.0,5617847
$139.00,1,99.0,5631995
$165.00,2,97.0,5632275
$150.00,4,96.0,5632452
$400.00,1,80.0,5632672
$110.00,1,97.0,5666413
$110.00,1,91.0,5666454
$66.00,4,94.0,5696895
$200.00,2,90.0,5697110
$215.00,1,94.0,5749181
$120.00,1,97.0,5749839
$120.00,1,100.0,5774490
$80.00,1,87.0,5785978
$625.00,4,97.0,5788099
$125.00,4,88.0,5804060
$205.00,4,93.0,5811756
$205.00,4,92.0,5821220
$217.00,1,99.0,5849626
$144.00,1,95.0,5852066
$60.00,1,98.0,5853587
$520.00,4,100.0,5858973
$200.00,1,97.0,5861266
$200.00,2,99.0,5863674
$79.00,1,90.0,5871250
$250.00,2,100.0,5882524
$80.00,1,97.0,5884735
$235.00,6,100.0,5891594
$99.00,1,95.0,5904304
$79.00,1,98.0,5904305
$60.00,1,97.0,5905163
$75.00,1,95.0,5905530
$275.00,4,95.0,5918090
$130.00,3,90.0,5918432
$279.00,4,99.0,5919500
$249.00,1,99.0,5932678
$500.00,1,100.0,5933430
$95.00,1,98.0,5944921
$1300.00,1,100.0,5944989
$1252.00,1,100.0,5945396
$1465.00,2,99.0,5945605
$975.00,1,100.0,5945812
$109.00,2,97.0,5970639
$270.00,1,99.0,5980039
$235.00,1,100.0,5990171
$80.00,1,94.0,5998790
$280.00,4,100.0,6006021
$140.00,2,99.0,6006768
$350.00,1,97.0,6007925
$199.00,4,95.0,6015077
$150.00,1,83.0,6016647
$233.00,1,100.0,6020579
$400.00,4,99.0,6042966
$230.00,1,97.0,6045869
$600.00,1,100.0,6072316
$200.00,2,98.0,6072767
$156.00,1,95.0,6074750
$95.00,2,97.0,6080799
$90.00,1,91.0,6091945
$258.00,2,99.0,6092049
$174.00,1,98.0,6092596
$79.00,1,97.0,6103791
$209.00,1,86.0,6107258
$299.00,4,98.0,6107359
$245.00,1,100.0,6108439
$135.00,2,97.0,6117147
$125.00,1,97.0,6119086
$199.00,1,99.0,6119683
$49.00,1,97.0,6120540
$499.00,1,98.0,6132191
$150.00,2,94.0,6145605
$249.00,2,98.0,6156195
$300.00,2,95.0,6168622
$129.00,1,85.0,6169292
$229.00,1,100.0,6181182
$250.00,1,96.0,6195258
$110.00,1,97.0,6214853
$450.00,1,98.0,6224858
$350.00,2,100.0,6238514
$98.00,2,98.0,6245649
$255.00,1,95.0,6257770
$173.00,4,100.0,6261638
$85.00,2,95.0,6272183
$125.00,1,96.0,6272816
$160.00,2,94.0,6273036
$285.00,1,97.0,6275722
$151.00,1,100.0,6301675
$65.00,1,97.0,6316753
$300.00,1,100.0,6324586
$225.00,2,99.0,6326133
$3000.00,6,97.0,6329340
$180.00,2,97.0,6329731
$196.00,1,95.0,6331695
$500.00,2,97.0,6335352
$240.00,2,99.0,6336315
$200.00,1,60.0,6338562
$99.00,1,98.0,6344096
$250.00,2,97.0,6344500
$200.00,1,100.0,6348293
$125.00,1,98.0,6348742
$200.00,1,93.0,6360976
$342.00,2,100.0,6364873
$89.00,1,96.0,6365190
$129.00,1,99.0,6365956
$116.00,1,92.0,6373849
$80.00,1,97.0,6374167
$680.00,1,98.0,6376338
$89.00,1,94.0,6378495
$625.00,3,100.0,6387526
$185.00,2,97.0,6402782
$370.00,1,99.0,6415052
$139.00,2,99.0,6423158
$120.00,1,98.0,6430646
$91.00,2,88.0,6437010
$300.00,4,87.0,6448545
$135.00,3,97.0,6453006
$249.00,1,97.0,6453774
$450.00,3,100.0,6464280
$299.00,1,91.0,6481492
$84.00,2,97.0,6494663
$200.00,2,99.0,6505426
$250.00,2,98.0,6512986
$265.00,3,98.0,6514826
$250.00,1,100.0,6516295
$300.00,1,100.0,6522477
$265.00,1,100.0,6523507
$129.00,1,80.0,6526129
$50.00,1,100.0,6526344
$114.00,2,97.0,6529234
$134.00,1,99.0,6543813
$399.00,4,97.0,6544530
$75.00,2,97.0,6557736
$135.00,2,100.0,6560870
$58.00,1,100.0,6587558
$375.00,1,100.0,6591087
$380.00,4,97.0,6591405
$95.00,1,100.0,6600081
$74.00,2,73.0,6601749
$350.00,2,98.0,6604564
$160.00,1,99.0,6604799
$300.00,6,96.0,6627450
$109.00,2,95.0,6628985
$120.00,2,96.0,6629798
$150.00,1,100.0,6643496
$110.00,1,94.0,6648062
$259.00,2,96.0,6649234
$149.00,2,94.0,6653474
$66.00,2,84.0,6662128
$68.00,2,87.0,6662231
$295.00,6,100.0,6684182
$105.00,1,97.0,6688004
$80.00,1,100.0,6691495
$370.00,1,100.0,6701045
$150.00,1,98.0,6713990
$100.00,2,97.0,6715383
$95.00,1,96.0,6716133
$105.00,1,96.0,6727254
$88.00,1,91.0,6730473
$219.00,2,99.0,6747672
$350.00,1,99.0,6748645
$300.00,2,94.0,6749412
$300.00,1,98.0,6782479
$99.00,1,99.0,6793767
$185.00,3,100.0,6796392
$190.00,4,96.0,6800168
$159.00,3,97.0,6822070
$260.00,2,98.0,6822748
$240.00,1,100.0,6835302
$252.00,1,100.0,6835462
$249.00,1,99.0,6836411
$193.00,2,93.0,6836785
$1000.00,2,94.0,6836928
$710.00,1,100.0,6864929
$1000.00,6,100.0,6870420
$165.00,2,100.0,6878780
$195.00,1,98.0,6883183
$225.00,1,100.0,6886839
$150.00,1,100.0,6887043
$350.00,1,98.0,6887081
$220.00,1,60.0,6898334
$100.00,1,98.0,6911587
$90.00,2,98.0,6913294
$400.00,6,97.0,6915497
$128.00,1,97.0,6922612
$300.00,2,99.0,6926901
$219.00,3,94.0,6934867
$157.00,2,96.0,6934874
$265.00,1,98.0,6936417
$75.00,2,94.0,6938818
$75.00,1,97.0,6940354
$75.00,1,84.0,6940448
$83.00,1,80.0,6955678
$225.00,2,96.0,6957662
$179.00,2,98.0,6968158
$140.00,1,98.0,6970746
$60.00,1,99.0,6973383
$197.00,1,96.0,6973631
$95.00,1,96.0,6985131
$149.00,2,99.0,6993593
$245.00,1,96.0,7004802
$219.00,3,99.0,7007759
$80.00,1,97.0,7009654
$125.00,1,99.0,7009791
$190.00,6,99.0,7009809
$93.00,1,97.0,7012313
$150.00,1,96.0,7020637
$88.00,1,99.0,7022309
$125.00,1,99.0,7026287
$190.00,2,98.0,7027139
$250.00,6,98.0,7028127
$115.00,1,100.0,7034114
$179.00,2,99.0,7035672
$240.00,7,95.0,7038488
$99.00,1,93.0,7054235
$174.00,6,97.0,7065335
$350.00,1,98.0,7065694
$38.00,1,95.0,7067087
$38.00,1,95.0,7067681
$53.00,1,98.0,7068804
$132.00,1,100.0,7072662
$99.00,2,99.0,7073115
$79.00,1,99.0,7086626
$50.00,1,100.0,7093018
$1000.00,4,100.0,7111861
$129.00,2,95.0,7140740
$110.00,1,86.0,7143032
$449.00,1,93.0,7146663
$110.00,1,99.0,7162627
$239.00,4,97.0,7178670
$269.00,2,100.0,7180020
$125.00,1,91.0,7181279
$875.00,8,95.0,7181655
$130.00,1,99.0,7182761
$130.00,1,94.0,7196412
$249.00,2,98.0,7202063
$320.00,5,99.0,7204761
$295.00,2,98.0,7217193
$140.00,2,91.0,7220035
$109.00,2,96.0,7222704
$116.00,1,95.0,7226841
$750.00,1,97.0,7227605
$975.00,6,99.0,7227910
$400.00,1,98.0,7228563
$125.00,3,97.0,7247351
$95.00,1,89.0,7247746
$60.00,1,92.0,7259606
$75.00,1,92.0,7259880
$115.00,1,99.0,7275084
$300.00,5,94.0,7281346
$95.00,1,98.0,7290262
$155.00,2,96.0,7292878
$99.00,2,100.0,7302136
$280.00,2,96.0,7309811
$179.00,2,97.0,7309852
$120.00,2,60.0,7323097
$238.00,2,100.0,7327920
$250.00,4,97.0,7331464
$200.00,1,95.0,7340055
$75.00,2,93.0,7341076
$210.00,1,100.0,7342996
$1400.00,1,97.0,7343245
$38.00,1,96.0,7343277
$400.00,6,96.0,7344289
$210.00,1,100.0,7345170
$220.00,2,98.0,7345468
$125.00,2,99.0,7348398
$140.00,3,95.0,7360699
$110.00,1,89.0,7367530
$170.00,2,93.0,7367786
$850.00,3,96.0,7386838
$250.00,2,97.0,7389541
$199.00,2,88.0,7393518
$275.00,4,90.0,7402986
$475.00,1,96.0,7404181
$170.00,1,93.0,7421008
$125.00,1,97.0,7437925
$339.00,1,97.0,7439398
$565.00,6,100.0,7459197
$193.00,4,100.0,7459988
$92.00,2,96.0,7478631
$148.00,2,99.0,7483031
$218.00,2,100.0,7493513
$232.00,1,96.0,7493861
$130.00,2,100.0,7499793
$114.00,2,98.0,7514742
$600.00,6,100.0,7544803
$128.00,1,98.0,7547105
$110.00,1,89.0,7548762
$475.00,1,98.0,7549488
$1025.00,7,98.0,7558236
$149.00,1,96.0,7562249
$375.00,1,100.0,7562547
$625.00,5,98.0,7596529
$262.00,2,99.0,7612118
$200.00,1,93.0,7618503
$160.00,3,100.0,7618833
$45.00,1,94.0,7637533
$120.00,1,96.0,7663003
$700.00,5,99.0,7665362
$145.00,4,67.0,7666482
$599.00,1,99.0,7676566
$199.00,1,100.0,7680348
$150.00,1,96.0,7681228
$188.00,1,99.0,7689528
$65.00,1,100.0,7695697
$250.00,1,93.0,7696468
$80.00,1,98.0,7697503
$175.00,1,100.0,7699276
$450.00,1,100.0,7699710
$995.00,6,100.0,7701360
$170.00,2,94.0,7715542
$1300.00,1,100.0,7715861
$110.00,1,98.0,7718075
$275.00,4,95.0,7726184
$170.00,3,98.0,7729217
$269.00,1,98.0,7754018
$397.00,2,99.0,7764531
$95.00,2,93.0,7785897
$228.00,4,94.0,7788844
$299.00,1,100.0,7805578
$220.00,1,99.0,7808104
$320.00,1,100.0,7810254
$80.00,2,96.0,7825894
$550.00,1,95.0,7840831
$265.00,2,95.0,7841744
$217.00,4,88.0,7842771
$260.00,2,98.0,7844031
$150.00,2,97.0,7845599
$175.00,3,96.0,7854509
$400.00,1,99.0,7856443
$180.00,1,100.0,7859448
$210.00,1,94.0,7870535
$400.00,4,95.0,7873804
$425.00,4,98.0,7884875
$125.00,1,95.0,7886634
$400.00,1,96.0,7896925
$180.00,1,96.0,7897391
$140.00,2,100.0,7899085
$150.00,1,94.0,7902505
$90.00,1,96.0,7902889
$100.00,1,80.0,7903768
$100.00,2,97.0,7922690
$390.00,3,99.0,7923146
$109.00,1,96.0,7930461
$250.00,1,97.0,7930685
$185.00,2,99.0,7931074
$49.00,1,97.0,7933558
$200.00,4,97.0,7933807
$95.00,2,98.0,7939511
$110.00,2,95.0,7949624
$115.00,2,96.0,7949668
$350.00,1,97.0,7950946
$180.00,1,93.0,7958214
$180.00,1,97.0,7958278
$180.00,1,93.0,7958316
$180.00,1,98.0,7958349
$269.00,1,97.0,7963103
$220.00,1,97.0,7968598
$640.00,1,100.0,7968749
$155.00,2,95.0,7972067
$255.00,2,95.0,7973781
$69.00,2,100.0,7975011
$450.00,4,98.0,7982082
$149.00,2,99.0,7987618
$140.00,2,98.0,7989636
$173.00,2,100.0,7998215
$165.00,2,97.0,8005452
$70.00,1,96.0,8018902
$99.00,1,98.0,8030646
$180.00,1,96.0,8033268
$180.00,1,100.0,8033975
$150.00,1,100.0,8035001
$495.00,1,100.0,8041262
$120.00,2,97.0,8048653
$162.00,4,91.0,8051735
$250.00,2,98.0,8053481
$185.00,2,98.0,8053887
$120.00,3,96.0,8055632
$299.00,1,100.0,8061617
$3200.00,1,100.0,8066789
$279.00,1,90.0,8068539
$170.00,4,98.0,8082364
$190.00,1,98.0,8084285
$190.00,1,100.0,8084290
$129.00,1,100.0,8085920
$250.00,1,100.0,8089051
$129.00,1,96.0,8101297
$250.00,2,94.0,8101619
$56.00,1,97.0,8102262
$301.00,1,100.0,8105804
$390.00,2,99.0,8105974
$299.00,1,97.0,8117174
$139.00,1,98.0,8117667
$2000.00,1,100.0,8119395
$345.00,10,87.0,8125277
$85.00,1,94.0,8144992
$70.00,1,100.0,8151839
$75.00,2,100.0,8151934
$99.00,1,93.0,8152867
$175.00,1,99.0,8155106
$410.00,4,98.0,8155586
$210.00,2,96.0,8164773
$133.00,1,98.0,8167459
$140.00,1,98.0,8172628
$150.00,1,96.0,8187584
$150.00,1,96.0,8192881
$135.00,1,98.0,8195090
$135.00,2,93.0,8195144
$249.00,1,100.0,8202578
$204.00,4,94.0,8207665
$129.00,2,100.0,8208052
$150.00,1,97.0,8209055
$39.00,1,93.0,8209591
$140.00,2,94.0,8221207
$105.00,1,96.0,8255072
