cleaning_fee,review_scores_cleanliness,id
$200.00,10.0,4014209
$100.00,8.0,4015985
$0.00,9.0,4022209
$0.00,9.0,4022990
$300.00,10.0,4023249
$250.00,8.0,4023585
$89.00,10.0,4026354
$500.00,10.0,4033038
$150.00,10.0,4037590
$30.00,10.0,4052091
$0.00,9.0,4059549
$50.00,10.0,4069838
$100.00,10.0,4069917
$100.00,9.0,4074316
$425.00,10.0,4075971
$100.00,10.0,4077186
$50.00,10.0,4093013
$50.00,10.0,4093807
$60.00,10.0,4093967
$50.00,10.0,4097700
$160.00,9.0,4100473
$35.00,10.0,4104344
$60.00,10.0,4105892
$50.00,10.0,4105958
$120.00,9.0,4106442
$0.00,9.0,4110344
$175.00,10.0,4121114
$100.00,10.0,4121691
$40.00,10.0,4122671
$35.00,10.0,4135201
$90.00,10.0,4145563
$80.00,10.0,4157192
$160.00,10.0,4157431
$150.00,10.0,4175174
$45.00,9.0,4175303
$175.00,10.0,4183088
$75.00,10.0,4184406
$100.00,10.0,4191242
$100.00,10.0,4199015
$75.00,10.0,4215907
$50.00,10.0,4227441
$160.00,10.0,4242823
$100.00,10.0,4243837
$125.00,10.0,4250927
$50.00,10.0,4252808
$60.00,10.0,4257302
$130.00,9.0,4259418
$60.00,10.0,4269254
$125.00,10.0,4277696
$50.00,9.0,4280408
$80.00,10.0,4287481
$100.00,10.0,4305042
$0.00,9.0,4319230
$100.00,10.0,4330861
$150.00,10.0,4358868
$0.00,9.0,4359078
$80.00,10.0,4359626
$65.00,10.0,4365969
$85.00,9.0,4372435
$30.00,10.0,4387067
$225.00,10.0,4392441
$150.00,10.0,4402199
$150.00,9.0,4416566
$10.00,10.0,4418649
$250.00,10.0,4422501
$225.00,10.0,4429475
$75.00,10.0,4429527
$30.00,10.0,4439461
$200.00,10.0,4445540
$50.00,9.0,4446003
$100.00,8.0,4461197
$175.00,10.0,4462326
$95.00,9.0,4463165
$0.00,10.0,4463263
$0.00,9.0,4464347
$175.00,10.0,4470873
$150.00,9.0,4471474
$100.00,9.0,4476390
$80.00,10.0,4483550
$20.00,10.0,4493744
$110.00,9.0,4500244
$125.00,9.0,4510968
$90.00,10.0,4517932
$0.00,9.0,4518031
$0.00,9.0,4519757
$0.00,9.0,4519780
$20.00,9.0,4526608
$100.00,10.0,4527553
$95.00,10.0,4531215
$99.00,10.0,4532551
$20.00,10.0,4533440
$55.00,10.0,4533652
$100.00,10.0,4549330
$100.00,10.0,4549485
$40.00,10.0,4558898
$50.00,9.0,4575906
$80.00,9.0,4576349
$50.00,10.0,4577224
$75.00,10.0,4597675
$150.00,10.0,4603953
$100.00,10.0,4607177
$175.00,9.0,4607282
$75.00,10.0,4614763
$299.00,9.0,4616040
$90.00,10.0,4616596
$80.00,10.0,4617719
$100.00,9.0,4621762
$100.00,10.0,4624467
$0.00,9.0,4631873
$175.00,10.0,4638176
$25.00,10.0,4638678
$80.00,10.0,4639434
$20.00,10.0,4650391
$70.00,9.0,4653332
$39.00,10.0,4654218
$120.00,10.0,4654737
$45.00,10.0,4663060
$160.00,10.0,4663132
$150.00,9.0,4668872
$0.00,9.0,4670847
$75.00,8.0,4677343
$80.00,10.0,4678599
$50.00,10.0,4695477
$79.00,10.0,4701489
$150.00,10.0,4710280
$15.00,10.0,4718531
$20.00,9.0,4718629
$250.00,10.0,4718898
$300.00,9.0,4719139
$30.00,10.0,4720512
$25.00,9.0,4728615
$60.00,9.0,4748287
$150.00,9.0,4760192
$120.00,10.0,4773944
$50.00,10.0,4774742
$80.00,9.0,4782281
$90.00,10.0,4794816
$150.00,10.0,4807817
$0.00,10.0,4825026
$70.00,10.0,4825217
$80.00,10.0,4832436
$20.00,10.0,4833101
$145.00,10.0,4838843
$75.00,8.0,4855194
$150.00,10.0,4855686
$100.00,10.0,4856290
$125.00,10.0,4863182
$120.00,8.0,4867594
$255.00,8.0,4880695
$80.00,9.0,4880988
$0.00,9.0,4887475
$100.00,10.0,4888308
$0.00,9.0,4890230
$0.00,9.0,4892016
$100.00,10.0,4896087
$0.00,9.0,4897143
$55.00,10.0,4897595
$25.00,9.0,4902063
$0.00,9.0,4902365
$0.00,9.0,4902444
$25.00,9.0,4902565
$19.00,9.0,4902729
$25.00,9.0,4902855
$25.00,9.0,4902907
$75.00,9.0,4907924
$25.00,10.0,4909117
$125.00,9.0,4936887
$20.00,9.0,4948327
$20.00,9.0,4948340
$75.00,9.0,4949779
$80.00,10.0,4956697
$75.00,10.0,4957143
$120.00,10.0,4959980
$50.00,9.0,4962043
$80.00,10.0,4965866
$100.00,9.0,4966389
$70.00,10.0,4987668
$250.00,10.0,4993804
$25.00,9.0,5007358
$30.00,10.0,5013816
$360.00,9.0,5019863
$80.00,9.0,5025420
$300.00,10.0,5027016
$160.00,10.0,5031525
$80.00,10.0,5031660
$250.00,9.0,5039206
$250.00,10.0,5045601
$25.00,9.0,5070945
$25.00,9.0,5070973
$35.00,9.0,5076251
$50.00,10.0,5086367
$25.00,10.0,5094146
$0.00,10.0,5114942
$150.00,10.0,5117701
$100.00,10.0,5126076
$65.00,10.0,5144482
$50.00,10.0,5151423
$100.00,10.0,5154227
$60.00,10.0,5154242
$30.00,10.0,5154367
$45.00,9.0,5162669
$0.00,10.0,5172959
$99.00,10.0,5173043
$100.00,10.0,5174935
$150.00,10.0,5194736
$69.00,10.0,5195922
$60.00,9.0,5196070
$69.00,10.0,5196116
$145.00,10.0,5196142
$60.00,10.0,5196233
$0.00,9.0,5196399
$120.00,10.0,5212469
$75.00,10.0,5217164
$125.00,10.0,5222044
$50.00,10.0,5242394
$180.00,10.0,5253001
$0.00,9.0,5253439
$0.00,9.0,5272750
$50.00,10.0,5286047
$35.00,3.0,5286782
$0.00,9.0,5299461
$0.00,8.0,5299538
$140.00,10.0,5309546
$50.00,10.0,5317789
$30.00,10.0,5319588
$130.00,10.0,5320351
$75.00,10.0,5325355
$125.00,10.0,5327231
$25.00,10.0,5345792
$75.00,9.0,5376278
$60.00,9.0,5394755
$225.00,10.0,5405637
$0.00,10.0,5406893
$120.00,9.0,5413930
$200.00,10.0,5433133
$10.00,10.0,5468835
$0.00,10.0,5480795
$95.00,10.0,5500218
$49.00,9.0,5536512
$150.00,10.0,5537718
$50.00,10.0,5547500
$99.00,10.0,5548977
$250.00,10.0,5557316
$90.00,10.0,5558933
$30.00,10.0,5559608
$40.00,10.0,5572169
$100.00,10.0,5577516
$95.00,10.0,5581254
$125.00,9.0,5591544
$100.00,9.0,5592637
$250.00,10.0,5592754
$250.00,10.0,5615061
$60.00,10.0,5616609
$45.00,10.0,5617847
$80.00,10.0,5632275
$80.00,10.0,5632452
$125.00,8.0,5632672
$70.00,9.0,5666413
$80.00,10.0,5666454
$150.00,10.0,5696895
$0.00,10.0,5697110
$80.00,10.0,5749181
$80.00,10.0,5749839
$180.00,10.0,5788099
$100.00,9.0,5804060
$285.00,9.0,5811756
$285.00,9.0,5821220
$85.00,10.0,5849626
$54.00,10.0,5852066
$25.00,10.0,5853587
$500.00,10.0,5858973
$55.00,9.0,5861266
$88.00,10.0,5863674
$25.00,10.0,5871250
$120.00,10.0,5882524
$75.00,10.0,5884735
$250.00,10.0,5891594
$40.00,10.0,5904304
$40.00,10.0,5904305
$50.00,10.0,5905163
$20.00,10.0,5905530
$110.00,10.0,5918090
$150.00,8.0,5918432
$125.00,10.0,5919500
$150.00,10.0,5932678
$125.00,10.0,5933430
$15.00,10.0,5944921
$95.00,10.0,5945605
$79.00,10.0,5970639
$100.00,10.0,5980039
$250.00,10.0,5990171
$30.00,9.0,5998790
$125.00,10.0,6006021
$45.00,10.0,6006768
$80.00,9.0,6007925
$160.00,9.0,6015077
$50.00,9.0,6016647
$160.00,10.0,6020579
$150.00,10.0,6042966
$80.00,10.0,6045869
$100.00,10.0,6072316
$75.00,10.0,6072767
$50.00,10.0,6074750
$85.00,10.0,6080799
$50.00,9.0,6091945
$85.00,10.0,6092049
$90.00,10.0,6092596
$25.00,10.0,6103791
$0.00,9.0,6107258
$90.00,10.0,6107359
$150.00,10.0,6108439
$75.00,10.0,6117147
$50.00,10.0,6119086
$50.00,10.0,6119683
$20.00,10.0,6120540
$185.00,10.0,6132191
$85.00,10.0,6145605
$70.00,10.0,6156195
$180.00,10.0,6168622
$0.00,9.0,6169292
$125.00,10.0,6181182
$75.00,10.0,6195258
$100.00,10.0,6214853
$150.00,10.0,6224858
$150.00,10.0,6238514
$100.00,10.0,6245649
$100.00,9.0,6257770
$160.00,10.0,6261638
$120.00,10.0,6272183
$125.00,10.0,6272816
$71.00,10.0,6273036
$150.00,10.0,6275722
$150.00,10.0,6301675
$30.00,9.0,6316753
$115.00,10.0,6324586
$110.00,10.0,6326133
$120.00,10.0,6329340
$60.00,10.0,6329731
$65.00,10.0,6331695
$120.00,10.0,6335352
$50.00,10.0,6336315
$70.00,10.0,6344096
$125.00,10.0,6344500
$225.00,10.0,6348742
$100.00,9.0,6360976
$150.00,10.0,6364873
$59.00,9.0,6365190
$10.00,10.0,6365956
$120.00,10.0,6373849
$110.00,10.0,6376338
$59.00,9.0,6378495
$325.00,10.0,6387526
$100.00,10.0,6402782
$150.00,10.0,6415052
$70.00,10.0,6423158
$40.00,10.0,6430646
$0.00,9.0,6437010
$199.00,8.0,6448545
$55.00,10.0,6453006
$79.00,10.0,6453774
$150.00,10.0,6464280
$125.00,8.0,6481492
$50.00,10.0,6494663
$70.00,10.0,6505426
$150.00,10.0,6512986
$150.00,10.0,6514826
$100.00,10.0,6516295
$70.00,10.0,6523507
$75.00,6.0,6526129
$75.00,10.0,6526344
$80.00,10.0,6529234
$33.00,10.0,6543813
$120.00,9.0,6544530
$50.00,10.0,6557736
$40.00,10.0,6560870
$0.00,10.0,6587558
$90.00,10.0,6591087
$180.00,10.0,6591405
$25.00,10.0,6600081
$120.00,7.0,6601749
$80.00,10.0,6604564
$55.00,10.0,6604799
$250.00,10.0,6627450
$45.00,10.0,6628985
$20.00,10.0,6629798
$15.00,10.0,6643496
$50.00,10.0,6648062
$69.00,10.0,6649234
$75.00,9.0,6653474
$100.00,9.0,6662128
$100.00,9.0,6662231
$250.00,10.0,6684182
$0.00,10.0,6688004
$15.00,10.0,6691495
$250.00,9.0,6701045
$50.00,9.0,6713990
$150.00,10.0,6715383
$150.00,10.0,6716133
$125.00,9.0,6727254
$80.00,9.0,6730473
$95.00,10.0,6747672
$150.00,10.0,6748645
$100.00,9.0,6749412
$140.00,10.0,6782479
$195.00,10.0,6793767
$270.00,10.0,6796392
$100.00,10.0,6800168
$80.00,10.0,6822070
$60.00,10.0,6822748
$250.00,10.0,6835302
$250.00,10.0,6835462
$69.00,10.0,6836411
$65.00,9.0,6836785
$185.00,10.0,6836928
$200.00,10.0,6864929
$250.00,10.0,6870420
$0.00,10.0,6878780
$35.00,10.0,6883183
$150.00,10.0,6886839
$100.00,10.0,6887043
$150.00,10.0,6887081
$250.00,6.0,6898334
$35.00,10.0,6911587
$85.00,10.0,6913294
$175.00,10.0,6915497
$70.00,10.0,6922612
$100.00,10.0,6926901
$400.00,10.0,6934867
$300.00,10.0,6934874
$120.00,10.0,6936417
$55.00,10.0,6938818
$40.00,10.0,6940354
$35.00,8.0,6940448
$150.00,7.0,6955678
$175.00,10.0,6957662
$40.00,10.0,6968158
$65.00,10.0,6970746
$30.00,9.0,6973383
$60.00,10.0,6973631
$55.00,10.0,6985131
$79.00,10.0,6993593
$60.00,10.0,7004802
$80.00,10.0,7007759
$30.00,10.0,7009654
$0.00,10.0,7009791
$225.00,10.0,7009809
$150.00,10.0,7012313
$80.00,9.0,7020637
$45.00,10.0,7022309
$40.00,10.0,7026287
$60.00,10.0,7027139
$150.00,10.0,7028127
$35.00,10.0,7034114
$75.00,10.0,7035672
$100.00,9.0,7038488
$70.00,10.0,7054235
$100.00,10.0,7065335
$0.00,9.0,7067087
$0.00,9.0,7067681
$35.00,9.0,7068804
$59.00,10.0,7073115
$48.00,10.0,7086626
$300.00,10.0,7111861
$40.00,10.0,7140740
$25.00,9.0,7143032
$80.00,10.0,7162627
$79.00,10.0,7178670
$115.00,10.0,7180020
$95.00,9.0,7181279
$200.00,10.0,7181655
$60.00,10.0,7182761
$50.00,9.0,7196412
$200.00,10.0,7202063
$150.00,10.0,7204761
$50.00,10.0,7217193
$95.00,10.0,7220035
$75.00,10.0,7222704
$100.00,9.0,7226841
$150.00,10.0,7227605
$300.00,10.0,7227910
$200.00,10.0,7228563
$35.00,10.0,7247351
$95.00,9.0,7247746
$40.00,9.0,7259606
$80.00,9.0,7259880
$100.00,9.0,7281346
$80.00,10.0,7292878
$60.00,9.0,7302136
$125.00,10.0,7309811
$120.00,10.0,7309852
$205.00,9.0,7323097
$85.00,10.0,7327920
$100.00,10.0,7331464
$111.00,10.0,7340055
$20.00,10.0,7341076
$200.00,10.0,7343245
$0.00,9.0,7343277
$85.00,9.0,7344289
$50.00,10.0,7345468
$40.00,10.0,7348398
$90.00,10.0,7360699
$25.00,9.0,7367530
$150.00,9.0,7367786
$250.00,10.0,7386838
$50.00,10.0,7389541
$95.00,10.0,7393518
$125.00,9.0,7402986
$130.00,9.0,7404181
$100.00,9.0,7421008
$25.00,9.0,7437925
$99.00,10.0,7439398
$90.00,10.0,7459197
$250.00,10.0,7459988
$140.00,10.0,7478631
$100.00,10.0,7483031
$250.00,10.0,7493513
$250.00,9.0,7493861
$125.00,10.0,7499793
$50.00,10.0,7514742
$250.00,10.0,7544803
$15.00,10.0,7547105
$25.00,9.0,7548762
$199.00,10.0,7549488
$300.00,10.0,7558236
$250.00,10.0,7562249
$75.00,10.0,7562547
$125.00,10.0,7596529
$150.00,10.0,7612118
$100.00,9.0,7618503
$120.00,10.0,7618833
$0.00,9.0,7637533
$40.00,10.0,7663003
$75.00,10.0,7665362
$150.00,7.0,7666482
$243.00,10.0,7676566
$100.00,10.0,7680348
$150.00,9.0,7681228
$85.00,10.0,7689528
$150.00,10.0,7695697
$30.00,10.0,7697503
$75.00,10.0,7699276
$175.00,10.0,7699710
$250.00,10.0,7701360
$60.00,10.0,7715542
$30.00,10.0,7718075
$150.00,10.0,7726184
$40.00,10.0,7729217
$69.00,10.0,7754018
$110.00,10.0,7764531
$50.00,9.0,7785897
$80.00,10.0,7788844
$100.00,9.0,7808104
$75.00,10.0,7810254
$60.00,10.0,7825894
$100.00,10.0,7840831
$100.00,10.0,7841744
$100.00,10.0,7842771
$100.00,10.0,7844031
$66.00,9.0,7845599
$110.00,10.0,7854509
$150.00,10.0,7856443
$200.00,10.0,7859448
$150.00,10.0,7870535
$0.00,9.0,7873804
$160.00,10.0,7884875
$0.00,10.0,7886634
$200.00,10.0,7896925
$90.00,10.0,7899085
$110.00,10.0,7902505
$10.00,10.0,7902889
$20.00,10.0,7922690
$100.00,10.0,7923146
$50.00,10.0,7930461
$125.00,10.0,7930685
$95.00,10.0,7931074
$125.00,10.0,7933558
$99.00,10.0,7933807
$70.00,10.0,7939511
$49.00,10.0,7949624
$49.00,10.0,7949668
$69.00,10.0,7963103
$150.00,10.0,7968598
$75.00,10.0,7968749
$95.00,10.0,7972067
$125.00,10.0,7973781
$129.00,10.0,7975011
$140.00,10.0,7982082
$79.00,10.0,7987618
$55.00,10.0,7989636
$80.00,10.0,7998215
$175.00,10.0,8005452
$70.00,10.0,8030646
$50.00,10.0,8035001
$150.00,10.0,8041262
$20.00,10.0,8048653
$160.00,10.0,8051735
$125.00,10.0,8053481
$120.00,10.0,8053887
$20.00,10.0,8055632
$100.00,10.0,8061617
$320.00,10.0,8066789
$495.00,9.0,8068539
$100.00,10.0,8082364
$75.00,10.0,8085920
$10.00,9.0,8101297
$200.00,9.0,8101619
$25.00,10.0,8102262
$300.00,10.0,8105804
$140.00,10.0,8105974
$50.00,10.0,8117174
$40.00,10.0,8117667
$500.00,10.0,8119395
$350.00,8.0,8125277
$85.00,9.0,8144992
$50.00,10.0,8151839
$50.00,9.0,8151934
$75.00,10.0,8152867
$40.00,10.0,8155106
$249.00,9.0,8155586
$200.00,10.0,8164773
$30.00,10.0,8167459
$35.00,10.0,8172628
$50.00,9.0,8187584
$75.00,9.0,8192881
$25.00,10.0,8195090
$60.00,10.0,8195144
$69.00,10.0,8202578
$120.00,10.0,8207665
$250.00,10.0,8208052
$120.00,10.0,8209055
$75.00,8.0,8209591
$90.00,10.0,8221207
$25.00,10.0,8255072
$90.00,10.0,8270952
$95.00,10.0,8272458
$25.00,10.0,8274904
$0.00,10.0,8275596
$19.00,10.0,8276309
$50.00,10.0,8277718
$45.00,9.0,8287266
$50.00,10.0,8290464
$60.00,9.0,8308630
$80.00,10.0,8309401
$55.00,10.0,8324569
$70.00,9.0,8328410
$90.00,10.0,8336042
$125.00,10.0,8336228
$100.00,9.0,8336617
$250.00,9.0,8338986
$160.00,10.0,8340498
$60.00,10.0,8351923
$18.00,10.0,8352275
$10.00,10.0,8356380
$60.00,9.0,8382187
$25.00,10.0,8411606
$500.00,10.0,8418067
$300.00,10.0,8422161
$95.00,9.0,8438267
$250.00,10.0,8441614
$90.00,10.0,8456859
$85.00,9.0,8459807
$40.00,10.0,8464365
$40.00,10.0,8472083
$100.00,10.0,8472666
$95.00,10.0,8472927
$70.00,10.0,8474183
$40.00,10.0,8474452
$100.00,10.0,8489712
$70.00,10.0,8499631
$125.00,10.0,8500048
$250.00,9.0,8501670
$75.00,10.0,8520295
$50.00,10.0,8524982
$120.00,10.0,8542873
$25.00,9.0,8554141
$125.00,10.0,8564563
$25.00,9.0,8565105
$50.00,10.0,8568826
$200.00,10.0,8576907
$450.00,10.0,8578964
$150.00,8.0,8590211
$100.00,9.0,8592609
$140.00,10.0,8595304
$80.00,10.0,8597021
$185.00,10.0,8612967
$250.00,10.0,8646903
$100.00,10.0,8655125
$25.00,9.0,8684508
$25.00,9.0,8685570
$25.00,9.0,8685652
$25.00,9.0,8685716
$25.00,9.0,8685766
$25.00,9.0,8685898
$125.00,10.0,8701367
$75.00,10.0,8717641
$30.00,8.0,8733261
$100.00,10.0,8735636
$100.00,9.0,8760949
$85.00,10.0,8762967
$0.00,9.0,8763366
$0.00,9.0,8763407
$0.00,9.0,8763529
$0.00,9.0,8763620
$80.00,9.0,8793569
$225.00,8.0,8794180
$165.00,10.0,8799100
$120.00,10.0,8800012
$200.00,10.0,8817059
$75.00,10.0,8848449
$65.00,10.0,8859249
$250.00,10.0,8864274
$50.00,10.0,8869066
$29.00,10.0,8869806
$45.00,9.0,8886022
$95.00,10.0,8904047
$49.00,10.0,8907289
$100.00,7.0,8908249
$300.00,7.0,8925997
$300.00,9.0,8926024
$85.00,9.0,8926150
$210.00,10.0,8941317
$80.00,10.0,8943055
$50.00,9.0,8955959
$40.00,10.0,8974563
$35.00,10.0,8987674
$100.00,10.0,9010937
$149.00,10.0,9021715
$10.00,10.0,9051149
$250.00,10.0,9051457
$225.00,10.0,9059999
$25.00,9.0,9063798
$10.00,10.0,9067632
$100.00,10.0,9075976
$160.00,10.0,9108108
$50.00,10.0,9110032
$125.00,8.0,9110654
$688.00,9.0,9110718
$50.00,10.0,9118962
$50.00,10.0,9119210
$29.00,10.0,9119249
$100.00,10.0,9127072
$65.00,9.0,9130888
$35.00,10.0,9150423
$65.00,9.0,9150562
$100.00,9.0,9150693
$20.00,10.0,9186305
$179.00,10.0,9187534
$71.00,10.0,9188845
$30.00,10.0,9196933
$100.00,10.0,9197404
$100.00,10.0,9201385
$100.00,10.0,9216997
$60.00,10.0,9231212
$70.00,10.0,9239118
$20.00,10.0,9242011
$50.00,10.0,9256506
$300.00,10.0,9258941
$50.00,10.0,9261548
$20.00,10.0,9275385
$150.00,10.0,9280940
$60.00,10.0,9295965
$65.00,10.0,9296524
$150.00,9.0,9298491
$250.00,10.0,9309449
$85.00,10.0,9328077
$0.00,10.0,9346814
$90.00,8.0,9346930
$225.00,9.0,9364688
$0.00,10.0,9369229
$175.00,10.0,9402993
$95.00,9.0,9416254
$40.00,10.0,9431997
$100.00,9.0,9433478
$20.00,10.0,9435665
$50.00,10.0,9440164
$125.00,10.0,9449061
$315.00,10.0,9451291
$170.00,10.0,9462355
$80.00,6.0,9463113
$150.00,10.0,9464763
$150.00,10.0,9465008
$120.00,10.0,9471413
$20.00,10.0,9471416
$250.00,10.0,9476010
$40.00,10.0,9476849
$60.00,9.0,9477823
$150.00,10.0,9488665
$62.00,10.0,9489347
$100.00,10.0,9491760
$0.00,9.0,9495318
$0.00,10.0,9496930
$0.00,9.0,9497588
$70.00,10.0,9504910
$50.00,10.0,9514196
$25.00,9.0,9532943
$25.00,9.0,9563163
$80.00,9.0,9587361
$0.00,10.0,9590125
$85.00,10.0,9593326
$50.00,10.0,9593505
$75.00,9.0,9605720
$120.00,9.0,9608262
$90.00,10.0,9611854
$95.00,10.0,9616042
$25.00,9.0,9650878
$160.00,10.0,9683090
$150.00,10.0,9695480
$100.00,9.0,9717679
$0.00,10.0,9735841
$59.00,10.0,9752333
$100.00,10.0,9752553
$35.00,9.0,9760014
$300.00,10.0,9779327
$50.00,9.0,9779853
$150.00,10.0,9841955
$150.00,10.0,9844630
$75.00,10.0,9882522
$70.00,10.0,9882716
$150.00,10.0,9888667
$275.00,10.0,9903046
$250.00,10.0,9905129
$100.00,10.0,9909627
$75.00,10.0,9910056
$65.00,9.0,9924449
$135.00,10.0,9925099
$80.00,9.0,9926871
$150.00,10.0,9937836
$90.00,10.0,9945149
$150.00,9.0,9971053
$85.00,10.0,9972077
$165.00,10.0,9974744
$200.00,10.0,9990609
$150.00,10.0,9990865
$50.00,10.0,9995426
$150.00,10.0,9998508
$70.00,9.0,9998879
$250.00,10.0,10000431
$150.00,10.0,10000523
$99.00,10.0,10035487
$89.00,10.0,10040637
$125.00,9.0,10043166
$95.00,10.0,10052512
$90.00,10.0,10058134
$160.00,10.0,10058568
$50.00,10.0,10067187
$88.00,10.0,10071349
$88.00,9.0,10071808
$0.00,10.0,10071932
$80.00,10.0,10088395
$75.00,10.0,10089183
$50.00,9.0,10099733
$150.00,10.0,10103881
$125.00,9.0,10105531
$80.00,10.0,10105584
$150.00,10.0,10126146
$200.00,10.0,10126716
$410.00,9.0,10127523
$30.00,9.0,10137578
$29.00,10.0,10156101
$100.00,9.0,10162904
$85.00,10.0,10193457
$175.00,10.0,10227655
$75.00,10.0,10235526
$80.00,10.0,10273567
$50.00,9.0,10280888
$50.00,9.0,10282371
$208.00,10.0,10283094
$150.00,8.0,10315192
$65.00,10.0,10321776
$75.00,10.0,10347570
$150.00,10.0,10362654
$50.00,10.0,10367010
$300.00,10.0,10369097
$100.00,9.0,10369307
$50.00,10.0,10379560
$325.00,10.0,10379822
$50.00,10.0,10385321
$0.00,10.0,10385906
$150.00,10.0,10389781
$0.00,10.0,10393552
$100.00,10.0,10406646
$200.00,9.0,10409218
$350.00,10.0,10410858
$0.00,10.0,10418322
$75.00,10.0,10427768
$100.00,9.0,10431578
$86.00,10.0,10437411
$100.00,9.0,10454172
$75.00,10.0,10454632
$100.00,9.0,10455934
$60.00,10.0,10455995
$150.00,10.0,10458279
$45.00,10.0,10469182
$69.00,9.0,10477007
$75.00,10.0,10477793
$50.00,10.0,10494263
$180.00,10.0,10496718
$99.00,10.0,10500754
$100.00,10.0,10502323
$65.00,10.0,10524804
$0.00,10.0,10528294
$200.00,10.0,10545518
$150.00,10.0,10572287
$25.00,9.0,10574350
$100.00,10.0,10578137
$75.00,10.0,10592126
$100.00,9.0,10592499
$25.00,10.0,10594703
$46.00,9.0,10599384
$79.00,10.0,10603148
$150.00,10.0,10608275
$225.00,9.0,10616635
$125.00,10.0,10632584
$180.00,10.0,10634387
$119.00,9.0,10638522
$150.00,10.0,10648093
$180.00,10.0,10651193
$80.00,9.0,10660892
$50.00,10.0,10661953
$50.00,9.0,10676501
$120.00,10.0,10681956
$300.00,10.0,10684058
$100.00,8.0,10698325
$125.00,10.0,10706423
$100.00,9.0,10729994
$85.00,10.0,10747219
$125.00,10.0,10752189
$125.00,10.0,10752203
$100.00,10.0,10767017
$40.00,10.0,10767861
$65.00,9.0,10769424
$140.00,10.0,10784554
$20.00,9.0,10787034
$60.00,10.0,10787814
$130.00,9.0,10788469
$150.00,10.0,10789339
$200.00,9.0,10806778
$175.00,10.0,10810544
$500.00,8.0,10812630
$75.00,10.0,10813277
$75.00,10.0,10814122
$250.00,9.0,10823468
$75.00,9.0,10828944
$250.00,10.0,10829828
$0.00,10.0,10831610
$240.00,10.0,10832099
$175.00,10.0,10832295
$50.00,10.0,10835440
$45.00,10.0,10835637
$150.00,10.0,10835661
$75.00,10.0,10840593
$125.00,9.0,10858096
$50.00,10.0,10859050
$300.00,10.0,10862977
$120.00,10.0,10863850
$0.00,10.0,10864914
$85.00,10.0,10876562
$0.00,8.0,10883329
$50.00,10.0,10886231
$50.00,10.0,10889831
$120.00,10.0,10891431
$80.00,10.0,10897864
$110.00,9.0,10905721
$100.00,10.0,10925833
$45.00,8.0,10926639
$50.00,10.0,10929061
$25.00,10.0,10930490
$105.00,10.0,10943827
$100.00,9.0,10956845
$100.00,10.0,10965525
$39.00,10.0,10968239
$50.00,10.0,10971773
$0.00,10.0,10974118
$80.00,10.0,10981310
$100.00,10.0,10989099
$75.00,10.0,10990428
$125.00,10.0,10992778
$150.00,10.0,10998250
$125.00,10.0,10998662
$200.00,10.0,11013337
$20.00,10.0,11023703
$200.00,10.0,11037546
$0.00,10.0,11048759
$39.00,10.0,11075529
$75.00,10.0,11100497
$80.00,9.0,11100926
$160.00,10.0,11104122
$115.00,10.0,11115880
$45.00,10.0,11122531
$100.00,10.0,11163298
$200.00,10.0,11163409
$40.00,10.0,11169030
$125.00,9.0,11181016
$99.00,10.0,11183089
$200.00,8.0,11185685
$185.00,9.0,11190379
$25.00,10.0,11191951
$60.00,10.0,11225011
$250.00,10.0,11228828
$100.00,9.0,11238527
$60.00,10.0,11241173
$80.00,10.0,11241452
$80.00,10.0,11241509
$80.00,9.0,11241783
$80.00,7.0,11242027
$80.00,10.0,11242044
$150.00,9.0,11242172
$90.00,10.0,11259062
$175.00,9.0,11277106
$90.00,10.0,11284679
$225.00,10.0,11301106
$50.00,6.0,11305302
$150.00,10.0,11315222
$150.00,10.0,11338538
$39.00,10.0,11345707
$75.00,10.0,11352921
$100.00,9.0,11359996
$75.00,10.0,11418638
$60.00,10.0,11421711
$112.00,9.0,11434490
$250.00,10.0,11435584
$50.00,10.0,11437138
$50.00,10.0,11437331
$50.00,10.0,11437442
$50.00,10.0,11437509
$125.00,10.0,11439120
$125.00,7.0,11439599
$25.00,8.0,11442093
$99.00,10.0,11442567
$99.00,10.0,11446614
$250.00,10.0,11456250
$25.00,7.0,11461771
$40.00,9.0,11464408
$150.00,10.0,11474754
$146.00,9.0,11493791
$70.00,10.0,11494067
$60.00,10.0,11531128
$39.00,10.0,11531859
$100.00,10.0,11532945
$250.00,7.0,11549175
$85.00,10.0,11553527
$55.00,10.0,11556239
$150.00,10.0,11591266
$120.00,10.0,11592372
$175.00,10.0,11605954
$125.00,10.0,11610521
$150.00,10.0,11610642
$100.00,10.0,11620002
$140.00,9.0,11636621
$80.00,9.0,11659435
$150.00,9.0,11674092
$10.00,10.0,11674758
$100.00,10.0,11701569
$125.00,10.0,11713614
$95.00,9.0,11719688
$100.00,10.0,11752686
$400.00,10.0,11760120
$99.00,10.0,11775546
$130.00,10.0,11795676
$150.00,10.0,11798814
$125.00,9.0,11834467
$89.00,10.0,11842522
$70.00,9.0,11845487
$150.00,8.0,11851112
$300.00,7.0,11883792
$95.00,9.0,11886255
$50.00,10.0,11888682
$250.00,10.0,11911651
$40.00,10.0,11912034
$90.00,9.0,11923264
$62.00,10.0,11924237
$75.00,10.0,11939561
$175.00,10.0,11942275
$40.00,10.0,11947349
$150.00,9.0,11948102
