host_is_superhost,review_scores_rating,id
t,99.0,15662917
f,92.0,15664146
f,100.0,15675279
f,94.0,15675657
f,92.0,15675790
f,87.0,15675892
f,70.0,15677325
f,80.0,15702583
t,97.0,15705696
t,100.0,15708231
f,91.0,15716518
f,98.0,15717561
f,80.0,15718115
t,97.0,15722690
f,70.0,15732801
f,100.0,15733592
t,100.0,15734872
f,100.0,15743600
t,99.0,15759935
f,60.0,15769037
f,87.0,15769128
f,88.0,15769324
f,97.0,15770116
t,100.0,15776727
t,100.0,15785104
f,83.0,15792140
f,94.0,15806021
t,98.0,15812013
t,99.0,15822076
f,93.0,15824294
f,100.0,15830044
f,97.0,15832358
t,95.0,15834994
f,99.0,15835438
t,95.0,15843007
f,96.0,15843930
t,99.0,15849484
f,98.0,15855837
t,98.0,15860350
t,99.0,15860884
t,99.0,15860973
f,84.0,15870673
f,100.0,15871266
f,84.0,15873231
t,99.0,15876545
f,99.0,15888446
t,97.0,15901364
f,100.0,15901668
t,95.0,15901845
t,99.0,15903424
f,87.0,15904098
t,100.0,15911270
f,98.0,15911997
f,97.0,15916432
f,97.0,15916933
f,90.0,15920878
t,99.0,15929798
f,95.0,15938330
f,96.0,15939264
f,88.0,15939487
f,98.0,15957623
f,85.0,15957963
t,100.0,15970624
t,97.0,15985008
f,100.0,15999597
f,100.0,15999931
t,100.0,16004169
f,100.0,16013094
f,100.0,16016803
t,99.0,16017966
t,99.0,16018565
f,100.0,16026556
t,99.0,16043093
f,89.0,16051031
t,100.0,16052484
f,96.0,16052656
t,98.0,16055131
f,100.0,16058262
f,100.0,16066598
t,99.0,16068425
f,93.0,16068498
t,99.0,16073408
t,100.0,16073836
t,97.0,16079346
t,100.0,16082636
f,86.0,16086843
t,96.0,16088064
t,99.0,16089156
t,98.0,16125990
t,99.0,16134193
f,100.0,16137002
t,100.0,16160696
t,100.0,16162370
t,100.0,16162542
f,86.0,16162625
t,93.0,16162763
t,93.0,16162846
t,100.0,16163092
t,99.0,16173016
f,85.0,16176101
f,100.0,16178483
f,100.0,16178751
t,98.0,16179065
f,99.0,16179580
f,100.0,16180470
t,99.0,16190202
f,96.0,16191041
f,73.0,16202104
t,99.0,16204265
f,83.0,16205967
f,100.0,16206116
t,90.0,16206151
t,99.0,16208102
t,96.0,16208487
f,91.0,16219958
f,87.0,16228848
t,98.0,16230722
f,95.0,16241036
f,94.0,16242493
t,97.0,16242929
t,99.0,16244433
f,88.0,16255081
f,94.0,16256179
f,95.0,16256385
f,60.0,16257289
t,96.0,16274869
f,95.0,16287044
f,87.0,16297383
f,95.0,16305055
t,100.0,16312844
f,95.0,16324639
t,99.0,16326624
f,97.0,16330378
f,97.0,16331804
t,98.0,16335125
f,99.0,16336481
t,99.0,16336782
f,95.0,16348139
t,98.0,16351934
t,99.0,16352294
t,97.0,16362304
f,93.0,16379931
t,95.0,16383490
t,92.0,16393469
t,93.0,16394300
t,100.0,16394610
t,90.0,16394806
t,100.0,16406043
t,95.0,16406118
t,97.0,16407735
t,96.0,16416050
f,88.0,16426353
f,92.0,16427484
t,96.0,16435615
f,99.0,16441272
f,93.0,16442951
f,95.0,16443034
f,80.0,16452355
t,100.0,16454916
t,99.0,16456337
t,80.0,16469515
f,98.0,16488124
f,94.0,16490343
t,95.0,16497229
f,99.0,16516337
t,100.0,16519220
t,93.0,16529602
f,100.0,16532410
t,99.0,16535678
t,96.0,16542790
f,88.0,16553684
f,91.0,16556338
t,100.0,16560870
f,95.0,16569308
f,100.0,16570444
t,97.0,16570521
f,93.0,16570808
t,99.0,16572187
f,90.0,16587632
t,100.0,16602539
f,91.0,16604785
t,97.0,16649876
t,98.0,16652268
f,100.0,16653287
t,100.0,16661176
t,96.0,16678379
f,100.0,16679374
t,96.0,16688334
t,100.0,16690768
t,98.0,16700935
f,96.0,16706877
f,96.0,16707105
t,99.0,16710475
f,94.0,16721946
t,99.0,16737908
t,97.0,16742943
f,100.0,16757454
t,92.0,16778737
t,95.0,16779057
f,88.0,16779078
t,98.0,16797018
t,99.0,16824774
t,98.0,16831471
f,90.0,16839850
t,100.0,16839867
f,99.0,16844534
t,95.0,16845067
f,100.0,16855762
f,93.0,16858141
f,96.0,16859985
f,90.0,16868984
t,99.0,16872797
t,97.0,16896129
t,98.0,16897188
t,98.0,16897598
t,99.0,16900525
f,100.0,16909548
t,96.0,16910795
t,100.0,16913294
f,100.0,16933050
f,92.0,16933274
t,88.0,16944002
t,99.0,16944675
f,87.0,16972383
t,98.0,16975571
f,96.0,16987679
t,94.0,17010389
f,81.0,17011295
f,91.0,17016281
t,99.0,17016637
t,97.0,17029166
f,84.0,17041687
f,88.0,17042239
t,97.0,17097361
f,85.0,17107439
t,100.0,17120944
f,81.0,17120964
f,85.0,17139721
t,96.0,17157954
t,99.0,17159806
f,100.0,17172552
f,100.0,17188701
f,95.0,17191322
f,91.0,17192720
f,100.0,17207000
f,100.0,17222332
t,99.0,17222602
t,96.0,17225268
f,87.0,17237462
f,84.0,17237843
f,84.0,17237993
f,90.0,17238534
t,98.0,17254515
f,89.0,17267153
f,94.0,17269133
t,98.0,17271591
t,98.0,17281042
f,95.0,17285258
t,100.0,17287731
t,99.0,17288451
f,100.0,17288739
f,93.0,17301015
f,96.0,17301795
t,99.0,17305040
t,99.0,17318005
f,94.0,17343208
f,95.0,17344333
t,98.0,17346342
f,90.0,17367074
t,99.0,17369805
t,96.0,17371171
t,99.0,17382326
f,90.0,17402726
t,99.0,17405370
t,100.0,17408466
t,97.0,17408793
f,93.0,17419327
f,92.0,17419803
f,98.0,17420087
t,97.0,17421876
t,99.0,17424816
t,100.0,17430696
f,94.0,17433075
t,100.0,17433218
f,100.0,17434603
t,99.0,17434665
f,94.0,17438541
t,100.0,17444930
t,99.0,17444964
t,94.0,17445405
t,99.0,17461924
t,100.0,17474556
t,96.0,17478285
f,100.0,17482888
t,97.0,17501002
f,91.0,17516202
f,100.0,17530579
t,100.0,17533305
t,98.0,17534666
f,93.0,17534690
f,100.0,17543317
t,96.0,17543814
t,98.0,17551632
f,100.0,17574138
t,96.0,17576074
f,100.0,17585689
t,99.0,17585947
t,99.0,17587530
t,100.0,17592480
f,100.0,17593967
f,85.0,17606766
f,94.0,17622881
f,90.0,17624633
t,97.0,17624771
f,90.0,17626514
f,99.0,17626598
f,80.0,17626794
f,100.0,17626853
f,100.0,17626927
t,98.0,17642091
t,99.0,17650333
t,97.0,17651619
f,100.0,17651864
t,97.0,17652643
f,97.0,17670655
f,99.0,17680468
t,100.0,17695233
f,95.0,17696905
f,100.0,17714209
f,70.0,17716381
f,89.0,17717979
f,96.0,17718199
f,94.0,17721392
f,97.0,17722015
t,100.0,17723975
f,96.0,17731097
t,90.0,17731924
f,93.0,17734527
t,99.0,17753503
f,95.0,17764085
f,94.0,17767353
f,92.0,17767863
f,96.0,17775284
f,98.0,17778664
f,85.0,17794706
f,83.0,17794741
f,91.0,17794777
f,85.0,17794830
f,87.0,17794868
f,91.0,17795712
f,89.0,17806044
f,60.0,17807479
t,99.0,17809833
f,96.0,17811571
t,99.0,17812931
f,100.0,17813890
t,100.0,17826404
t,94.0,17833058
f,100.0,17841504
f,80.0,17847179
f,80.0,17847395
t,93.0,17863225
f,100.0,17879769
t,98.0,17925808
t,99.0,17931634
f,92.0,17944621
t,100.0,17958677
t,99.0,17965243
t,99.0,17973795
t,99.0,17977925
t,99.0,17979286
f,100.0,17979299
f,100.0,17979358
t,99.0,17982304
t,97.0,17991554
f,91.0,18012201
f,92.0,18012893
f,80.0,18021096
t,100.0,18022892
f,100.0,18026441
f,93.0,18026458
t,99.0,18037180
t,100.0,18041391
f,100.0,18059324
t,98.0,18061892
f,70.0,18063530
f,100.0,18069283
f,100.0,18077642
f,100.0,18079104
f,90.0,18088837
f,85.0,18094329
f,80.0,18107460
t,98.0,18107901
f,100.0,18108225
f,100.0,18109983
f,90.0,18110019
f,93.0,18111498
t,100.0,18120600
f,97.0,18122830
f,97.0,18123274
f,100.0,18125930
f,94.0,18126981
f,100.0,18139592
t,97.0,18140914
f,85.0,18152314
t,99.0,18156135
f,100.0,18173968
t,98.0,18184143
f,100.0,18195108
t,97.0,18204951
t,98.0,18209966
f,93.0,18212346
f,98.0,18221524
t,98.0,18231981
f,97.0,18238265
f,87.0,18242785
f,90.0,18274764
f,94.0,18286171
f,100.0,18311350
t,98.0,18314694
t,95.0,18329172
f,100.0,18331809
f,100.0,18333674
f,90.0,18343676
f,100.0,18345958
f,96.0,18346141
f,85.0,18348152
f,91.0,18349074
t,97.0,18350373
t,97.0,18350662
f,50.0,18355851
f,100.0,18359884
t,96.0,18374124
t,99.0,18391536
f,100.0,18395555
t,98.0,18396762
t,98.0,18397875
t,90.0,18431209
t,99.0,18431597
t,97.0,18449966
t,98.0,18450146
f,100.0,18450289
f,100.0,18458541
f,100.0,18459919
f,95.0,18463004
t,100.0,18464444
f,93.0,18470412
f,100.0,18471072
f,80.0,18472576
f,100.0,18473036
t,100.0,18473152
f,100.0,18475014
t,97.0,18488036
f,80.0,18488066
f,90.0,18492236
f,80.0,18492603
f,92.0,18492721
f,70.0,18492773
t,100.0,18504951
f,95.0,18507365
t,99.0,18507951
t,92.0,18527258
f,98.0,18528858
f,99.0,18529703
t,98.0,18546459
t,97.0,18548006
t,100.0,18549735
t,99.0,18550910
f,100.0,18562272
f,97.0,18567266
t,99.0,18567743
f,95.0,18582383
f,97.0,18584924
t,95.0,18587279
f,94.0,18593394
f,95.0,18596420
t,99.0,18602265
f,100.0,18612680
t,99.0,18615032
t,98.0,18639196
t,99.0,18653408
f,100.0,18656003
t,98.0,18669935
f,97.0,18672688
f,98.0,18672833
t,99.0,18675661
t,100.0,18690689
t,80.0,18705363
t,90.0,18705911
t,100.0,18705941
f,100.0,18718406
f,93.0,18732664
t,98.0,18737830
f,98.0,18739271
f,100.0,18753198
t,97.0,18754189
f,93.0,18757463
t,99.0,18757990
t,98.0,18765944
t,99.0,18767723
f,100.0,18771028
f,80.0,18773934
f,99.0,18775188
f,87.0,18776764
f,92.0,18777731
t,84.0,18778187
f,99.0,18780199
t,98.0,18785944
f,96.0,18794629
f,99.0,18804992
f,100.0,18805854
f,96.0,18806185
f,98.0,18809842
t,99.0,18810290
f,97.0,18810325
t,99.0,18827284
f,100.0,18828466
f,94.0,18838484
f,100.0,18840775
t,97.0,18841477
f,96.0,18850359
t,99.0,18851429
t,100.0,18853563
t,93.0,18856637
f,100.0,18856887
f,97.0,18858375
t,96.0,18860057
t,100.0,18871091
f,97.0,18873472
t,99.0,18873809
t,96.0,18874472
f,100.0,18874655
f,100.0,18878564
t,97.0,18893442
t,99.0,18898768
t,98.0,18900978
t,99.0,18916029
t,98.0,18928482
t,95.0,18928857
t,98.0,18931048
f,96.0,18960282
f,98.0,18960888
t,99.0,18971467
f,100.0,18974834
t,100.0,18981477
f,94.0,18999934
f,95.0,19014320
f,98.0,19014669
t,99.0,19015884
f,100.0,19020382
f,87.0,19023994
f,100.0,19035683
f,70.0,19038261
f,93.0,19039703
t,97.0,19050152
f,100.0,19050680
f,100.0,19055239
t,98.0,19073405
f,97.0,19086077
f,100.0,19100435
f,96.0,19101632
t,100.0,19105532
f,100.0,19119633
f,100.0,19121342
t,94.0,19123620
t,99.0,19140351
f,93.0,19150623
t,80.0,19159660
t,93.0,19160639
t,95.0,19160891
f,100.0,19163190
f,94.0,19175066
t,60.0,19178420
f,100.0,19180151
t,100.0,19180222
f,100.0,19185162
f,97.0,19194530
f,80.0,19206648
t,99.0,19227069
t,99.0,19228248
t,97.0,19228919
f,98.0,19229358
t,98.0,19236728
t,99.0,19236730
t,100.0,19240799
t,98.0,19265072
t,97.0,19270270
t,97.0,19273465
t,99.0,19285250
f,99.0,19292950
t,96.0,19304903
f,96.0,19307356
t,100.0,19311418
f,96.0,19315635
f,87.0,19315898
f,98.0,19316565
f,100.0,19316721
t,99.0,19328446
t,96.0,19329448
t,100.0,19331975
t,97.0,19332338
t,100.0,19348868
t,100.0,19365066
f,93.0,19368789
f,100.0,19388714
t,100.0,19403989
t,98.0,19404355
t,99.0,19404978
f,99.0,19407065
f,97.0,19407153
t,99.0,19412179
t,99.0,19413966
f,97.0,19416317
f,100.0,19416382
t,97.0,19416507
f,92.0,19417708
f,100.0,19419133
f,97.0,19437156
t,99.0,19459929
f,100.0,19475051
f,92.0,19476963
t,98.0,19478755
t,99.0,19491887
t,99.0,19499099
f,100.0,19504960
f,100.0,19506419
f,95.0,19527133
f,93.0,19546859
t,98.0,19564659
t,98.0,19570849
t,98.0,19570882
f,100.0,19572542
f,77.0,19573415
f,80.0,19586208
f,98.0,19588004
f,96.0,19596257
f,60.0,19611889
f,100.0,19612051
t,96.0,19626323
f,97.0,19644702
t,95.0,19658833
f,100.0,19659835
t,100.0,19680922
f,100.0,19694250
t,96.0,19704114
t,100.0,19721174
f,100.0,19721472
f,97.0,19721524
f,97.0,19745324
f,97.0,19753187
f,95.0,19780176
t,80.0,19782416
t,97.0,19808052
f,92.0,19808652
f,98.0,19810694
f,75.0,19813532
f,96.0,19813606
f,100.0,19813728
t,95.0,19824550
f,93.0,19827064
f,93.0,19827923
f,75.0,19829202
f,99.0,19830610
f,91.0,19844253
f,92.0,19849615
f,95.0,19849866
f,94.0,19872447
f,94.0,19877901
f,89.0,19891811
f,95.0,19892991
f,85.0,19894058
f,80.0,19904931
t,97.0,19907178
t,100.0,19914814
t,100.0,19922726
t,100.0,19924936
f,96.0,19933216
t,100.0,19934941
f,100.0,19946179
t,100.0,19946354
f,91.0,19949380
f,99.0,19950230
f,94.0,19954872
f,100.0,19979690
f,93.0,20002089
f,100.0,20002459
f,93.0,20002651
f,100.0,20024608
f,93.0,20059569
f,90.0,20070540
f,70.0,20072374
f,100.0,20087573
f,97.0,20093004
f,100.0,20096735
f,90.0,20121178
f,87.0,20121182
f,87.0,20121980
f,80.0,20121985
t,98.0,20122070
t,99.0,20149972
t,97.0,20154622
t,99.0,20155597
t,100.0,20155822
f,97.0,20167050
f,100.0,20167369
t,99.0,20169868
f,90.0,20173537
t,100.0,20194233
t,99.0,20195883
f,98.0,20217846
f,100.0,20230882
t,94.0,20256864
t,93.0,20257107
f,98.0,20257125
f,94.0,20258481
f,99.0,20267540
t,98.0,20269012
t,100.0,20269251
f,94.0,20269328
f,90.0,20279076
t,100.0,20281663
f,88.0,20286716
t,100.0,20286823
f,92.0,20286868
f,94.0,20287325
f,91.0,20302991
t,99.0,20305889
f,100.0,20311264
t,100.0,20321045
f,100.0,20331337
t,96.0,20331804
f,90.0,20335923
t,100.0,20361588
f,100.0,20361695
f,94.0,20364980
f,86.0,20365435
f,89.0,20365447
f,99.0,20367610
f,98.0,20367796
f,97.0,20367880
f,96.0,20368086
t,98.0,20386464
f,95.0,20388193
t,98.0,20393341
t,95.0,20397022
t,98.0,20399118
t,95.0,20408154
f,100.0,20408951
t,97.0,20424404
t,97.0,20424542
t,100.0,20424773
t,98.0,20425693
t,97.0,20425974
t,99.0,20426651
f,100.0,20426652
f,93.0,20439767
f,91.0,20440309
t,98.0,20444584
t,99.0,20450156
t,97.0,20460402
t,100.0,20473642
t,95.0,20478011
f,100.0,20488889
f,100.0,20500854
t,96.0,20501065
f,100.0,20501268
t,98.0,20505903
t,87.0,20522974
t,100.0,20541727
t,100.0,20542337
t,99.0,20543892
f,95.0,20563658
f,100.0,20573374
t,96.0,20575733
t,99.0,20591785
t,96.0,20608059
f,60.0,20614522
t,100.0,20620600
t,98.0,20635045
f,95.0,20635517
f,100.0,20637303
t,99.0,20641131
t,97.0,20649513
f,91.0,20652741
t,98.0,20654216
t,97.0,20663782
t,95.0,20676931
f,91.0,20681294
t,99.0,20695687
t,97.0,20696391
t,98.0,20696918
f,40.0,20698881
f,100.0,20704455
t,98.0,20712310
t,98.0,20720492
f,100.0,20722412
f,100.0,20725043
t,98.0,20739989
f,98.0,20744113
f,91.0,20744996
f,100.0,20745195
f,100.0,20746223
t,97.0,20750046
t,95.0,20750111
t,97.0,20761833
t,99.0,20762414
t,96.0,20765941
f,100.0,20768833
f,97.0,20772598
f,97.0,20776056
t,99.0,20799337
t,99.0,20803354
f,94.0,20805606
t,98.0,20813007
t,97.0,20814139
f,93.0,20837529
f,100.0,20847212
f,91.0,20852099
f,83.0,20852769
t,98.0,20857268
f,85.0,20870768
t,100.0,20873868
f,90.0,20873957
t,97.0,20885900
f,94.0,20888699
t,100.0,20899777
f,100.0,20903277
t,100.0,20905918
f,93.0,20906522
t,98.0,20931156
t,99.0,20933318
f,93.0,20957462
f,87.0,20957480
t,98.0,20967325
t,99.0,20979534
f,96.0,20981346
f,98.0,20983732
f,60.0,20990167
t,97.0,20994570
t,98.0,21000319
t,99.0,21005685
f,96.0,21010862
t,99.0,21011508
f,80.0,21011550
f,100.0,21024486
f,93.0,21026079
f,95.0,21026891
f,97.0,21026964
f,100.0,21028058
t,97.0,21028247
f,92.0,21028485
t,98.0,21045694
f,98.0,21047729
t,100.0,21054696
t,98.0,21057777
t,99.0,21057963
t,96.0,21058406
t,96.0,21068061
t,96.0,21070256
t,100.0,21075660
f,100.0,21079302
t,100.0,21079469
t,98.0,21082676
f,95.0,21099478
f,93.0,21110366
t,100.0,21111066
t,99.0,21111630
t,100.0,21112601
f,100.0,21113012
t,99.0,21113266
f,99.0,21120542
f,94.0,21122475
f,95.0,21122731
f,92.0,21123508
t,98.0,21125429
t,99.0,21126147
t,100.0,21128620
t,99.0,21136811
t,100.0,21136997
f,100.0,21151791
t,98.0,21161595
f,100.0,21161939
f,100.0,21163876
t,100.0,21165478
t,97.0,21170799
f,100.0,21177034
f,100.0,21185602
t,98.0,21186680
t,98.0,21187925
t,98.0,21189031
t,100.0,21190709
t,97.0,21191232
f,90.0,21191422
t,99.0,21191909
f,100.0,21192418
t,100.0,21202330
t,98.0,21203146
t,90.0,21204243
t,98.0,21217809
f,93.0,21218347
t,98.0,21219237
t,95.0,21220773
f,80.0,21231393
t,98.0,21231615
f,80.0,21232003
f,100.0,21233359
t,99.0,21233544
t,96.0,21242955
t,97.0,21252479
f,100.0,21253864
t,100.0,21264703
t,100.0,21267987
f,100.0,21276107
t,100.0,21279801
t,99.0,21280829
t,100.0,21281754
f,93.0,21281846
t,98.0,21282133
t,97.0,21282635
f,92.0,21291124
t,95.0,21291714
f,100.0,21292656
t,100.0,21292744
f,98.0,21294317
t,99.0,21295261
f,100.0,21297037
f,100.0,21298312
f,97.0,21298993
t,100.0,21306276
t,98.0,21307662
f,95.0,21309142
t,100.0,21310005
t,98.0,21312569
f,100.0,21313432
f,100.0,21313591
t,98.0,21322334
t,99.0,21327347
t,96.0,21327857
t,99.0,21327908
f,100.0,21345382
f,100.0,21348008
f,100.0,21356103
f,100.0,21356783
t,98.0,21370662
f,100.0,21371744
f,100.0,21377089
f,100.0,21377843
t,99.0,21378928
t,100.0,21382398
f,100.0,21382657
t,97.0,21385697
f,97.0,21389519
f,89.0,21396964
f,97.0,21397422
f,95.0,21397854
t,100.0,21398361
t,98.0,21398528
t,100.0,21399171
f,90.0,21413104
t,98.0,21425660
f,96.0,21440528
t,100.0,21448156
f,92.0,21449226
f,100.0,21457958
f,96.0,21458837
t,99.0,21459964
t,98.0,21461483
t,100.0,21464833
f,100.0,21472950
f,73.0,21475672
t,99.0,21476067
f,98.0,21478651
t,99.0,21484566
f,100.0,21485825
f,93.0,21486593
f,20.0,21488120
f,95.0,21489166
f,80.0,21490551
f,100.0,21502035
f,96.0,21526852
t,98.0,21529297
t,98.0,21530578
f,97.0,21539315
f,100.0,21547967
f,95.0,21550910
f,100.0,21552181
f,100.0,21553107
f,95.0,21555212
t,97.0,21558062
t,100.0,21561809
t,97.0,21578559
t,94.0,21579309
f,100.0,21581684
t,98.0,21581753
t,96.0,21583195
t,95.0,21584555
f,98.0,21588941
t,95.0,21591469
t,100.0,21592081
t,96.0,21594483
t,96.0,21596397
t,97.0,21597324
f,100.0,21597747
t,99.0,21612268
t,98.0,21612906
t,97.0,21619241
f,96.0,21620847
t,97.0,21623314
f,60.0,21623317
t,98.0,21625713
f,100.0,21629749
f,93.0,21632344
f,87.0,21632686
t,95.0,21634930
f,100.0,21635395
f,97.0,21636740
t,97.0,21644424
t,97.0,21645603
f,100.0,21646993
f,98.0,21648122
t,98.0,21648377
t,70.0,21648684
f,100.0,21648804
t,97.0,21650740
f,85.0,21665665
t,95.0,21674820
t,98.0,21679018
f,100.0,21679288
t,99.0,21681278
f,80.0,21682128
f,100.0,21684684
f,93.0,21693492
f,99.0,21694548
t,100.0,21694775
f,91.0,21699731
f,98.0,21710124
f,93.0,21727562
f,80.0,21728615
f,88.0,21729398
f,90.0,21730409
f,88.0,21730505
f,91.0,21730649
f,75.0,21731528
f,95.0,21735431
t,80.0,21735502
t,100.0,21737296
f,80.0,21739662
f,100.0,21739935
t,98.0,21745759
t,99.0,21745893
f,85.0,21763555
t,99.0,21766603
t,98.0,21766847
t,90.0,21773131
t,100.0,21783775
t,100.0,21783949
f,70.0,21784407
f,98.0,21785138
f,91.0,21785328
f,93.0,21786174
f,100.0,21786546
f,94.0,21790140
f,94.0,21790309
t,100.0,21796486
f,99.0,21799501
f,100.0,21799941
t,100.0,21804276
f,93.0,21812815
f,94.0,21813189
t,100.0,21817055
f,100.0,21827805
f,94.0,21836601
f,92.0,21837830
t,99.0,21847778
f,98.0,21862244
t,97.0,21863110
t,100.0,21866860
f,100.0,21868817
t,100.0,21878322
t,100.0,21880287
t,95.0,21880724
t,100.0,21885572
f,100.0,21897971
t,96.0,21909473
f,100.0,21909816
f,100.0,21911065
t,99.0,21919621
t,97.0,21923195
t,100.0,21924375
f,100.0,21928146
t,99.0,21928413
t,99.0,21935870
t,98.0,21964157
t,99.0,21966135
t,93.0,21966629
f,94.0,21974808
f,98.0,21975025
t,99.0,21979517
f,80.0,21981639
t,97.0,21985129
f,95.0,21997273
f,94.0,21999656
f,70.0,22001836
f,88.0,22002809
t,98.0,22003066
t,99.0,22011446
t,100.0,22015376
f,96.0,22015435
t,97.0,22016476
f,70.0,22016717
f,100.0,22022641
f,80.0,22032808
t,100.0,22033453
t,100.0,22034753
f,80.0,22047367
f,60.0,22048292
f,73.0,22066724
f,80.0,22080836
f,95.0,22104228
f,93.0,22104756
f,95.0,22110217
t,95.0,22123424
t,98.0,22140977
t,98.0,22147017
t,100.0,22147765
t,90.0,22148198
t,100.0,22149270
f,87.0,22163431
f,100.0,22171639
f,94.0,22175258
f,100.0,22178186
t,100.0,22189205
f,100.0,22191252
f,100.0,22191539
t,100.0,22193833
f,100.0,22206596
t,99.0,22207774
t,100.0,22208070
t,98.0,22208187
t,98.0,22214202
t,98.0,22226218
t,97.0,22227463
t,98.0,22229654
f,100.0,22230201
f,100.0,22232165
t,99.0,22245431
f,40.0,22263518
f,100.0,22265031
f,97.0,22268114
f,98.0,22277743
f,100.0,22296755
f,85.0,22296862
t,100.0,22306054
t,99.0,22309220
f,96.0,22310307
f,100.0,22323114
f,95.0,22325200
t,96.0,22325337
t,99.0,22328157
t,99.0,22340219
f,80.0,22355943
f,78.0,22373160
t,100.0,22375226
t,99.0,22378055
f,100.0,22378695
f,95.0,22388111
f,100.0,22388131
t,100.0,22396454
t,95.0,22396902
f,95.0,22402266
t,95.0,22403752
f,88.0,22410367
f,60.0,22410401
t,96.0,22430481
f,100.0,22433252
t,97.0,22468462
t,97.0,22469468
t,99.0,22487945
t,99.0,22495406
t,100.0,22504534
f,99.0,22505200
t,98.0,22512581
f,92.0,22516793
t,97.0,22532009
f,80.0,22534933
f,93.0,22536998
f,100.0,22546291
t,100.0,22548614
f,100.0,22551985
f,100.0,22553944
t,98.0,22554459
f,100.0,22555972
f,67.0,22557170
t,98.0,22563498
t,100.0,22565419
f,60.0,22567198
t,100.0,22568068
f,100.0,22568473
f,100.0,22569379
f,85.0,22577863
f,95.0,22584903
f,92.0,22586319
f,100.0,22587418
f,100.0,22592721
f,100.0,22597536
f,98.0,22601496
f,97.0,22603366
t,100.0,22608611
f,90.0,22609372
f,100.0,22615137
f,97.0,22619139
t,100.0,22626810
t,100.0,22636987
t,98.0,22638675
f,100.0,22640273
f,100.0,22653093
f,93.0,22655239
f,70.0,22656065
f,93.0,22662336
t,96.0,22665446
f,80.0,22668601
f,100.0,22668931
f,90.0,22669291
f,100.0,22669703
f,100.0,22671524
f,93.0,22671938
t,85.0,22676805
t,98.0,22690547
f,20.0,22690820
f,91.0,22693162
f,94.0,22693303
f,91.0,22693396
f,100.0,22702846
f,80.0,22704895
t,99.0,22705767
f,93.0,22706387
f,95.0,22715454
t,98.0,22718099
f,87.0,22737945
f,100.0,22738026
f,100.0,22748621
f,80.0,22752011
t,96.0,22754156
t,96.0,22754295
f,95.0,22760692
t,99.0,22764131
t,100.0,22768632
t,100.0,22774093
f,100.0,22776071
t,100.0,22778447
f,100.0,22792806
f,70.0,22793232
f,100.0,22795431
t,100.0,22800066
t,99.0,22812395
t,99.0,22814781
f,65.0,22817022
t,100.0,22826843
f,99.0,22827448
f,86.0,22829352
f,90.0,22831677
t,99.0,22846194
f,93.0,22852845
t,100.0,22866082
t,100.0,22866228
f,100.0,22869439
f,100.0,22886185
f,100.0,22887918
f,100.0,22903941
f,100.0,22906854
f,100.0,22908548
f,95.0,22943630
f,93.0,22944965
t,100.0,22946806
t,98.0,22946959
t,100.0,22955166
t,98.0,22968438
f,97.0,22970151
f,91.0,22970266
f,100.0,22972614
f,100.0,22980508
f,100.0,22981152
t,98.0,22986895
f,88.0,22989582
t,100.0,22998690
t,90.0,23004482
f,80.0,23004848
f,93.0,23004935
f,100.0,23018782
t,93.0,23020140
f,80.0,23022998
t,97.0,23025299
t,99.0,23044309
f,98.0,23054267
f,80.0,23073700
t,100.0,23087617
t,97.0,23095049
t,97.0,23106047
t,96.0,23106655
t,98.0,23111807
t,98.0,23121061
t,100.0,23122715
t,96.0,23147212
t,99.0,23147806
t,99.0,23150717
f,100.0,23150862
t,95.0,23163677
f,100.0,23165203
f,92.0,23171836
t,98.0,23173614
t,98.0,23179561
t,100.0,23181448
f,80.0,23184048
t,97.0,23185870
t,100.0,23204343
t,95.0,23205030
t,96.0,23209264
f,100.0,23215410
t,98.0,23217998
f,100.0,23218751
f,100.0,23222043
t,99.0,23223838
t,98.0,23230950
f,100.0,23235919
t,97.0,23240184
t,95.0,23255383
t,100.0,23257392
f,89.0,23258326
f,80.0,23269859
f,80.0,23271377
f,70.0,23271459
f,87.0,23271549
f,70.0,23271623
f,100.0,23271702
f,80.0,23271772
f,93.0,23271975
f,90.0,23288262
f,80.0,23292785
f,93.0,23292883
f,80.0,23292919
f,60.0,23293005
f,88.0,23293057
f,87.0,23293099
f,80.0,23293404
t,90.0,23293773
t,100.0,23294064
t,99.0,23303083
f,91.0,23312390
f,87.0,23312525
f,85.0,23312644
f,87.0,23312824
f,80.0,23312854
f,80.0,23312910
f,90.0,23313045
f,90.0,23313157
f,100.0,23313200
f,87.0,23313242
f,86.0,23313532
f,98.0,23314035
f,97.0,23314308
f,60.0,23326108
t,99.0,23326161
f,90.0,23326739
f,100.0,23340064
t,99.0,23340714
t,100.0,23343999
t,97.0,23352511
t,98.0,23353650
t,97.0,23353721
t,99.0,23354077
f,100.0,23358468
t,100.0,23359001
t,97.0,23359552
t,94.0,23371451
f,100.0,23411237
f,100.0,23419962
t,96.0,23421931
t,100.0,23431731
t,100.0,23433090
f,100.0,23437582
f,88.0,23449023
f,90.0,23452479
t,100.0,23453660
t,94.0,23453808
t,100.0,23466551
f,100.0,23470922
t,99.0,23474087
t,98.0,23476220
t,96.0,23479779
f,100.0,23480149
f,94.0,23504233
f,86.0,23521230
f,94.0,23521739
f,96.0,23522824
t,98.0,23522934
t,100.0,23524100
t,100.0,23524153
t,100.0,23524176
