host_is_superhost,review_scores_rating,id
f,95.0,5394755
f,100.0,5405637
f,97.0,5406893
f,94.0,5413930
t,100.0,5433133
f,100.0,5443493
f,97.0,5468835
f,90.0,5480795
f,94.0,5500218
f,99.0,5505643
t,98.0,5536512
f,100.0,5537718
t,98.0,5547500
t,98.0,5548977
t,100.0,5557316
f,97.0,5558933
t,98.0,5559608
t,98.0,5572169
t,97.0,5577516
t,95.0,5581254
t,97.0,5591544
t,87.0,5592637
f,96.0,5615061
t,98.0,5616609
f,98.0,5617847
t,99.0,5631995
t,97.0,5632275
f,96.0,5632452
f,80.0,5632672
f,97.0,5666413
f,91.0,5666454
t,94.0,5696895
f,90.0,5697110
f,94.0,5749181
t,97.0,5749839
f,100.0,5774490
f,87.0,5785978
f,97.0,5788099
f,88.0,5804060
f,93.0,5811756
f,92.0,5821220
t,99.0,5849626
f,95.0,5852066
t,98.0,5853587
f,100.0,5858973
t,97.0,5861266
t,99.0,5863674
f,90.0,5871250
t,100.0,5882524
f,97.0,5884735
f,100.0,5891594
t,95.0,5904304
t,98.0,5904305
f,97.0,5905163
t,95.0,5905530
f,95.0,5918090
f,90.0,5918432
f,99.0,5919500
f,99.0,5932678
t,100.0,5933430
t,98.0,5944921
f,100.0,5944989
f,100.0,5945396
t,99.0,5945605
f,100.0,5945812
f,97.0,5970639
f,99.0,5980039
f,100.0,5990171
f,94.0,5998790
t,100.0,6006021
t,99.0,6006768
f,97.0,6007925
f,95.0,6015077
t,83.0,6016647
f,100.0,6020579
f,99.0,6042966
t,97.0,6045869
f,100.0,6072316
t,98.0,6072767
t,95.0,6074750
t,97.0,6080799
f,91.0,6091945
t,99.0,6092049
t,98.0,6092596
t,97.0,6103791
f,86.0,6107258
t,98.0,6107359
f,100.0,6108439
t,97.0,6117147
f,97.0,6119086
t,99.0,6119683
t,97.0,6120540
t,98.0,6132191
t,94.0,6145605
f,98.0,6156195
f,95.0,6168622
f,85.0,6169292
f,100.0,6181182
f,96.0,6195258
f,97.0,6214853
f,98.0,6224858
t,100.0,6238514
f,98.0,6245649
f,95.0,6257770
f,95.0,6272183
t,96.0,6272816
f,94.0,6273036
f,97.0,6275722
t,100.0,6301675
t,97.0,6316753
f,100.0,6324586
t,99.0,6326133
t,97.0,6329340
t,97.0,6329731
f,95.0,6331695
t,97.0,6335352
t,99.0,6336315
f,60.0,6338562
t,98.0,6344096
t,97.0,6344500
t,100.0,6348293
t,98.0,6348742
f,93.0,6360976
f,100.0,6364873
t,96.0,6365190
t,99.0,6365956
t,92.0,6373849
t,97.0,6374167
f,98.0,6376338
t,94.0,6378495
f,100.0,6387526
f,97.0,6402782
t,99.0,6415052
t,99.0,6423158
t,98.0,6430646
f,88.0,6437010
f,87.0,6448545
f,97.0,6453006
t,97.0,6453774
f,100.0,6464280
f,91.0,6481492
t,97.0,6494663
f,99.0,6505426
f,98.0,6512986
t,98.0,6514826
f,100.0,6516295
t,100.0,6522477
t,100.0,6523507
f,80.0,6526129
f,100.0,6526344
t,97.0,6529234
t,99.0,6543813
f,97.0,6544530
t,97.0,6557736
t,100.0,6560870
f,100.0,6587558
f,100.0,6591087
t,97.0,6591405
t,100.0,6600081
f,73.0,6601749
t,98.0,6604564
t,99.0,6604799
f,96.0,6627450
t,95.0,6628985
t,96.0,6629798
f,100.0,6643496
f,94.0,6648062
t,96.0,6649234
f,94.0,6653474
f,84.0,6662128
f,87.0,6662231
t,100.0,6684182
t,97.0,6688004
f,100.0,6691495
f,100.0,6701045
t,98.0,6713990
t,97.0,6715383
t,96.0,6716133
f,96.0,6727254
t,91.0,6730473
f,99.0,6747672
f,99.0,6748645
t,94.0,6749412
f,98.0,6782479
t,99.0,6793767
t,100.0,6796392
f,96.0,6800168
t,97.0,6822070
f,98.0,6822748
f,100.0,6835302
f,100.0,6835462
t,99.0,6836411
f,93.0,6836785
f,94.0,6836928
f,100.0,6864929
f,100.0,6870420
t,100.0,6878780
t,98.0,6883183
f,100.0,6886839
f,100.0,6887043
t,98.0,6887081
f,60.0,6898334
t,98.0,6911587
t,98.0,6913294
t,97.0,6915497
f,97.0,6922612
f,99.0,6926901
t,94.0,6934867
t,96.0,6934874
t,98.0,6936417
t,94.0,6938818
f,97.0,6940354
f,84.0,6940448
f,80.0,6955678
t,96.0,6957662
t,98.0,6968158
t,98.0,6970746
t,99.0,6973383
t,96.0,6973631
t,96.0,6985131
t,99.0,6993593
f,96.0,7004802
f,99.0,7007759
t,97.0,7009654
t,99.0,7009791
t,99.0,7009809
t,97.0,7012313
t,96.0,7020637
t,99.0,7022309
t,99.0,7026287
t,98.0,7027139
t,98.0,7028127
t,100.0,7034114
t,99.0,7035672
f,95.0,7038488
f,93.0,7054235
t,97.0,7065335
t,98.0,7065694
f,95.0,7067087
f,95.0,7067681
t,98.0,7068804
f,100.0,7072662
t,99.0,7073115
t,99.0,7086626
f,100.0,7093018
f,100.0,7111861
f,95.0,7140740
f,86.0,7143032
f,93.0,7146663
t,99.0,7162627
t,97.0,7178670
t,100.0,7180020
f,91.0,7181279
f,95.0,7181655
t,99.0,7182761
t,94.0,7196412
t,98.0,7202063
f,99.0,7204761
t,98.0,7217193
f,91.0,7220035
t,96.0,7222704
t,95.0,7226841
t,97.0,7227605
f,99.0,7227910
f,98.0,7228563
t,97.0,7247351
f,89.0,7247746
f,92.0,7259606
f,92.0,7259880
t,99.0,7275084
f,94.0,7281346
t,98.0,7290262
t,96.0,7292878
f,100.0,7302136
f,96.0,7309811
t,97.0,7309852
t,60.0,7323097
t,100.0,7327920
t,97.0,7331464
f,95.0,7340055
f,93.0,7341076
t,100.0,7342996
t,97.0,7343245
f,96.0,7343277
f,96.0,7344289
t,100.0,7345170
f,98.0,7345468
t,99.0,7348398
f,95.0,7360699
f,89.0,7367530
t,93.0,7367786
t,96.0,7386838
t,97.0,7389541
f,88.0,7393518
f,90.0,7402986
f,96.0,7404181
f,93.0,7421008
t,97.0,7437925
f,97.0,7439398
f,100.0,7459197
t,100.0,7459988
t,96.0,7478631
t,99.0,7483031
f,100.0,7493513
f,96.0,7493861
f,100.0,7499793
t,98.0,7514742
f,100.0,7544803
t,98.0,7547105
f,89.0,7548762
t,98.0,7549488
t,98.0,7558236
f,96.0,7562249
f,100.0,7562547
t,98.0,7596529
t,99.0,7612118
t,93.0,7618503
f,100.0,7618833
t,94.0,7637533
t,96.0,7663003
f,99.0,7665362
f,67.0,7666482
f,99.0,7676566
f,100.0,7680348
f,96.0,7681228
t,99.0,7689528
f,100.0,7695697
f,93.0,7696468
t,98.0,7697503
f,100.0,7699710
f,100.0,7701360
t,94.0,7715542
f,100.0,7715861
f,98.0,7718075
f,95.0,7726184
t,98.0,7729217
t,98.0,7754018
t,99.0,7764531
f,93.0,7785897
t,94.0,7788844
f,100.0,7805578
t,99.0,7808104
f,100.0,7810254
t,96.0,7825894
f,95.0,7840831
t,95.0,7841744
t,88.0,7842771
f,98.0,7844031
f,97.0,7845599
t,96.0,7854509
t,99.0,7856443
f,100.0,7859448
f,94.0,7870535
f,95.0,7873804
t,98.0,7884875
f,95.0,7886634
f,96.0,7896925
t,96.0,7897391
f,100.0,7899085
f,94.0,7902505
t,96.0,7902889
f,80.0,7903768
t,97.0,7922690
f,99.0,7923146
f,96.0,7930461
t,97.0,7930685
t,99.0,7931074
t,97.0,7933558
t,97.0,7933807
t,98.0,7939511
t,95.0,7949624
t,96.0,7949668
t,97.0,7950946
t,93.0,7958214
t,97.0,7958278
t,93.0,7958316
t,98.0,7958349
t,97.0,7963103
f,97.0,7968598
t,100.0,7968749
f,95.0,7972067
f,95.0,7973781
t,100.0,7975011
t,98.0,7982082
t,99.0,7987618
t,98.0,7989636
t,100.0,7998215
t,96.0,8018902
t,98.0,8030646
t,96.0,8033268
t,100.0,8033975
t,100.0,8035001
f,100.0,8041262
t,97.0,8048653
f,91.0,8051735
t,98.0,8053481
t,98.0,8053887
t,96.0,8055632
f,100.0,8061617
f,100.0,8066789
f,90.0,8068539
f,98.0,8082364
t,98.0,8084285
t,100.0,8084290
f,100.0,8085920
t,100.0,8089051
t,96.0,8101297
f,94.0,8101619
t,97.0,8102262
f,100.0,8105804
t,99.0,8105974
f,97.0,8117174
t,98.0,8117667
t,100.0,8119395
f,87.0,8125277
f,94.0,8144992
f,100.0,8151839
f,100.0,8151934
f,93.0,8152867
t,99.0,8155106
f,98.0,8155586
t,96.0,8164773
t,98.0,8167459
t,98.0,8172628
t,96.0,8187584
f,96.0,8192881
t,98.0,8195090
f,93.0,8195144
t,100.0,8202578
f,94.0,8207665
t,100.0,8208052
t,97.0,8209055
f,93.0,8209591
t,94.0,8221207
t,96.0,8255072
t,98.0,8270952
t,97.0,8272458
t,99.0,8274904
t,98.0,8275596
t,98.0,8276309
f,95.0,8277718
t,97.0,8287266
f,99.0,8290464
f,95.0,8308630
t,94.0,8309401
t,97.0,8324569
f,89.0,8328410
t,98.0,8336042
t,96.0,8336228
f,95.0,8336617
f,83.0,8338986
f,100.0,8340498
t,99.0,8351923
t,99.0,8352275
t,98.0,8356380
f,90.0,8382187
t,99.0,8411606
f,100.0,8418067
f,100.0,8422161
t,97.0,8438267
f,90.0,8441614
f,94.0,8456859
f,87.0,8459807
t,100.0,8464365
t,100.0,8472083
f,93.0,8472666
t,97.0,8472927
t,97.0,8474183
t,98.0,8474452
t,98.0,8489712
t,99.0,8499631
t,96.0,8500048
f,93.0,8501670
t,99.0,8520295
t,99.0,8524982
f,92.0,8542873
f,92.0,8554141
t,98.0,8564563
f,87.0,8565105
f,97.0,8568826
f,99.0,8576907
f,100.0,8578964
t,98.0,8584000
f,100.0,8590211
f,97.0,8592609
t,96.0,8595304
t,99.0,8597021
f,97.0,8612967
f,99.0,8646903
t,97.0,8655125
f,89.0,8684508
f,88.0,8685570
f,88.0,8685652
f,90.0,8685716
f,87.0,8685766
f,88.0,8685898
f,99.0,8701367
t,99.0,8717641
f,86.0,8733261
f,92.0,8735636
f,95.0,8760949
t,97.0,8762967
f,96.0,8763366
f,96.0,8763407
f,95.0,8763529
f,97.0,8763620
f,99.0,8775500
f,94.0,8793569
f,80.0,8794180
t,99.0,8799100
t,100.0,8800012
t,100.0,8817059
f,99.0,8848449
f,98.0,8859249
t,99.0,8864274
t,93.0,8869066
t,100.0,8869806
f,88.0,8886022
f,99.0,8889145
f,95.0,8904047
t,98.0,8907289
f,76.0,8908249
f,47.0,8925997
f,93.0,8926024
f,94.0,8926150
t,98.0,8941317
t,97.0,8943055
f,90.0,8955959
t,98.0,8974563
t,100.0,8987674
t,93.0,8992582
t,100.0,8993289
t,90.0,8993307
t,97.0,9010937
f,89.0,9021715
t,98.0,9051149
f,100.0,9051457
f,95.0,9059999
t,95.0,9063798
t,99.0,9067632
f,95.0,9075976
f,99.0,9108108
t,95.0,9110032
f,100.0,9110654
f,96.0,9110718
t,95.0,9118962
t,95.0,9119210
t,97.0,9119249
f,100.0,9127072
f,95.0,9130888
f,100.0,9150423
f,93.0,9150562
f,85.0,9150693
t,100.0,9156193
t,100.0,9157940
f,99.0,9186305
t,99.0,9187534
t,96.0,9188845
t,100.0,9196933
t,99.0,9197404
f,100.0,9201385
t,100.0,9216997
f,95.0,9231212
f,97.0,9239118
f,97.0,9242011
t,99.0,9256506
f,97.0,9258941
f,99.0,9261548
f,95.0,9275385
f,100.0,9280940
t,96.0,9295965
f,96.0,9296524
t,92.0,9298491
t,100.0,9309449
t,98.0,9328077
f,97.0,9335892
t,99.0,9346814
f,90.0,9346930
t,100.0,9347891
f,80.0,9364688
t,100.0,9369229
f,100.0,9402993
f,95.0,9416254
t,95.0,9431997
f,100.0,9433478
t,97.0,9435665
f,100.0,9440164
t,100.0,9449061
f,95.0,9451291
f,97.0,9462355
f,60.0,9463113
f,100.0,9464763
f,100.0,9465008
f,100.0,9471413
t,98.0,9471416
f,96.0,9476010
f,98.0,9476849
t,96.0,9477823
t,99.0,9488665
f,97.0,9489347
f,97.0,9491760
f,94.0,9494726
f,94.0,9495318
f,100.0,9496930
f,95.0,9497588
f,95.0,9504910
f,100.0,9514196
t,100.0,9525911
f,92.0,9532943
f,95.0,9563163
f,95.0,9587361
t,95.0,9590125
f,99.0,9593326
t,99.0,9593505
t,94.0,9605720
t,95.0,9608262
f,100.0,9611854
f,98.0,9616042
t,95.0,9650878
f,93.0,9683090
t,97.0,9695480
f,89.0,9716652
f,97.0,9717679
f,99.0,9735841
t,99.0,9752333
f,99.0,9752553
f,90.0,9760014
f,100.0,9779327
t,100.0,9779853
t,99.0,9837993
f,100.0,9841955
f,100.0,9844630
f,96.0,9882522
t,98.0,9882716
f,100.0,9888667
t,99.0,9903046
f,100.0,9905129
f,97.0,9909627
t,94.0,9910056
f,94.0,9924449
f,100.0,9925099
t,98.0,9926871
t,100.0,9937836
f,92.0,9945149
f,93.0,9971053
t,100.0,9972077
f,97.0,9974744
f,95.0,9990609
t,99.0,9995426
f,100.0,9996121
f,97.0,9998508
t,95.0,9998879
f,100.0,10000431
f,99.0,10000523
t,97.0,10035487
t,98.0,10040637
t,97.0,10043166
t,100.0,10052512
t,98.0,10058134
f,100.0,10058568
t,98.0,10067187
f,97.0,10071349
f,91.0,10071808
f,100.0,10071932
t,98.0,10088395
t,98.0,10089183
t,95.0,10099733
t,100.0,10103881
f,92.0,10105531
f,93.0,10105584
t,96.0,10126146
t,98.0,10126716
t,80.0,10127523
f,91.0,10137578
t,96.0,10156101
f,100.0,10162904
t,95.0,10164802
f,100.0,10187948
t,100.0,10227655
t,99.0,10235526
t,99.0,10273567
t,92.0,10280888
t,100.0,10282326
t,87.0,10282371
f,100.0,10283094
f,95.0,10315192
t,97.0,10321776
t,98.0,10333567
t,99.0,10347570
f,100.0,10362654
t,99.0,10367010
f,97.0,10369097
f,96.0,10369307
t,97.0,10379560
f,100.0,10379822
t,98.0,10385321
f,100.0,10385906
t,98.0,10389781
t,98.0,10393552
f,92.0,10406646
t,96.0,10409218
f,100.0,10410858
t,99.0,10418322
t,97.0,10427768
t,100.0,10431578
t,99.0,10437411
f,100.0,10454172
t,99.0,10454632
f,95.0,10455934
t,98.0,10455995
t,100.0,10458279
t,98.0,10469182
t,94.0,10477007
f,98.0,10477793
t,97.0,10494263
t,98.0,10496718
t,97.0,10500754
f,98.0,10502323
t,97.0,10517693
f,96.0,10524804
f,99.0,10528294
f,100.0,10545518
f,89.0,10550345
t,98.0,10572287
t,97.0,10574350
f,100.0,10576099
t,100.0,10577391
t,100.0,10578137
t,100.0,10592126
t,98.0,10592499
t,99.0,10594703
t,91.0,10599384
t,98.0,10603148
f,100.0,10608275
f,93.0,10616635
t,99.0,10632584
t,98.0,10634387
t,96.0,10638522
t,99.0,10648093
t,98.0,10651193
f,95.0,10660892
t,98.0,10661953
t,96.0,10676501
t,99.0,10681956
t,99.0,10684058
f,88.0,10698325
f,91.0,10706423
t,95.0,10729994
t,97.0,10747219
t,99.0,10749747
f,100.0,10752189
f,100.0,10752203
t,99.0,10767017
t,99.0,10767861
f,91.0,10769424
t,100.0,10784554
f,89.0,10787034
f,100.0,10787814
t,96.0,10788469
f,98.0,10789339
t,100.0,10792245
f,100.0,10805884
f,85.0,10806778
f,97.0,10810544
f,89.0,10812630
t,97.0,10813277
t,100.0,10814122
f,97.0,10823468
t,94.0,10828944
t,99.0,10829828
t,100.0,10831610
t,97.0,10832099
f,100.0,10832295
f,99.0,10835440
t,96.0,10835637
t,100.0,10835661
f,94.0,10840593
f,96.0,10858096
t,97.0,10859050
f,90.0,10862977
f,100.0,10863850
t,100.0,10864914
t,99.0,10876562
f,88.0,10883329
t,98.0,10886231
t,100.0,10889831
f,94.0,10891431
f,96.0,10897864
f,93.0,10905721
f,98.0,10925833
f,93.0,10926639
t,99.0,10929061
f,97.0,10930490
t,96.0,10943827
f,93.0,10956845
f,90.0,10963158
f,96.0,10963865
f,100.0,10965525
t,97.0,10968239
t,99.0,10971773
t,97.0,10974118
t,98.0,10981310
f,98.0,10989099
t,97.0,10990428
f,99.0,10992778
t,98.0,10998250
t,100.0,10998662
f,97.0,11013337
t,96.0,11023703
f,98.0,11037546
f,97.0,11043803
t,97.0,11048759
t,99.0,11075529
t,100.0,11100497
f,96.0,11100926
t,99.0,11104122
f,99.0,11115880
t,96.0,11122531
t,100.0,11163298
f,100.0,11163409
t,98.0,11169030
t,98.0,11181016
f,96.0,11183089
f,75.0,11185685
t,99.0,11190379
t,100.0,11191951
t,97.0,11225011
f,100.0,11228828
f,92.0,11238527
t,98.0,11241173
f,96.0,11241452
f,95.0,11241509
f,89.0,11241783
f,70.0,11242027
f,97.0,11242044
t,86.0,11242172
t,99.0,11259062
f,82.0,11277106
f,100.0,11284679
f,95.0,11297447
f,100.0,11301106
t,50.0,11305302
f,100.0,11315222
t,95.0,11338538
t,100.0,11345707
t,99.0,11352921
f,92.0,11359996
f,100.0,11377740
t,98.0,11418638
t,98.0,11421711
t,98.0,11434490
f,100.0,11435584
t,98.0,11437138
t,99.0,11437331
t,97.0,11437442
t,97.0,11437509
t,87.0,11439120
t,75.0,11439405
t,80.0,11439599
f,82.0,11442093
f,95.0,11442567
f,93.0,11446614
f,100.0,11456250
f,78.0,11461771
f,94.0,11464408
t,99.0,11474754
f,90.0,11493791
f,99.0,11494067
f,100.0,11513111
f,96.0,11531128
t,97.0,11531859
t,95.0,11532945
f,81.0,11549175
t,94.0,11556239
t,100.0,11591266
t,98.0,11592372
t,98.0,11605954
t,98.0,11610521
f,100.0,11610642
t,97.0,11620002
f,91.0,11636621
f,92.0,11659435
f,89.0,11674092
t,96.0,11674758
t,100.0,11701569
t,98.0,11713614
f,88.0,11719688
f,96.0,11752686
f,100.0,11760120
f,96.0,11775546
t,98.0,11795676
t,98.0,11798814
t,96.0,11834467
f,98.0,11842522
f,90.0,11845487
f,100.0,11851112
t,73.0,11883792
f,80.0,11886255
t,100.0,11888682
f,87.0,11910999
f,98.0,11911651
f,98.0,11912034
f,86.0,11923264
t,99.0,11924237
t,99.0,11939561
t,99.0,11947349
f,98.0,11948102
t,99.0,11949198
f,99.0,11998353
t,100.0,12004930
t,97.0,12008385
t,97.0,12026845
t,97.0,12026856
t,97.0,12037978
f,97.0,12041223
t,93.0,12041358
t,100.0,12057024
f,85.0,12088624
f,91.0,12110830
f,87.0,12111841
f,90.0,12111957
f,89.0,12115392
f,100.0,12126766
f,100.0,12137566
f,86.0,12151600
f,91.0,12154878
f,100.0,12154955
f,96.0,12155285
f,86.0,12156553
f,85.0,12169644
t,97.0,12172311
t,99.0,12175415
t,100.0,12176844
f,100.0,12186884
f,95.0,12207073
t,99.0,12212013
f,85.0,12212126
f,98.0,12228334
f,73.0,12266059
t,98.0,12270048
f,93.0,12270642
t,94.0,12288524
f,100.0,12291658
f,100.0,12295920
t,90.0,12310120
t,98.0,12328003
f,84.0,12346372
f,99.0,12361563
t,99.0,12362408
f,93.0,12368621
f,95.0,12382688
t,100.0,12382918
f,95.0,12410151
f,100.0,12425557
f,100.0,12425911
f,100.0,12429503
f,85.0,12432020
f,94.0,12437037
t,100.0,12463547
t,100.0,12463556
f,100.0,12467839
f,86.0,12484859
f,89.0,12510982
t,98.0,12511163
f,89.0,12511225
t,95.0,12515810
t,100.0,12562572
t,100.0,12582732
t,97.0,12588515
t,96.0,12590446
t,99.0,12607119
t,97.0,12614397
f,97.0,12657038
f,90.0,12657863
t,100.0,12677241
t,97.0,12679234
t,98.0,12725886
t,99.0,12741695
f,100.0,12750864
f,91.0,12779748
f,93.0,12780009
f,96.0,12797906
f,100.0,12814571
f,100.0,12815012
f,98.0,12831488
f,98.0,12832173
t,99.0,12835527
f,100.0,12852960
f,98.0,12853235
f,93.0,12853799
t,100.0,12855454
f,95.0,12857011
f,93.0,12857087
f,94.0,12857179
f,95.0,12857222
f,70.0,12866962
f,99.0,12870849
f,94.0,12905538
t,100.0,12910183
t,100.0,12913802
t,96.0,12922728
t,99.0,12930338
f,98.0,12953897
t,98.0,12954602
t,100.0,12956379
t,96.0,12964066
t,96.0,12981814
f,97.0,12987777
t,99.0,12999869
f,81.0,13016330
f,98.0,13017050
f,96.0,13021294
t,99.0,13021568
t,99.0,13022232
t,99.0,13022499
f,99.0,13046853
f,100.0,13061396
t,98.0,13066842
f,96.0,13082310
t,100.0,13083682
f,90.0,13084734
f,91.0,13095952
t,95.0,13096400
t,98.0,13100047
t,100.0,13112761
f,90.0,13120626
t,99.0,13127954
t,99.0,13128357
f,98.0,13148133
f,100.0,13149975
f,97.0,13153289
f,97.0,13155451
f,99.0,13157125
f,92.0,13169268
f,90.0,13171740
t,98.0,13175533
f,97.0,13186688
f,92.0,13201652
f,70.0,13204198
f,100.0,13219968
t,99.0,13220623
t,92.0,13224465
t,100.0,13239272
f,92.0,13239943
f,92.0,13263750
f,97.0,13264163
t,98.0,13264364
f,90.0,13265498
f,100.0,13273159
f,80.0,13276083
f,95.0,13280184
t,99.0,13280672
t,98.0,13284332
t,98.0,13284618
t,100.0,13313452
f,97.0,13315189
t,99.0,13318584
f,94.0,13327441
t,96.0,13332858
f,84.0,13333814
f,97.0,13346701
f,93.0,13349338
t,94.0,13362637
t,97.0,13393846
f,93.0,13427895
f,100.0,13430730
t,100.0,13443665
f,94.0,13464987
t,94.0,13465512
f,92.0,13465756
f,100.0,13479950
f,90.0,13491912
t,99.0,13497122
t,95.0,13516275
f,60.0,13530616
f,92.0,13548606
f,93.0,13549311
f,94.0,13557637
f,100.0,13559950
f,90.0,13563865
f,94.0,13578021
f,95.0,13579169
f,100.0,13582817
t,97.0,13585679
f,95.0,13588571
f,97.0,13591271
f,94.0,13600947
t,98.0,13602723
t,100.0,13603043
t,93.0,13603416
f,94.0,13605661
t,97.0,13606695
f,96.0,13618517
f,95.0,13635551
t,98.0,13641058
f,97.0,13642014
t,99.0,13652971
f,93.0,13654134
t,99.0,13669721
f,97.0,13676473
t,98.0,13685131
f,93.0,13686323
t,98.0,13687128
f,100.0,13687255
f,93.0,13688416
f,97.0,13709214
t,96.0,13711175
t,99.0,13714899
f,91.0,13734123
t,100.0,13735115
t,100.0,13735664
t,95.0,13749078
f,94.0,13751537
t,99.0,13762975
f,80.0,13764695
t,96.0,13769493
f,96.0,13774014
f,91.0,13784076
t,98.0,13788581
t,97.0,13788740
f,92.0,13788749
t,99.0,13789725
f,100.0,13796550
t,99.0,13796921
f,100.0,13803228
t,97.0,13806046
t,97.0,13810224
t,95.0,13815224
t,98.0,13815533
t,98.0,13845578
f,99.0,13848713
t,99.0,13857866
t,94.0,13866653
t,90.0,13883766
t,95.0,13884730
t,98.0,13896608
t,99.0,13899875
f,97.0,13901641
t,87.0,13911251
f,99.0,13913555
f,98.0,13913910
t,100.0,13918273
t,100.0,13936968
f,100.0,13941504
f,99.0,13943674
f,100.0,13952628
f,82.0,13962229
t,99.0,13970165
t,100.0,13973341
f,94.0,13975376
f,98.0,13978938
f,100.0,13981712
f,98.0,14008953
t,98.0,14029901
f,99.0,14030807
f,94.0,14043110
f,95.0,14049725
t,98.0,14057062
t,96.0,14058613
t,99.0,14068781
f,100.0,14074818
f,98.0,14125801
t,98.0,14126085
t,100.0,14139656
f,88.0,14142409
t,92.0,14153586
t,97.0,14162759
f,99.0,14166343
t,94.0,14179987
f,93.0,14180539
f,92.0,14197078
f,97.0,14203815
f,100.0,14206695
f,100.0,14214684
t,99.0,14220594
f,96.0,14225205
f,83.0,14234871
f,97.0,14255278
t,99.0,14265180
t,98.0,14266916
t,99.0,14268636
t,88.0,14280580
f,100.0,14294502
f,100.0,14299097
f,100.0,14311890
t,100.0,14323059
f,100.0,14339856
f,97.0,14341440
t,100.0,14352641
f,97.0,14358722
f,97.0,14360687
f,99.0,14362264
t,100.0,14374783
f,100.0,14375372
f,94.0,14386727
t,98.0,14388391
t,96.0,14401326
t,80.0,14404663
f,94.0,14422371
t,99.0,14426130
t,99.0,14450414
f,85.0,14451638
t,94.0,14453697
t,93.0,14474493
f,90.0,14475808
f,89.0,14476185
f,92.0,14484206
t,99.0,14488234
t,98.0,14490262
t,98.0,14505006
t,96.0,14538591
t,95.0,14540002
f,87.0,14548497
f,93.0,14549750
f,88.0,14552166
t,99.0,14553693
f,97.0,14576746
f,83.0,14577765
t,100.0,14588279
f,93.0,14591043
f,96.0,14596029
t,94.0,14611058
f,100.0,14611546
t,100.0,14619235
t,95.0,14635668
f,89.0,14654471
t,97.0,14671513
t,96.0,14671675
f,98.0,14673134
t,99.0,14691164
t,97.0,14705126
f,100.0,14712935
f,100.0,14714307
f,88.0,14725307
t,95.0,14726839
t,97.0,14727009
t,100.0,14745298
f,100.0,14759973
f,98.0,14760041
f,87.0,14761638
f,100.0,14762607
t,96.0,14763705
f,100.0,14773074
t,93.0,14773204
t,99.0,14773919
t,99.0,14775913
f,97.0,14788324
t,95.0,14790424
t,98.0,14802586
t,98.0,14804950
f,98.0,14808208
f,92.0,14827566
f,90.0,14840923
t,96.0,14841442
t,94.0,14845574
f,99.0,14852542
t,88.0,14869325
t,96.0,14884457
f,95.0,14886240
f,96.0,14887262
f,100.0,14896984
f,97.0,14903530
f,94.0,14906353
f,93.0,14907455
f,100.0,14913379
t,98.0,14913657
t,99.0,14934208
f,97.0,14936250
f,93.0,14938407
t,98.0,14944663
t,100.0,14948905
f,100.0,14948986
t,96.0,14950542
t,100.0,14953903
f,91.0,14963288
t,100.0,14963473
f,100.0,14969986
t,95.0,14983353
t,96.0,14988703
t,99.0,14990478
f,86.0,14991559
t,100.0,14996188
t,97.0,15005046
f,93.0,15010218
t,98.0,15024335
f,93.0,15027416
f,95.0,15037623
t,97.0,15051965
t,98.0,15054072
f,87.0,15055277
f,99.0,15056192
f,93.0,15060615
t,97.0,15067182
t,98.0,15069107
f,96.0,15070065
f,95.0,15075530
f,100.0,15111599
f,100.0,15126863
f,100.0,15130794
f,85.0,15132100
t,99.0,15132855
f,92.0,15134083
t,96.0,15150709
f,90.0,15162895
t,98.0,15163770
f,93.0,15166182
t,98.0,15166399
t,95.0,15176931
f,97.0,15177458
t,100.0,15177460
f,93.0,15178460
t,97.0,15179182
t,96.0,15189360
t,99.0,15194176
t,99.0,15194320
t,95.0,15194432
f,100.0,15207802
t,96.0,15207940
f,70.0,15214880
t,98.0,15215678
t,100.0,15216713
f,100.0,15218861
t,98.0,15220043
t,100.0,15222045
t,97.0,15236335
f,100.0,15256248
f,91.0,15258331
f,88.0,15267186
t,97.0,15268492
t,98.0,15269286
f,100.0,15270397
f,96.0,15270469
t,96.0,15282659
f,100.0,15283495
f,100.0,15286104
f,91.0,15299001
f,97.0,15309962
t,100.0,15311048
t,99.0,15311518
f,100.0,15314587
f,98.0,15327480
t,98.0,15327674
f,95.0,15330348
f,99.0,15330751
t,98.0,15339049
f,100.0,15342398
f,95.0,15343159
f,90.0,15344978
t,100.0,15346313
t,99.0,15346876
f,100.0,15363435
f,100.0,15372200
f,100.0,15377291
f,70.0,15377479
t,97.0,15383658
f,100.0,15393846
f,93.0,15394942
f,98.0,15400940
f,95.0,15401372
t,98.0,15408863
t,99.0,15409616
f,84.0,15412358
t,94.0,15432669
t,95.0,15434462
f,100.0,15446815
t,98.0,15453636
f,93.0,15468915
t,98.0,15469891
t,100.0,15470223
t,95.0,15471195
t,96.0,15471316
t,98.0,15471757
t,98.0,15472181
f,97.0,15478431
f,100.0,15484215
t,98.0,15486470
f,100.0,15504145
f,100.0,15511739
f,98.0,15512995
t,100.0,15521441
t,93.0,15523355
f,100.0,15549498
t,100.0,15550123
f,100.0,15560650
f,94.0,15564777
t,95.0,15567704
f,100.0,15579505
f,94.0,15583185
f,99.0,15591362
f,100.0,15602145
f,100.0,15603927
t,94.0,15605090
t,100.0,15613006
t,80.0,15619426
f,100.0,15621583
f,96.0,15641829
f,100.0,15643873
f,70.0,15662354
