minimum_nights,review_scores_rating,id,neighbourhood
30,100.0,18125930,Mission District
1,94.0,18126981,Richmond District
3,100.0,18139592,Inner Sunset
2,97.0,18140914,Noe Valley
30,85.0,18152314,Mission District
2,99.0,18156135,Outer Sunset
30,100.0,18173968,Mission District
2,98.0,18184143,The Castro
30,100.0,18195108,Haight-Ashbury
1,97.0,18204951,Haight-Ashbury
1,98.0,18209966,Hayes Valley
3,93.0,18212346,Richmond District
30,98.0,18221524,Downtown
30,98.0,18231981,South Beach
30,97.0,18238265,Mission District
1,87.0,18242785,Noe Valley
30,90.0,18274764,Nob Hill
1,94.0,18286171,Lakeshore
30,100.0,18311350,Russian Hill
2,98.0,18314694,Haight-Ashbury
2,95.0,18329172,Portola
30,100.0,18331809,South Beach
32,100.0,18333674,Downtown
30,90.0,18343676,Mission District
4,100.0,18345958,Bernal Heights
3,96.0,18346141,SoMa
30,85.0,18348152,SoMa
2,91.0,18349074,Haight-Ashbury
1,97.0,18350373,Mission District
1,97.0,18350662,Mission District
30,50.0,18355851,Outer Sunset
30,100.0,18359884,Haight-Ashbury
2,96.0,18374124,Noe Valley
1,99.0,18391536,Sunnyside
30,100.0,18395555,South Beach
2,98.0,18396762,Richmond District
2,98.0,18397875,Outer Sunset
30,90.0,18431209,SoMa
2,99.0,18431597,Haight-Ashbury
2,97.0,18449966,Balboa Terrace
2,98.0,18450146,Inner Sunset
3,100.0,18450289,Mission District
30,100.0,18458541,Mission District
2,100.0,18459919,Chinatown
30,95.0,18463004,Haight-Ashbury
6,100.0,18464444,Noe Valley
2,93.0,18470412,Chinatown
2,100.0,18471072,Chinatown
2,80.0,18472576,Chinatown
2,100.0,18473036,Chinatown
2,100.0,18473152,Balboa Terrace
2,100.0,18475014,Chinatown
2,97.0,18488036,Marina
30,80.0,18488066,SoMa
30,90.0,18492236,Twin Peaks
30,80.0,18492603,Twin Peaks
30,92.0,18492721,SoMa
30,70.0,18492773,Twin Peaks
2,100.0,18504951,Mission District
1,95.0,18507365,Mission District
3,99.0,18507951,Excelsior
30,92.0,18527258,Crocker Amazon
3,98.0,18528858,Bayview
5,99.0,18529703,Mission District
30,98.0,18546459,Crocker Amazon
3,97.0,18548006,Bayview
30,100.0,18549735,Western Addition/NOPA
2,99.0,18550910,Haight-Ashbury
3,100.0,18562272,SoMa
4,97.0,18567266,Richmond District
3,99.0,18567743,Noe Valley
30,95.0,18582383,The Castro
1,97.0,18584924,Bayview
2,95.0,18587279,Bayview
30,94.0,18593394,Bernal Heights
3,95.0,18596420,Bernal Heights
2,99.0,18602265,Outer Sunset
2,100.0,18612680,Excelsior
2,99.0,18615032,Duboce Triangle
1,98.0,18639196,Inner Sunset
5,99.0,18653408,Inner Sunset
6,100.0,18656003,Western Addition/NOPA
3,98.0,18669935,Western Addition/NOPA
4,97.0,18672688,Noe Valley
30,98.0,18672833,Nob Hill
2,99.0,18675661,The Castro
30,100.0,18690689,Bayview
30,80.0,18705363,Downtown
30,90.0,18705911,Downtown
30,100.0,18705941,Nob Hill
30,100.0,18718406,The Castro
30,93.0,18732664,Potrero Hill
2,98.0,18737830,Mission District
30,98.0,18739271,Sunnyside
4,100.0,18753198,Noe Valley
2,97.0,18754189,Outer Sunset
4,93.0,18757463,The Castro
2,99.0,18757990,Pacific Heights
1,98.0,18765944,Parkside
1,99.0,18767723,Inner Sunset
30,100.0,18771028,Inner Sunset
30,80.0,18773934,Mission District
30,99.0,18775188,Russian Hill
2,87.0,18776764,Outer Sunset
4,92.0,18777731,Sunnyside
31,84.0,18778187,Richmond District
30,99.0,18780199,South Beach
1,98.0,18785944,Inner Sunset
2,96.0,18794629,Haight-Ashbury
2,99.0,18804992,Excelsior
5,100.0,18805854,Mission District
1,96.0,18806185,Bayview
30,98.0,18809842,Sunnyside
5,99.0,18810290,Inner Sunset
2,97.0,18810325,Outer Sunset
2,99.0,18827284,Lakeshore
30,100.0,18828466,Bayview
30,94.0,18838484,Parkside
30,100.0,18840775,Outer Sunset
5,97.0,18841477,Mission District
2,96.0,18850359,Mission District
30,99.0,18851429,Pacific Heights
30,100.0,18853563,Chinatown
30,93.0,18856637,Outer Sunset
30,100.0,18856887,SoMa
30,97.0,18858375,Outer Sunset
30,96.0,18860057,Outer Sunset
3,100.0,18871091,Western Addition/NOPA
45,97.0,18873472,Inner Sunset
2,99.0,18873809,Outer Sunset
1,96.0,18874472,Outer Sunset
30,100.0,18874655,Russian Hill
3,100.0,18878564,Presidio Heights
3,97.0,18893442,Alamo Square
2,99.0,18898768,Noe Valley
2,98.0,18900978,Hayes Valley
3,99.0,18916029,Bernal Heights
2,99.0,18916321,Noe Valley
2,98.0,18928482,Outer Sunset
30,95.0,18928857,Mission District
2,98.0,18931048,The Castro
2,96.0,18960282,Richmond District
3,98.0,18960888,Hayes Valley
3,99.0,18971467,Western Addition/NOPA
5,100.0,18974834,Mission District
2,100.0,18981477,Pacific Heights
1,94.0,18999934,Bayview
30,95.0,19014320,Mission District
4,98.0,19014669,Duboce Triangle
2,99.0,19015884,Bernal Heights
30,100.0,19020382,Mission District
30,87.0,19023994,SoMa
5,100.0,19035683,Richmond District
30,70.0,19038261,SoMa
1,93.0,19039703,Richmond District
3,97.0,19050152,Bayview
30,100.0,19050680,Inner Sunset
30,100.0,19055239,Richmond District
30,98.0,19073405,Outer Sunset
30,97.0,19086077,Potrero Hill
4,100.0,19100435,Sunnyside
3,96.0,19101632,Ingleside
30,100.0,19105532,Noe Valley
30,100.0,19119633,Nob Hill
6,100.0,19121342,Haight-Ashbury
2,94.0,19123620,Balboa Terrace
3,99.0,19140351,Richmond District
1,93.0,19150623,Parkside
2,80.0,19159660,Outer Sunset
2,93.0,19160639,Outer Sunset
2,95.0,19160891,Outer Sunset
4,100.0,19163190,Bernal Heights
30,94.0,19175066,Mission District
30,60.0,19178420,Bernal Heights
30,100.0,19180151,Pacific Heights
2,100.0,19180222,Noe Valley
2,100.0,19185162,Portola
2,97.0,19194530,Bayview
30,80.0,19206648,SoMa
4,99.0,19227069,Bernal Heights
4,99.0,19228248,Outer Sunset
30,97.0,19228919,Richmond District
2,98.0,19229358,The Castro
1,98.0,19236728,Downtown
1,99.0,19236730,Downtown
3,100.0,19240799,The Castro
2,98.0,19265072,Noe Valley
30,97.0,19270270,Noe Valley
3,97.0,19273465,Excelsior
2,99.0,19285250,Noe Valley
2,99.0,19292950,Hayes Valley
5,96.0,19304903,Bernal Heights
6,96.0,19307356,Inner Sunset
30,100.0,19311418,SoMa
4,96.0,19315635,Richmond District
30,87.0,19315898,Lakeshore
2,98.0,19316565,Union Square
30,100.0,19316721,Lakeshore
2,99.0,19328446,Pacific Heights
54,96.0,19329448,Pacific Heights
1,100.0,19331975,Ingleside
30,97.0,19332338,Nob Hill
4,100.0,19348868,Bayview
30,98.0,19363609,Mission Terrace
30,98.0,19364007,Mission Terrace
3,100.0,19365066,Mission Terrace
1,93.0,19368789,Lakeshore
30,100.0,19388714,Telegraph Hill
2,100.0,19403989,Outer Sunset
2,98.0,19404355,Marina
2,99.0,19404978,Outer Sunset
2,99.0,19407065,Western Addition/NOPA
4,97.0,19407153,Pacific Heights
2,99.0,19412179,Potrero Hill
1,99.0,19413966,Mission District
30,97.0,19416317,Russian Hill
3,100.0,19416382,Bernal Heights
30,97.0,19416507,Outer Sunset
1,92.0,19417708,Lakeshore
30,100.0,19419133,Outer Sunset
30,97.0,19437156,Western Addition/NOPA
3,99.0,19459929,Richmond District
30,100.0,19475051,Richmond District
2,92.0,19476963,Crocker Amazon
1,98.0,19478755,Inner Sunset
1,99.0,19491887,Portola
1,99.0,19499099,Nob Hill
2,100.0,19504960,Mission District
7,100.0,19506419,Pacific Heights
7,95.0,19527133,Mission District
30,93.0,19546859,Bayview
4,98.0,19564659,Mission District
2,98.0,19570849,Sunnyside
30,98.0,19570882,Sunnyside
30,100.0,19572542,Lakeshore
30,77.0,19573415,SoMa
3,98.0,19588004,Richmond District
1,96.0,19596257,Downtown
30,60.0,19611889,Outer Sunset
30,100.0,19612051,Outer Sunset
30,96.0,19626323,Outer Sunset
1,97.0,19644702,Downtown
5,95.0,19658833,Richmond District
30,100.0,19659835,The Castro
30,100.0,19680922,Chinatown
3,100.0,19694250,Hayes Valley
1,96.0,19704114,Bayview
1,100.0,19721174,Hayes Valley
3,100.0,19721472,Parkside
3,97.0,19721524,Bernal Heights
30,97.0,19745324,Sea Cliff
3,97.0,19753187,Mission District
2,95.0,19780176,Chinatown
30,80.0,19782416,Chinatown
1,97.0,19808052,Cow Hollow
30,92.0,19808652,Richmond District
31,98.0,19810694,Pacific Heights
30,75.0,19813532,Lakeshore
2,100.0,19813728,Lower Haight
2,95.0,19824550,Tenderloin
4,93.0,19827064,Chinatown
30,93.0,19827923,Tenderloin
30,75.0,19829202,Tenderloin
3,99.0,19830610,Dogpatch
30,91.0,19844253,Portola
30,92.0,19849615,Lakeshore
2,95.0,19849866,Chinatown
2,94.0,19872447,Mission Terrace
3,94.0,19877901,Crocker Amazon
30,89.0,19891811,Visitacion Valley
2,95.0,19892991,Twin Peaks
30,85.0,19894058,Visitacion Valley
30,80.0,19904931,Nob Hill
3,97.0,19907178,SoMa
30,100.0,19914814,Nob Hill
2,100.0,19922726,The Castro
30,100.0,19924936,Richmond District
30,96.0,19933216,Mission District
30,100.0,19934941,Nob Hill
5,100.0,19946179,Inner Sunset
31,100.0,19946354,Bernal Heights
2,91.0,19949380,Richmond District
1,99.0,19950230,Potrero Hill
1,94.0,19954872,Richmond District
2,100.0,19979690,Richmond District
30,93.0,20002089,Nob Hill
30,100.0,20002459,Nob Hill
30,93.0,20002651,Nob Hill
2,100.0,20024608,Chinatown
1,93.0,20059569,Richmond District
30,90.0,20070540,Glen Park
30,70.0,20072374,Mission District
30,84.0,20074013,Russian Hill
30,100.0,20087573,Lower Haight
30,97.0,20093004,Western Addition/NOPA
30,100.0,20096735,Alamo Square
30,90.0,20121178,Nob Hill
30,87.0,20121182,Nob Hill
30,87.0,20121980,Nob Hill
30,80.0,20121985,Nob Hill
3,98.0,20122070,Hayes Valley
3,99.0,20149972,South Beach
1,97.0,20154622,Portola
1,99.0,20155597,Pacific Heights
30,100.0,20155822,Nob Hill
30,97.0,20167050,Outer Sunset
30,100.0,20167369,SoMa
1,99.0,20169868,Outer Sunset
30,90.0,20173537,Visitacion Valley
30,100.0,20194233,The Castro
2,99.0,20195883,Richmond District
1,98.0,20217846,SoMa
30,100.0,20230882,Nob Hill
1,94.0,20256864,Richmond District
1,93.0,20257107,Richmond District
1,98.0,20257125,Outer Sunset
1,94.0,20258481,Inner Sunset
2,99.0,20267540,Western Addition/NOPA
2,98.0,20269012,Outer Sunset
4,100.0,20269251,Potrero Hill
2,94.0,20269328,Tenderloin
2,90.0,20279076,Chinatown
2,100.0,20281663,Richmond District
1,88.0,20286716,Parkside
30,100.0,20286823,Mission District
1,92.0,20286868,Parkside
1,94.0,20287325,Haight-Ashbury
2,91.0,20302991,Western Addition/NOPA
1,99.0,20305889,Bernal Heights
30,100.0,20311264,Mission District
30,100.0,20321045,Nob Hill
2,100.0,20331337,Lower Haight
4,96.0,20331804,Bernal Heights
30,90.0,20335923,Nob Hill
2,100.0,20361588,Balboa Terrace
30,100.0,20361695,Marina
30,94.0,20364980,Bayview
30,86.0,20365435,Visitacion Valley
30,89.0,20365447,Bayview
30,99.0,20367610,Parkside
30,98.0,20367796,Outer Sunset
30,97.0,20367880,Outer Sunset
30,96.0,20368086,Parkside
2,98.0,20386464,Noe Valley
1,95.0,20388193,Bayview
1,98.0,20393341,The Castro
10,95.0,20397022,Marina
1,98.0,20399118,Lakeshore
1,95.0,20408154,Outer Sunset
30,100.0,20408951,Fisherman's Wharf
2,97.0,20424404,Bernal Heights
1,97.0,20424542,Forest Hill
4,100.0,20424773,SoMa
4,98.0,20425693,Haight-Ashbury
2,97.0,20425974,Bayview
5,99.0,20426651,Mission District
30,100.0,20426652,SoMa
1,93.0,20439767,Portola
3,91.0,20440309,Glen Park
1,98.0,20444584,Lakeshore
6,99.0,20450156,SoMa
30,97.0,20460402,Excelsior
30,100.0,20473642,Parkside
1,95.0,20478011,Diamond Heights
30,100.0,20488889,Bernal Heights
4,100.0,20500854,Glen Park
30,96.0,20501065,Mission District
31,100.0,20501268,Mission District
6,98.0,20505903,SoMa
30,87.0,20522974,Western Addition/NOPA
30,100.0,20541727,The Castro
30,100.0,20542337,The Castro
3,99.0,20543892,Outer Sunset
30,95.0,20563658,Inner Sunset
2,100.0,20573374,Mission District
30,96.0,20575733,Outer Sunset
2,99.0,20591785,Nob Hill
1,96.0,20608059,Twin Peaks
30,60.0,20614522,Nob Hill
3,100.0,20620600,The Castro
30,98.0,20635045,The Castro
30,95.0,20635517,Noe Valley
30,100.0,20637303,Noe Valley
4,99.0,20641131,Bernal Heights
3,97.0,20649513,Dogpatch
2,91.0,20652741,Bayview
1,98.0,20654216,The Castro
30,97.0,20663782,Cow Hollow
30,95.0,20676931,Potrero Hill
2,91.0,20681294,Inner Sunset
2,99.0,20695687,Bernal Heights
30,97.0,20696391,Noe Valley
2,98.0,20696918,Crocker Amazon
30,40.0,20698881,Mission District
30,100.0,20704455,SoMa
2,98.0,20712310,Visitacion Valley
2,98.0,20720492,Bernal Heights
30,100.0,20722412,South Beach
90,100.0,20725043,SoMa
2,98.0,20739989,Twin Peaks
30,98.0,20744113,Richmond District
30,91.0,20744996,Marina
1,100.0,20745195,Potrero Hill
30,100.0,20746223,Marina
5,97.0,20750046,Western Addition/NOPA
2,95.0,20750111,The Castro
1,97.0,20761833,Glen Park
1,99.0,20762414,Forest Hill
2,96.0,20765941,Outer Sunset
5,100.0,20768833,Cole Valley
2,97.0,20772598,Outer Sunset
30,97.0,20776056,Telegraph Hill
2,99.0,20799337,Downtown
1,99.0,20803354,Mission District
2,94.0,20805606,Mission District
1,98.0,20813007,Bayview
2,97.0,20814139,Mission District
1,93.0,20837529,Visitacion Valley
7,100.0,20847212,Western Addition/NOPA
1,91.0,20852099,Visitacion Valley
30,83.0,20852769,Nob Hill
30,98.0,20857268,The Castro
30,85.0,20870768,Bayview
2,100.0,20873868,Western Addition/NOPA
2,90.0,20873957,SoMa
1,97.0,20885900,Downtown
2,94.0,20888699,Nob Hill
30,100.0,20899777,SoMa
1,100.0,20903277,Russian Hill
2,100.0,20905918,Mission District
1,93.0,20906522,Richmond District
30,98.0,20931156,Inner Sunset
3,99.0,20933318,Russian Hill
30,93.0,20957462,Nob Hill
2,87.0,20957480,Crocker Amazon
2,98.0,20967325,Richmond District
3,99.0,20979534,Western Addition/NOPA
3,96.0,20981346,Glen Park
3,98.0,20983732,Portola
30,60.0,20990167,Marina
2,97.0,20994570,Outer Sunset
3,98.0,21000319,Mission District
2,99.0,21005685,Visitacion Valley
2,96.0,21010862,SoMa
2,99.0,21011508,Outer Sunset
30,80.0,21011550,Presidio Heights
30,100.0,21024486,Western Addition/NOPA
1,93.0,21026079,Haight-Ashbury
1,95.0,21026891,Haight-Ashbury
1,97.0,21026964,Haight-Ashbury
30,100.0,21028058,Mission District
3,97.0,21028247,Balboa Terrace
30,92.0,21028485,Excelsior
1,98.0,21045694,Crocker Amazon
2,98.0,21047729,Noe Valley
2,100.0,21054696,The Castro
3,98.0,21057777,Bernal Heights
30,99.0,21057963,The Castro
4,96.0,21058406,Western Addition/NOPA
1,96.0,21068061,Visitacion Valley
2,96.0,21070256,Balboa Terrace
3,100.0,21075660,Bernal Heights
3,100.0,21079302,Lower Haight
30,100.0,21079469,The Castro
1,98.0,21082676,The Castro
2,95.0,21099478,Noe Valley
30,93.0,21110366,Mission District
21,100.0,21111066,Western Addition/NOPA
1,99.0,21111630,Nob Hill
2,100.0,21112601,Haight-Ashbury
2,100.0,21113012,Potrero Hill
1,99.0,21113266,Mission Terrace
2,99.0,21120542,Sunnyside
1,94.0,21122475,Downtown
2,95.0,21122731,Sunnyside
1,92.0,21123508,Downtown
3,98.0,21125429,Richmond District
1,99.0,21126147,The Castro
30,100.0,21128620,SoMa
2,99.0,21136811,Richmond District
2,100.0,21136997,Noe Valley
3,100.0,21151791,Duboce Triangle
2,98.0,21161595,Ingleside
4,100.0,21161939,Union Square
2,100.0,21163876,Western Addition/NOPA
4,100.0,21165478,Western Addition/NOPA
3,97.0,21170799,SoMa
1,100.0,21177034,Western Addition/NOPA
4,100.0,21185602,Downtown
2,98.0,21186680,Hayes Valley
1,98.0,21187925,Bayview
2,98.0,21189031,Noe Valley
1,100.0,21190709,Sea Cliff
2,97.0,21191232,Oceanview
30,90.0,21191422,Excelsior
1,99.0,21191909,Sunnyside
4,100.0,21192418,Dogpatch
30,100.0,21202330,Marina
1,98.0,21203146,Outer Sunset
30,90.0,21204243,Haight-Ashbury
1,98.0,21217809,Bernal Heights
30,93.0,21218347,Tenderloin
1,98.0,21219237,Sunnyside
1,95.0,21220773,Excelsior
30,80.0,21231393,Tenderloin
1,98.0,21231615,Outer Sunset
30,80.0,21232003,Tenderloin
4,100.0,21233359,Mission District
2,99.0,21233544,Outer Sunset
30,96.0,21242955,Inner Sunset
1,97.0,21252479,Richmond District
30,100.0,21253864,Oceanview
3,100.0,21264703,Downtown
30,100.0,21267987,The Castro
5,100.0,21276107,Bayview
2,100.0,21279801,Bernal Heights
1,99.0,21280829,SoMa
30,100.0,21281754,The Castro
1,93.0,21281846,West Portal
2,98.0,21282133,Mission District
2,97.0,21282635,Bernal Heights
3,92.0,21291124,Glen Park
5,95.0,21291714,Bernal Heights
4,100.0,21292656,Dogpatch
30,100.0,21292744,Haight-Ashbury
2,98.0,21294317,Mission District
1,99.0,21295261,Parkside
4,100.0,21297037,Duboce Triangle
30,100.0,21298312,Noe Valley
2,97.0,21298993,Nob Hill
4,100.0,21306276,Mission District
1,98.0,21307662,Outer Sunset
3,95.0,21309142,The Castro
3,100.0,21310005,Mission District
3,98.0,21312569,Bernal Heights
30,100.0,21313432,Mission District
2,100.0,21313591,Richmond District
2,98.0,21322334,Excelsior
2,99.0,21327347,Outer Sunset
2,96.0,21327857,Potrero Hill
30,99.0,21327908,Lower Haight
2,100.0,21345382,Noe Valley
30,100.0,21348008,Marina
30,100.0,21356103,Marina
4,100.0,21356783,Bernal Heights
3,98.0,21370662,The Castro
30,100.0,21371744,Potrero Hill
30,100.0,21377089,Western Addition/NOPA
30,100.0,21377843,Telegraph Hill
3,99.0,21378928,Western Addition/NOPA
1,100.0,21382398,Inner Sunset
30,100.0,21382657,Cole Valley
1,97.0,21385697,Bayview
1,97.0,21389519,Sunnyside
3,89.0,21396964,Oceanview
30,97.0,21397422,The Castro
30,95.0,21397854,Mission District
30,100.0,21398361,SoMa
2,98.0,21398528,Noe Valley
3,100.0,21399171,Noe Valley
30,90.0,21413104,Tenderloin
2,98.0,21425660,Visitacion Valley
30,96.0,21440528,Bernal Heights
30,100.0,21448156,Western Addition/NOPA
1,92.0,21449226,Haight-Ashbury
4,100.0,21457958,Sunnyside
1,96.0,21458837,Russian Hill
1,99.0,21459964,Telegraph Hill
1,98.0,21461483,Bernal Heights
30,100.0,21464833,Western Addition/NOPA
4,100.0,21472950,SoMa
30,73.0,21475672,Mission District
4,99.0,21476067,Mission District
2,98.0,21478651,Noe Valley
5,99.0,21484566,Bernal Heights
2,100.0,21485825,Twin Peaks
2,93.0,21486593,Visitacion Valley
30,20.0,21488120,Lower Haight
2,95.0,21489166,Mission Terrace
30,80.0,21490551,Nob Hill
30,100.0,21502035,Presidio Heights
30,96.0,21526852,Mission District
2,98.0,21529297,Hayes Valley
2,98.0,21530578,Hayes Valley
5,97.0,21539315,Cole Valley
6,100.0,21547967,Bernal Heights
1,95.0,21550910,SoMa
30,100.0,21552181,Glen Park
30,100.0,21553107,Russian Hill
1,95.0,21555212,Haight-Ashbury
2,97.0,21558062,Inner Sunset
7,100.0,21561809,Mission Terrace
1,97.0,21578559,Western Addition/NOPA
1,94.0,21579309,Western Addition/NOPA
30,100.0,21581684,Chinatown
1,98.0,21581753,SoMa
1,96.0,21583195,Western Addition/NOPA
1,95.0,21584555,Western Addition/NOPA
2,98.0,21588941,Bernal Heights
2,95.0,21591469,Outer Sunset
32,100.0,21592081,Cole Valley
2,96.0,21594483,Outer Sunset
2,96.0,21596397,Potrero Hill
5,97.0,21597324,Crocker Amazon
30,100.0,21597747,Nob Hill
30,99.0,21612268,Lower Haight
30,98.0,21612906,Mission District
2,97.0,21619241,SoMa
2,96.0,21620847,SoMa
1,97.0,21623314,SoMa
30,60.0,21623317,Tenderloin
3,98.0,21625713,Lakeshore
2,100.0,21629749,Oceanview
1,93.0,21632344,Visitacion Valley
30,87.0,21632686,Tenderloin
2,95.0,21634930,Western Addition/NOPA
30,100.0,21635395,Nob Hill
5,97.0,21636740,Inner Sunset
2,97.0,21644424,Nob Hill
2,97.0,21645603,Mission District
30,100.0,21646993,The Castro
3,98.0,21648122,Glen Park
3,98.0,21648377,Excelsior
2,99.0,21648525,Haight-Ashbury
30,70.0,21648684,Bayview
30,100.0,21648804,Pacific Heights
2,97.0,21650740,Parkside
1,85.0,21665665,Bayview
30,95.0,21674820,Mission District
1,98.0,21679018,Bernal Heights
4,100.0,21679288,Chinatown
3,99.0,21681278,Oceanview
30,80.0,21682128,Tenderloin
2,100.0,21684684,Cole Valley
1,93.0,21693492,Bayview
30,99.0,21694548,Cole Valley
3,100.0,21694775,Bernal Heights
3,91.0,21699731,Duboce Triangle
1,98.0,21710124,Bayview
2,93.0,21727562,Richmond District
30,80.0,21728615,Tenderloin
2,88.0,21729398,Richmond District
2,90.0,21730409,Richmond District
2,88.0,21730505,Richmond District
2,91.0,21730649,Richmond District
2,75.0,21731528,Mission Terrace
30,95.0,21735431,Nob Hill
30,80.0,21735502,Dogpatch
30,100.0,21737296,Mission District
30,80.0,21739662,Tenderloin
30,100.0,21739935,Tenderloin
1,98.0,21745759,Outer Sunset
1,99.0,21745893,Outer Sunset
4,85.0,21763555,Nob Hill
2,99.0,21766603,Richmond District
1,98.0,21766847,The Castro
30,90.0,21773131,Mission District
30,100.0,21783775,Mission District
30,100.0,21783949,Mission District
32,70.0,21784407,Downtown
32,98.0,21785138,Downtown
32,91.0,21785328,Downtown
30,93.0,21786174,Tenderloin
30,100.0,21786546,Richmond District
1,94.0,21790140,Downtown
1,94.0,21790309,Downtown
30,100.0,21796486,Mission District
31,99.0,21799501,Lakeshore
2,100.0,21799941,Western Addition/NOPA
30,100.0,21804276,Portola
3,93.0,21812815,Richmond District
30,94.0,21813189,Marina
1,100.0,21817055,Inner Sunset
30,100.0,21827805,SoMa
30,94.0,21836601,Duboce Triangle
1,92.0,21837830,Inner Sunset
1,99.0,21847778,Mission District
1,98.0,21862244,Bayview
2,97.0,21863110,Bernal Heights
3,100.0,21866860,Noe Valley
30,100.0,21868817,Marina
30,100.0,21878322,The Castro
30,100.0,21880287,Mission District
2,95.0,21880724,Noe Valley
30,100.0,21885572,Crocker Amazon
2,100.0,21897971,Mission District
6,96.0,21909473,Noe Valley
2,100.0,21909816,The Castro
1,100.0,21911065,Twin Peaks
1,99.0,21919621,Union Square
2,97.0,21923195,Noe Valley
30,100.0,21924375,The Castro
30,100.0,21928146,Western Addition/NOPA
1,99.0,21928413,SoMa
2,99.0,21935870,Telegraph Hill
1,98.0,21964157,Bayview
2,99.0,21966135,SoMa
3,93.0,21966629,Noe Valley
2,94.0,21974808,Nob Hill
30,98.0,21975025,Pacific Heights
30,99.0,21979517,The Castro
90,80.0,21981639,Outer Sunset
3,97.0,21985129,Portola
2,95.0,21997273,Sunnyside
4,94.0,21999656,Portola
30,70.0,22001836,Russian Hill
30,88.0,22002809,Crocker Amazon
2,98.0,22003066,SoMa
3,99.0,22011446,Downtown
4,100.0,22015376,The Castro
30,96.0,22015435,Western Addition/NOPA
30,97.0,22016476,Mission District
30,70.0,22016717,Noe Valley
30,100.0,22022641,Noe Valley
30,80.0,22032808,Pacific Heights
30,100.0,22033453,Noe Valley
3,100.0,22034753,SoMa
30,80.0,22047367,Tenderloin
30,60.0,22048292,Tenderloin
1,73.0,22066724,Mission District
30,80.0,22080836,Inner Sunset
30,95.0,22104228,Downtown
30,93.0,22104756,Nob Hill
2,95.0,22110217,Bayview
30,95.0,22123424,SoMa
2,98.0,22140977,Inner Sunset
4,98.0,22147017,Cole Valley
30,100.0,22147765,Nob Hill
30,90.0,22148198,Telegraph Hill
30,100.0,22149270,Nob Hill
2,87.0,22163431,Mission District
30,100.0,22171639,Russian Hill
3,94.0,22175258,Bernal Heights
5,100.0,22178186,Bernal Heights
60,100.0,22189205,Cole Valley
30,99.0,22190418,Mission Terrace
10,100.0,22191252,Mission District
4,100.0,22191539,Outer Sunset
30,100.0,22193833,Cole Valley
7,100.0,22206596,Potrero Hill
3,99.0,22207774,Downtown
3,100.0,22208070,Downtown
3,98.0,22208187,Downtown
1,98.0,22214202,Bernal Heights
1,98.0,22226218,Bernal Heights
2,97.0,22227463,SoMa
2,98.0,22229654,Outer Sunset
3,100.0,22230201,Noe Valley
30,100.0,22232165,Noe Valley
30,99.0,22245431,Potrero Hill
30,40.0,22263518,Lower Haight
30,100.0,22265031,Inner Sunset
4,97.0,22268114,Potrero Hill
2,98.0,22277743,Nob Hill
2,100.0,22296755,Western Addition/NOPA
30,85.0,22296862,Portola
30,100.0,22306054,Western Addition/NOPA
30,99.0,22309220,Lower Haight
1,96.0,22310307,Haight-Ashbury
2,100.0,22323114,Downtown
30,95.0,22325200,Outer Sunset
2,96.0,22325337,Bernal Heights
3,99.0,22328157,The Castro
1,99.0,22340219,Pacific Heights
30,80.0,22355943,Nob Hill
30,78.0,22373160,Haight-Ashbury
3,100.0,22375226,The Castro
3,99.0,22378055,Potrero Hill
30,100.0,22378695,Russian Hill
3,95.0,22388111,Bernal Heights
30,100.0,22388131,Bayview
30,100.0,22396454,Western Addition/NOPA
3,95.0,22396902,Duboce Triangle
30,95.0,22402266,Outer Sunset
30,95.0,22403752,Richmond District
30,88.0,22410367,Alamo Square
30,60.0,22410401,Russian Hill
3,96.0,22430481,Outer Sunset
2,100.0,22433252,Richmond District
5,97.0,22468462,Crocker Amazon
2,97.0,22469468,Portola
2,99.0,22487945,Outer Sunset
6,99.0,22495406,The Castro
30,100.0,22504534,Nob Hill
2,99.0,22505200,SoMa
2,98.0,22512581,Hayes Valley
1,92.0,22516793,SoMa
30,97.0,22525784,Mission Terrace
2,97.0,22532009,Twin Peaks
30,80.0,22534933,Russian Hill
1,93.0,22536998,Inner Sunset
30,100.0,22546291,Crocker Amazon
1,100.0,22548614,The Castro
30,100.0,22551985,Mission District
2,100.0,22553944,Duboce Triangle
2,98.0,22554459,Cole Valley
3,100.0,22555972,Western Addition/NOPA
30,67.0,22557170,Nob Hill
1,98.0,22563498,Pacific Heights
65,100.0,22565419,SoMa
30,60.0,22567198,Cow Hollow
31,100.0,22568068,Visitacion Valley
2,100.0,22568473,Western Addition/NOPA
1,100.0,22569379,SoMa
30,85.0,22577863,Inner Sunset
1,95.0,22584903,West Portal
1,92.0,22586319,Visitacion Valley
2,100.0,22587418,Richmond District
30,100.0,22592721,Inner Sunset
30,100.0,22597536,Tenderloin
30,98.0,22601496,Richmond District
2,97.0,22603366,Bayview
2,100.0,22608611,Noe Valley
30,90.0,22609372,Haight-Ashbury
30,100.0,22615137,Hayes Valley
1,97.0,22619139,Mission Terrace
3,100.0,22636987,The Castro
2,98.0,22638675,Visitacion Valley
30,100.0,22640273,The Castro
30,100.0,22653093,Tenderloin
30,93.0,22655239,Mission District
30,70.0,22656065,Tenderloin
30,93.0,22662336,Inner Sunset
3,96.0,22665446,Bernal Heights
30,80.0,22668601,Mission District
30,100.0,22668931,Mission District
30,90.0,22669291,Mission District
30,100.0,22669703,SoMa
30,100.0,22671524,Nob Hill
