host_response_rate,review_scores_rating,id
100%,97.0,21282635.0
100%,92.0,21291124.0
89%,95.0,21291714.0
100%,100.0,21292744.0
100%,98.0,21294317.0
100%,99.0,21295261.0
100%,100.0,21298312.0
100%,97.0,21298993.0
100%,100.0,21306276.0
100%,98.0,21307662.0
100%,95.0,21309142.0
100%,100.0,21310005.0
100%,98.0,21312569.0
100%,100.0,21313591.0
100%,98.0,21322334.0
100%,99.0,21327347.0
100%,96.0,21327857.0
100%,99.0,21327908.0
100%,100.0,21348008.0
100%,100.0,21356103.0
100%,98.0,21370662.0
100%,100.0,21371744.0
94%,100.0,21377843.0
100%,99.0,21378928.0
100%,100.0,21382398.0
100%,100.0,21382657.0
100%,97.0,21385697.0
100%,97.0,21389519.0
100%,89.0,21396964.0
87%,97.0,21397422.0
87%,95.0,21397854.0
99%,100.0,21398361.0
100%,98.0,21398528.0
100%,100.0,21399171.0
100%,90.0,21413104.0
100%,98.0,21425660.0
100%,96.0,21440528.0
100%,92.0,21449226.0
100%,96.0,21458837.0
100%,99.0,21459964.0
100%,98.0,21461483.0
100%,100.0,21464833.0
100%,73.0,21475672.0
100%,99.0,21476067.0
100%,98.0,21478651.0
100%,99.0,21484566.0
100%,100.0,21485825.0
100%,93.0,21486593.0
99%,20.0,21488120.0
100%,95.0,21489166.0
67%,80.0,21490551.0
90%,100.0,21502035.0
100%,98.0,21529297.0
100%,98.0,21530578.0
86%,97.0,21539315.0
100%,100.0,21547967.0
100%,95.0,21555212.0
100%,97.0,21558062.0
100%,100.0,21561809.0
100%,97.0,21578559.0
100%,94.0,21579309.0
67%,100.0,21581684.0
100%,98.0,21581753.0
100%,96.0,21583195.0
100%,95.0,21584555.0
100%,95.0,21591469.0
83%,100.0,21592081.0
100%,96.0,21594483.0
100%,96.0,21596397.0
100%,97.0,21597324.0
100%,100.0,21597747.0
100%,99.0,21612268.0
100%,98.0,21612906.0
100%,97.0,21619241.0
100%,96.0,21620847.0
100%,97.0,21623314.0
100%,60.0,21623317.0
100%,98.0,21625713.0
100%,93.0,21632344.0
100%,87.0,21632686.0
100%,95.0,21634930.0
100%,100.0,21635395.0
100%,97.0,21636740.0
100%,97.0,21644424.0
100%,97.0,21645603.0
100%,98.0,21648122.0
100%,98.0,21648377.0
100%,70.0,21648684.0
100%,97.0,21650740.0
100%,85.0,21665665.0
100%,95.0,21674820.0
90%,98.0,21679018.0
100%,100.0,21679288.0
100%,99.0,21681278.0
100%,80.0,21682128.0
100%,93.0,21693492.0
78%,99.0,21694548.0
90%,100.0,21694775.0
100%,98.0,21710124.0
100%,93.0,21727562.0
100%,80.0,21728615.0
100%,88.0,21729398.0
100%,90.0,21730409.0
100%,88.0,21730505.0
100%,91.0,21730649.0
100%,75.0,21731528.0
87%,95.0,21735431.0
100%,80.0,21735502.0
99%,100.0,21737296.0
100%,80.0,21739662.0
100%,100.0,21739935.0
100%,98.0,21745759.0
100%,99.0,21745893.0
100%,99.0,21766603.0
100%,98.0,21766847.0
100%,90.0,21773131.0
99%,100.0,21783775.0
99%,100.0,21783949.0
100%,70.0,21784407.0
100%,98.0,21785138.0
100%,91.0,21785328.0
100%,93.0,21786174.0
100%,94.0,21790140.0
100%,94.0,21790309.0
100%,100.0,21796486.0
100%,100.0,21799941.0
100%,100.0,21804276.0
100%,93.0,21812815.0
100%,94.0,21813189.0
100%,100.0,21817055.0
99%,100.0,21827805.0
100%,94.0,21836601.0
100%,92.0,21837830.0
100%,99.0,21847778.0
100%,98.0,21862244.0
100%,97.0,21863110.0
100%,100.0,21866860.0
0%,100.0,21868817.0
99%,100.0,21878322.0
100%,100.0,21880287.0
100%,95.0,21880724.0
100%,100.0,21885572.0
100%,100.0,21897971.0
89%,96.0,21909473.0
100%,100.0,21909816.0
100%,100.0,21911065.0
100%,99.0,21919621.0
100%,97.0,21923195.0
100%,100.0,21924375.0
100%,100.0,21928146.0
100%,99.0,21928413.0
100%,99.0,21935870.0
100%,98.0,21964157.0
100%,99.0,21966135.0
100%,93.0,21966629.0
100%,94.0,21974808.0
100%,99.0,21979517.0
100%,80.0,21981639.0
100%,97.0,21985129.0
100%,94.0,21999656.0
100%,70.0,22001836.0
100%,88.0,22002809.0
100%,98.0,22003066.0
100%,99.0,22011446.0
100%,100.0,22015376.0
100%,96.0,22015435.0
100%,97.0,22016476.0
100%,70.0,22016717.0
100%,80.0,22032808.0
100%,100.0,22033453.0
100%,100.0,22034753.0
100%,80.0,22047367.0
100%,60.0,22048292.0
100%,73.0,22066724.0
100%,80.0,22080836.0
50%,95.0,22104228.0
100%,93.0,22104756.0
100%,95.0,22110217.0
99%,95.0,22123424.0
100%,98.0,22140977.0
100%,98.0,22147017.0
99%,100.0,22147765.0
99%,90.0,22148198.0
99%,100.0,22149270.0
100%,87.0,22163431.0
100%,100.0,22171639.0
100%,94.0,22175258.0
100%,100.0,22178186.0
100%,100.0,22189205.0
100%,100.0,22193833.0
100%,99.0,22207774.0
100%,100.0,22208070.0
100%,98.0,22208187.0
100%,98.0,22214202.0
100%,98.0,22226218.0
100%,97.0,22227463.0
100%,98.0,22229654.0
100%,100.0,22230201.0
100%,100.0,22232165.0
100%,99.0,22245431.0
100%,40.0,22263518.0
100%,100.0,22265031.0
100%,98.0,22277743.0
100%,100.0,22296755.0
100%,85.0,22296862.0
99%,100.0,22306054.0
100%,99.0,22309220.0
100%,96.0,22310307.0
99%,100.0,22323114.0
100%,95.0,22325200.0
100%,96.0,22325337.0
100%,99.0,22328157.0
100%,99.0,22340219.0
100%,80.0,22355943.0
100%,78.0,22373160.0
100%,100.0,22375226.0
100%,99.0,22378055.0
100%,95.0,22388111.0
96%,100.0,22396454.0
100%,95.0,22396902.0
100%,95.0,22402266.0
100%,95.0,22403752.0
83%,88.0,22410367.0
100%,60.0,22410401.0
100%,96.0,22430481.0
100%,100.0,22433252.0
100%,97.0,22468462.0
100%,97.0,22469468.0
100%,99.0,22487945.0
100%,99.0,22495406.0
99%,100.0,22504534.0
100%,99.0,22505200.0
100%,98.0,22512581.0
100%,92.0,22516793.0
100%,97.0,22532009.0
100%,80.0,22534933.0
100%,93.0,22536998.0
100%,100.0,22546291.0
100%,100.0,22548614.0
100%,100.0,22551985.0
100%,98.0,22554459.0
100%,100.0,22555972.0
100%,67.0,22557170.0
100%,98.0,22563498.0
100%,100.0,22565419.0
100%,60.0,22567198.0
100%,100.0,22568068.0
100%,100.0,22568473.0
100%,100.0,22569379.0
100%,85.0,22577863.0
100%,95.0,22584903.0
100%,92.0,22586319.0
100%,100.0,22587418.0
100%,100.0,22592721.0
100%,100.0,22597536.0
100%,98.0,22601496.0
100%,97.0,22603366.0
100%,100.0,22608611.0
100%,90.0,22609372.0
100%,97.0,22619139.0
96%,100.0,22626810.0
100%,100.0,22636987.0
100%,98.0,22638675.0
100%,100.0,22640273.0
100%,100.0,22653093.0
100%,93.0,22655239.0
100%,70.0,22656065.0
100%,93.0,22662336.0
100%,96.0,22665446.0
87%,80.0,22668601.0
87%,100.0,22668931.0
87%,90.0,22669291.0
99%,100.0,22669703.0
87%,100.0,22671524.0
100%,93.0,22671938.0
100%,85.0,22676805.0
100%,98.0,22690547.0
100%,20.0,22690820.0
100%,91.0,22693162.0
100%,94.0,22693303.0
100%,91.0,22693396.0
100%,100.0,22702846.0
100%,80.0,22704895.0
100%,99.0,22705767.0
100%,93.0,22706387.0
100%,95.0,22715454.0
100%,98.0,22718099.0
100%,87.0,22737945.0
100%,100.0,22738026.0
98%,100.0,22748621.0
100%,96.0,22754156.0
100%,96.0,22754295.0
100%,99.0,22764131.0
100%,100.0,22768632.0
100%,100.0,22774093.0
100%,100.0,22776071.0
100%,100.0,22778447.0
100%,100.0,22792806.0
100%,70.0,22793232.0
100%,100.0,22795431.0
100%,100.0,22800066.0
100%,99.0,22812395.0
100%,99.0,22814781.0
100%,65.0,22817022.0
100%,100.0,22826843.0
100%,99.0,22827448.0
100%,86.0,22829352.0
100%,90.0,22831677.0
100%,93.0,22852845.0
99%,100.0,22866082.0
99%,100.0,22866228.0
98%,100.0,22886185.0
90%,100.0,22903941.0
100%,100.0,22906854.0
100%,100.0,22908548.0
100%,95.0,22943630.0
100%,93.0,22944965.0
100%,98.0,22946959.0
100%,100.0,22955166.0
100%,98.0,22968438.0
100%,97.0,22970151.0
100%,91.0,22970266.0
100%,100.0,22972614.0
100%,98.0,22986895.0
100%,88.0,22989582.0
100%,100.0,22998690.0
99%,90.0,23004482.0
100%,80.0,23004848.0
100%,93.0,23004935.0
90%,100.0,23018782.0
100%,93.0,23020140.0
100%,80.0,23022998.0
100%,97.0,23025299.0
100%,99.0,23044309.0
100%,98.0,23054267.0
100%,80.0,23073700.0
100%,100.0,23087617.0
100%,97.0,23095049.0
100%,97.0,23106047.0
100%,96.0,23106655.0
100%,98.0,23111807.0
100%,98.0,23121061.0
99%,100.0,23122715.0
96%,96.0,23147212.0
100%,99.0,23147806.0
100%,99.0,23150717.0
100%,95.0,23163677.0
100%,92.0,23171836.0
100%,98.0,23173614.0
100%,98.0,23179561.0
100%,100.0,23181448.0
100%,80.0,23184048.0
100%,97.0,23185870.0
100%,95.0,23205030.0
100%,96.0,23209264.0
100%,100.0,23215410.0
100%,98.0,23217998.0
100%,100.0,23218751.0
98%,100.0,23222043.0
100%,99.0,23223838.0
100%,98.0,23230950.0
100%,100.0,23235919.0
100%,97.0,23240184.0
100%,95.0,23255383.0
100%,100.0,23257392.0
100%,89.0,23258326.0
78%,80.0,23269859.0
78%,80.0,23271377.0
78%,70.0,23271459.0
78%,87.0,23271549.0
78%,70.0,23271623.0
78%,100.0,23271702.0
78%,80.0,23271772.0
78%,93.0,23271975.0
100%,90.0,23288262.0
78%,80.0,23292785.0
78%,93.0,23292883.0
78%,80.0,23292919.0
78%,60.0,23293005.0
78%,88.0,23293057.0
78%,87.0,23293099.0
78%,80.0,23293404.0
99%,90.0,23293773.0
99%,100.0,23294064.0
100%,99.0,23303083.0
78%,91.0,23312390.0
78%,87.0,23312525.0
78%,85.0,23312644.0
78%,87.0,23312824.0
78%,80.0,23312854.0
78%,80.0,23312910.0
78%,90.0,23313045.0
78%,90.0,23313157.0
78%,100.0,23313200.0
78%,87.0,23313242.0
100%,86.0,23313532.0
100%,98.0,23314035.0
100%,97.0,23314308.0
100%,60.0,23326108.0
93%,99.0,23326161.0
100%,90.0,23326739.0
100%,100.0,23343999.0
96%,97.0,23352511.0
96%,98.0,23353650.0
100%,97.0,23353721.0
90%,99.0,23354077.0
50%,100.0,23358468.0
100%,100.0,23359001.0
100%,97.0,23359552.0
100%,94.0,23371451.0
100%,100.0,23411237.0
0%,100.0,23419962.0
100%,96.0,23421931.0
100%,100.0,23431731.0
100%,100.0,23433090.0
89%,100.0,23437582.0
100%,88.0,23449023.0
89%,90.0,23452479.0
100%,94.0,23453808.0
100%,100.0,23466551.0
100%,99.0,23474087.0
100%,98.0,23476220.0
100%,96.0,23479779.0
100%,100.0,23480149.0
67%,94.0,23504233.0
100%,86.0,23521230.0
100%,94.0,23521739.0
100%,96.0,23522824.0
100%,98.0,23522934.0
99%,100.0,23524100.0
99%,100.0,23524153.0
99%,100.0,23524176.0
100%,98.0,23527874.0
99%,100.0,23543739.0
99%,100.0,23545253.0
100%,100.0,23545831.0
100%,70.0,23545971.0
100%,100.0,23550791.0
78%,86.0,23551086.0
78%,82.0,23551138.0
78%,85.0,23551287.0
78%,87.0,23551835.0
100%,99.0,23567834.0
100%,99.0,23568246.0
100%,98.0,23583038.0
100%,93.0,23583822.0
100%,91.0,23584006.0
86%,94.0,23598670.0
100%,95.0,23599466.0
78%,100.0,23611401.0
78%,80.0,23611950.0
94%,94.0,23613300.0
100%,90.0,23615779.0
78%,80.0,23629793.0
78%,84.0,23630055.0
100%,99.0,23632116.0
78%,90.0,23634434.0
78%,100.0,23634564.0
78%,100.0,23634597.0
78%,70.0,23634727.0
78%,100.0,23634783.0
100%,100.0,23667434.0
43%,100.0,23669671.0
100%,98.0,23671363.0
100%,98.0,23672181.0
100%,99.0,23681212.0
100%,100.0,23684260.0
99%,100.0,23684272.0
100%,98.0,23684463.0
100%,98.0,23684875.0
100%,98.0,23685499.0
100%,99.0,23685560.0
100%,97.0,23686129.0
100%,95.0,23686364.0
91%,84.0,23698833.0
100%,98.0,23699151.0
100%,98.0,23700802.0
100%,90.0,23705765.0
100%,95.0,23711998.0
93%,98.0,23712427.0
100%,100.0,23714398.0
100%,98.0,23732691.0
100%,97.0,23733494.0
100%,100.0,23746795.0
100%,100.0,23749660.0
100%,98.0,23751274.0
100%,98.0,23753462.0
33%,100.0,23761546.0
100%,97.0,23763871.0
100%,100.0,23773339.0
100%,100.0,23788672.0
100%,80.0,23789066.0
100%,100.0,23794879.0
100%,100.0,23803703.0
100%,100.0,23804136.0
100%,100.0,23805445.0
100%,99.0,23805904.0
100%,97.0,23813739.0
99%,98.0,23821738.0
100%,94.0,23825920.0
100%,99.0,23827071.0
100%,80.0,23827577.0
90%,96.0,23830079.0
90%,100.0,23839071.0
100%,100.0,23854289.0
100%,99.0,23860006.0
100%,99.0,23860519.0
100%,94.0,23861410.0
100%,100.0,23874986.0
100%,99.0,23881290.0
95%,98.0,23883511.0
100%,99.0,23883643.0
100%,97.0,23884346.0
83%,88.0,23897639.0
100%,91.0,23900160.0
100%,95.0,23905627.0
100%,97.0,23907104.0
100%,99.0,23914311.0
100%,100.0,23922318.0
100%,95.0,23922573.0
100%,90.0,23922787.0
100%,100.0,23924310.0
100%,100.0,23924946.0
99%,93.0,23941748.0
99%,93.0,23941849.0
100%,100.0,23942828.0
100%,98.0,23946104.0
83%,100.0,23960056.0
83%,100.0,23960897.0
100%,60.0,23963479.0
100%,100.0,23963992.0
100%,99.0,23973022.0
80%,98.0,23973946.0
100%,96.0,23990789.0
100%,98.0,23993894.0
100%,100.0,24000329.0
100%,91.0,24000340.0
88%,89.0,24013191.0
100%,99.0,24013866.0
100%,99.0,24021724.0
100%,95.0,24022017.0
100%,97.0,24034368.0
100%,99.0,24036000.0
100%,97.0,24041601.0
100%,97.0,24043373.0
100%,100.0,24043927.0
100%,97.0,24045402.0
100%,98.0,24063893.0
100%,97.0,24065926.0
100%,97.0,24066728.0
100%,98.0,24066861.0
83%,100.0,24080862.0
100%,98.0,24082014.0
100%,98.0,24083593.0
100%,98.0,24084497.0
94%,100.0,24086446.0
100%,97.0,24087763.0
100%,98.0,24099463.0
86%,98.0,24099520.0
100%,100.0,24104997.0
100%,99.0,24129914.0
95%,99.0,24137129.0
100%,100.0,24149977.0
80%,100.0,24159308.0
100%,100.0,24162068.0
100%,100.0,24162999.0
100%,100.0,24163232.0
100%,100.0,24181120.0
99%,100.0,24182769.0
99%,100.0,24182972.0
100%,60.0,24183155.0
99%,80.0,24183949.0
100%,97.0,24224031.0
100%,100.0,24227956.0
100%,100.0,24230206.0
100%,100.0,24233539.0
100%,100.0,24247274.0
80%,91.0,24274131.0
100%,99.0,24309390.0
100%,80.0,24334963.0
90%,98.0,24337398.0
100%,100.0,24354180.0
100%,99.0,24357954.0
100%,100.0,24359644.0
100%,98.0,24361125.0
99%,100.0,24370548.0
100%,100.0,24371933.0
100%,93.0,24375347.0
98%,94.0,24376665.0
100%,97.0,24379811.0
100%,100.0,24390111.0
100%,95.0,24412150.0
100%,98.0,24412267.0
100%,99.0,24412420.0
80%,100.0,24424220.0
100%,99.0,24427167.0
100%,97.0,24449972.0
100%,85.0,24455467.0
99%,100.0,24465675.0
86%,87.0,24468179.0
100%,96.0,24471037.0
100%,96.0,24474059.0
100%,94.0,24474631.0
100%,95.0,24474830.0
100%,80.0,24475148.0
100%,100.0,24489443.0
100%,100.0,24490533.0
100%,98.0,24492351.0
100%,100.0,24497818.0
100%,100.0,24499755.0
100%,95.0,24499851.0
100%,90.0,24502259.0
100%,100.0,24513782.0
100%,94.0,24526661.0
100%,100.0,24538278.0
100%,98.0,24539004.0
100%,98.0,24542177.0
100%,97.0,24559691.0
100%,95.0,24580698.0
100%,87.0,24595688.0
100%,98.0,24599232.0
100%,97.0,24600600.0
91%,93.0,24604001.0
100%,95.0,24605611.0
100%,99.0,24631777.0
89%,100.0,24648539.0
94%,98.0,24650875.0
100%,100.0,24651682.0
100%,100.0,24651782.0
100%,97.0,24654041.0
100%,100.0,24654933.0
100%,95.0,24657937.0
100%,98.0,24670819.0
99%,100.0,24676976.0
99%,100.0,24678216.0
99%,100.0,24678255.0
99%,100.0,24678282.0
99%,100.0,24678347.0
99%,100.0,24678400.0
99%,70.0,24678436.0
100%,99.0,24680396.0
100%,87.0,24698383.0
96%,96.0,24736036.0
100%,99.0,24749696.0
100%,97.0,24754392.0
100%,99.0,24755998.0
100%,98.0,24758727.0
94%,100.0,24760981.0
90%,89.0,24777563.0
100%,98.0,24780006.0
100%,100.0,24780339.0
100%,100.0,24782264.0
100%,99.0,24782542.0
100%,100.0,24793296.0
100%,100.0,24799389.0
100%,99.0,24805491.0
100%,100.0,24828324.0
100%,80.0,24836253.0
100%,100.0,24853005.0
87%,100.0,24853898.0
80%,93.0,24865936.0
80%,100.0,24866739.0
100%,96.0,24890095.0
100%,97.0,24896879.0
100%,100.0,24917420.0
100%,90.0,24944867.0
99%,100.0,24960380.0
99%,100.0,24960542.0
100%,100.0,24964591.0
100%,99.0,24967604.0
100%,100.0,24968783.0
100%,100.0,24970612.0
100%,80.0,24971366.0
100%,100.0,24971376.0
100%,20.0,24992845.0
90%,100.0,24994117.0
90%,40.0,24994118.0
87%,100.0,25014588.0
100%,60.0,25027248.0
100%,80.0,25034848.0
100%,99.0,25058405.0
100%,96.0,25058782.0
100%,96.0,25058920.0
96%,80.0,25098756.0
100%,97.0,25100083.0
100%,100.0,25107798.0
100%,87.0,25109963.0
99%,80.0,25137342.0
99%,100.0,25137590.0
99%,70.0,25139234.0
100%,100.0,25167424.0
100%,97.0,25171138.0
100%,70.0,25189704.0
100%,90.0,25209725.0
100%,100.0,25210300.0
100%,97.0,25213152.0
80%,92.0,25229521.0
100%,100.0,25234139.0
100%,98.0,25237201.0
100%,100.0,25260993.0
80%,100.0,25279552.0
80%,100.0,25281570.0
100%,95.0,25291283.0
100%,100.0,25298210.0
100%,94.0,25318633.0
100%,60.0,25323663.0
80%,100.0,25324336.0
80%,100.0,25324599.0
100%,93.0,25354581.0
90%,100.0,25355921.0
100%,98.0,25356099.0
100%,100.0,25356321.0
100%,100.0,25356735.0
100%,100.0,25367860.0
100%,100.0,25368785.0
100%,100.0,25368835.0
100%,100.0,25380342.0
100%,99.0,25402417.0
100%,100.0,25402583.0
80%,100.0,25407024.0
100%,99.0,25419563.0
100%,99.0,25432313.0
100%,94.0,25432375.0
100%,96.0,25434116.0
100%,96.0,25434591.0
100%,93.0,25443874.0
80%,100.0,25447312.0
80%,100.0,25447328.0
80%,100.0,25447349.0
80%,100.0,25449652.0
100%,93.0,25459025.0
100%,93.0,25459169.0
97%,93.0,25480815.0
100%,84.0,25485559.0
100%,98.0,25511111.0
0%,98.0,25511306.0
100%,98.0,25518503.0
100%,100.0,25545349.0
99%,100.0,25547078.0
99%,87.0,25547214.0
90%,89.0,25547908.0
90%,100.0,25554933.0
100%,80.0,25584677.0
100%,95.0,25592607.0
100%,95.0,25621756.0
90%,85.0,25634749.0
100%,97.0,25679734.0
94%,93.0,25679846.0
100%,98.0,25728058.0
100%,96.0,25730240.0
86%,100.0,25741718.0
90%,83.0,25749954.0
100%,99.0,25776536.0
80%,95.0,25779484.0
100%,20.0,25780281.0
50%,100.0,25786409.0
100%,95.0,25798231.0
96%,90.0,25801232.0
100%,96.0,25808640.0
100%,100.0,25814449.0
99%,100.0,25841531.0
99%,93.0,25841769.0
99%,100.0,25842384.0
100%,95.0,25842694.0
99%,100.0,25842862.0
99%,100.0,25843260.0
100%,99.0,25843736.0
100%,98.0,25845975.0
100%,100.0,25864368.0
100%,89.0,25866933.0
99%,80.0,25868874.0
99%,100.0,25869229.0
43%,86.0,25869380.0
100%,92.0,25869469.0
100%,99.0,25870802.0
100%,100.0,25871246.0
100%,100.0,25907508.0
100%,100.0,25912297.0
100%,99.0,25915813.0
100%,97.0,25919871.0
100%,96.0,25921225.0
100%,90.0,25921865.0
94%,92.0,25944549.0
100%,92.0,25950417.0
100%,93.0,25952257.0
100%,99.0,25975274.0
100%,95.0,25976748.0
80%,100.0,25983693.0
100%,97.0,26004362.0
100%,96.0,26008354.0
80%,90.0,26012007.0
97%,100.0,26027570.0
97%,100.0,26029679.0
99%,60.0,26032403.0
100%,100.0,26033791.0
100%,80.0,26035565.0
100%,100.0,26040040.0
80%,93.0,26053823.0
80%,100.0,26053833.0
80%,100.0,26053850.0
100%,100.0,26055447.0
100%,93.0,26055863.0
80%,100.0,26066245.0
100%,99.0,26084343.0
100%,97.0,26084506.0
100%,99.0,26095551.0
100%,91.0,26099225.0
99%,100.0,26104283.0
99%,80.0,26104315.0
99%,100.0,26104357.0
100%,100.0,26111196.0
100%,99.0,26162589.0
100%,91.0,26169782.0
100%,97.0,26171533.0
86%,100.0,26197894.0
88%,100.0,26202021.0
100%,90.0,26221884.0
87%,93.0,26257133.0
100%,100.0,26259702.0
100%,98.0,26261610.0
100%,98.0,26270938.0
100%,100.0,26274652.0
100%,97.0,26276374.0
90%,99.0,26277460.0
100%,95.0,26278417.0
100%,100.0,26278521.0
100%,92.0,26280318.0
88%,72.0,26282443.0
86%,67.0,26302673.0
100%,97.0,26303324.0
100%,99.0,26305824.0
100%,100.0,26307822.0
100%,100.0,26322467.0
100%,100.0,26323995.0
100%,96.0,26328350.0
100%,94.0,26329118.0
100%,96.0,26336274.0
100%,80.0,26339019.0
92%,98.0,26339979.0
100%,97.0,26385989.0
100%,87.0,26389090.0
100%,98.0,26396972.0
100%,100.0,26401532.0
100%,100.0,26417350.0
100%,100.0,26418067.0
99%,100.0,26437752.0
100%,100.0,26445292.0
100%,100.0,26468572.0
100%,100.0,26470581.0
100%,99.0,26488311.0
100%,93.0,26499429.0
100%,98.0,26503513.0
100%,100.0,26522687.0
100%,95.0,26533564.0
100%,100.0,26565582.0
100%,94.0,26566885.0
60%,100.0,26568647.0
100%,97.0,26571969.0
100%,98.0,26572144.0
0%,97.0,26599833.0
100%,88.0,26624972.0
100%,96.0,26632713.0
67%,93.0,26634910.0
67%,100.0,26635036.0
96%,95.0,26635646.0
100%,95.0,26638684.0
100%,100.0,26638788.0
100%,100.0,26639868.0
99%,70.0,26666094.0
99%,100.0,26668091.0
100%,100.0,26690454.0
100%,100.0,26691828.0
100%,100.0,26709189.0
100%,99.0,26710943.0
100%,99.0,26713704.0
80%,98.0,26718342.0
100%,99.0,26718645.0
90%,97.0,26718900.0
90%,92.0,26747021.0
100%,95.0,26777355.0
100%,100.0,26785153.0
100%,100.0,26810896.0
100%,97.0,26832092.0
100%,100.0,26917786.0
100%,96.0,26921699.0
100%,97.0,26921936.0
100%,96.0,26928489.0
100%,100.0,26945594.0
100%,95.0,26950540.0
50%,98.0,26952039.0
100%,89.0,26954849.0
100%,95.0,26998855.0
100%,100.0,27002250.0
100%,100.0,27030727.0
100%,92.0,27033826.0
100%,97.0,27065879.0
100%,95.0,27082654.0
100%,97.0,27088644.0
100%,100.0,27091179.0
100%,98.0,27107519.0
95%,100.0,27123129.0
100%,100.0,27138798.0
100%,98.0,27161084.0
100%,90.0,27187399.0
100%,99.0,27197424.0
100%,95.0,27203318.0
100%,94.0,27211235.0
100%,93.0,27225440.0
100%,100.0,27230146.0
100%,98.0,27230555.0
97%,80.0,27244341.0
100%,99.0,27253510.0
100%,98.0,27260835.0
100%,90.0,27261900.0
99%,100.0,27262832.0
99%,100.0,27263095.0
99%,100.0,27263130.0
99%,100.0,27263151.0
99%,80.0,27263329.0
99%,100.0,27263453.0
100%,100.0,27267054.0
100%,100.0,27310099.0
100%,100.0,27312503.0
100%,100.0,27312690.0
100%,99.0,27316091.0
100%,93.0,27316423.0
100%,100.0,27336562.0
100%,100.0,27336947.0
100%,100.0,27337596.0
87%,90.0,27363400.0
100%,100.0,27370273.0
100%,100.0,27374552.0
100%,96.0,27381476.0
86%,100.0,27392835.0
100%,80.0,27407557.0
100%,100.0,27427727.0
100%,80.0,27432456.0
100%,100.0,27432816.0
100%,99.0,27437162.0
100%,99.0,27454459.0
100%,89.0,27461006.0
99%,100.0,27461297.0
100%,97.0,27462045.0
80%,85.0,27467934.0
100%,100.0,27468147.0
100%,100.0,27486947.0
100%,98.0,27491473.0
100%,97.0,27491569.0
70%,88.0,27491571.0
100%,97.0,27491792.0
100%,100.0,27495261.0
100%,100.0,27510287.0
100%,100.0,27523751.0
100%,99.0,27529992.0
100%,98.0,27530136.0
87%,100.0,27545197.0
100%,88.0,27548389.0
100%,100.0,27550839.0
100%,97.0,27555509.0
100%,100.0,27556897.0
90%,97.0,27584638.0
100%,96.0,27598470.0
99%,100.0,27602262.0
99%,100.0,27604192.0
99%,100.0,27604325.0
99%,100.0,27608489.0
86%,99.0,27609352.0
100%,94.0,27610705.0
100%,97.0,27611813.0
100%,98.0,27634232.0
80%,100.0,27639658.0
100%,100.0,27652652.0
100%,97.0,27665176.0
100%,97.0,27674344.0
100%,80.0,27680964.0
100%,95.0,27699365.0
100%,96.0,27699796.0
90%,92.0,27701063.0
100%,98.0,27701970.0
90%,96.0,27702037.0
80%,87.0,27705941.0
100%,98.0,27706337.0
100%,97.0,27710210.0
100%,96.0,27713331.0
100%,95.0,27714378.0
100%,98.0,27725251.0
100%,95.0,27725598.0
100%,94.0,27727846.0
100%,100.0,27729286.0
87%,100.0,27729600.0
100%,96.0,27730425.0
95%,92.0,27735398.0
100%,98.0,27753881.0
100%,100.0,27759254.0
100%,98.0,27765343.0
60%,100.0,27777768.0
100%,100.0,27777839.0
100%,93.0,27780282.0
100%,100.0,27802152.0
100%,95.0,27808088.0
100%,90.0,27808710.0
100%,98.0,27826583.0
96%,95.0,27832283.0
100%,100.0,27852325.0
100%,100.0,27855141.0
100%,98.0,27857184.0
100%,60.0,27866104.0
100%,98.0,27870072.0
100%,97.0,27895671.0
100%,100.0,27899334.0
100%,99.0,27903069.0
100%,99.0,27905010.0
100%,97.0,27928375.0
100%,99.0,27933930.0
100%,100.0,27934189.0
100%,95.0,27937727.0
100%,92.0,27938375.0
100%,100.0,27960744.0
100%,80.0,27961176.0
100%,99.0,27961487.0
100%,100.0,27980774.0
100%,90.0,27985317.0
99%,100.0,27987585.0
99%,100.0,27987824.0
100%,100.0,27989150.0
100%,98.0,28009722.0
100%,100.0,28027982.0
100%,99.0,28028464.0
100%,96.0,28050674.0
100%,100.0,28053384.0
100%,100.0,28055711.0
100%,94.0,28074227.0
100%,99.0,28074409.0
100%,97.0,28079540.0
100%,98.0,28079865.0
100%,100.0,28085987.0
90%,100.0,28103112.0
100%,98.0,28105604.0
100%,98.0,28128935.0
100%,100.0,28137005.0
100%,96.0,28139208.0
100%,100.0,28157694.0
100%,100.0,28158200.0
100%,100.0,28160772.0
100%,98.0,28181442.0
100%,99.0,28182735.0
100%,99.0,28182805.0
99%,90.0,28183364.0
100%,98.0,28186675.0
100%,93.0,28189029.0
100%,99.0,28200634.0
100%,100.0,28208579.0
100%,100.0,28251404.0
100%,96.0,28252608.0
97%,93.0,28259229.0
90%,100.0,28279424.0
90%,89.0,28280458.0
90%,100.0,28281476.0
100%,100.0,28284827.0
100%,99.0,28310642.0
100%,99.0,28315009.0
100%,100.0,28316938.0
99%,100.0,28338036.0
100%,99.0,28338407.0
100%,99.0,28360154.0
100%,100.0,28361732.0
100%,98.0,28363410.0
100%,95.0,28363414.0
100%,100.0,28367768.0
95%,100.0,28368154.0
100%,95.0,28369380.0
100%,89.0,28376750.0
100%,94.0,28384050.0
100%,96.0,28386585.0
100%,96.0,28387261.0
